sta,n,span,order,n_segments,skipped_segments,n_blocks,dropped_blocks,n_flags,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
BVLD,848,8.6872,86,0,0,6,3,0,3960,205992,40608,173196,191550,0.016,
BVOI,4768,13.733,126,3,0,14,0,0,11328,667488,343296,972876,758484,0.064,
BVPP,8826,24.5503,213,6,3,25,0,0,19968,1596096,626496,1800708,1766847,0.14,
BVS2,2982,8.4052,84,0,0,9,0,0,4848,209904,143136,608532,260855,0.034,
BVSM,2176,6.2204,66,0,0,7,0,0,3792,136128,104448,444108,171716,0.024,
BWES,6300,19.7234,174,0,0,20,0,0,10440,816120,302400,1285404,940647,0.086,
BWOD,334,1.024,25,0,0,1,0,0,936,20280,15816,68340,28971,0.005,
BWSZ,712,1.9466,32,0,4,2,0,0,1416,34248,34176,145452,50534,0.008,
BXME,1692,4.731,54,0,0,5,0,0,2880,92880,81216,345372,123755,0.02,
BXTN,809,2.8172,39,0,0,3,0,0,1896,50568,38832,165240,67194,0.01,
BXTR,6798,20.7228,182,0,0,21,0,0,10944,888912,326304,1386996,1022366,0.104,
BYAH,1451,4.052,49,0,0,5,0,0,2760,80280,69648,296208,109727,0.016,
BYB1,294,1.4127,28,0,2,2,0,0,1320,28296,14112,60180,35646,0.006,
BYDG,6097,18.2724,163,2,1,19,0,0,14160,1131360,438744,1243992,1236812,0.095,
BYDO,3411,11.4579,108,0,0,12,0,0,6360,333816,163728,696048,391572,0.045,
BYNA,1098,3.1951,42,2,0,4,0,0,3744,105552,79056,224196,133169,0.016,
BYRL,7415,20.4819,180,4,3,21,0,0,16176,1258704,518712,1512864,1405164,0.115,
BYSP,3839,11.2306,106,4,1,12,0,0,10080,488592,272592,783360,558844,0.052,
BYST,3283,11.4579,108,0,0,12,0,0,6360,333816,157584,669936,388344,0.042,
BYT1,65,2.7379,16,0,1,1,3,0,720,10992,2688,13464,14753,0.003,
BYTW,2392,8.2245,82,0,0,9,0,0,4800,201840,114816,488172,235731,0.029,
BZGN,1834,6.2806,67,2,2,7,0,0,5688,220488,125208,374340,245881,0.024,
BZR2,2889,8.7994,87,0,0,9,0,0,4920,222360,138672,589560,267818,0.035,
BZRG,7831,22.4805,196,5,0,23,0,0,18336,1386288,563832,1597728,1541172,0.121,
C001,6063,17.2539,155,7,27,18,0,0,14040,788280,369720,1237056,927442,0.084,
C002,5668,17.2539,155,8,24,18,0,0,14712,807096,352224,1156476,936067,0.08,
C004,1744,4.8816,56,0,6,5,0,0,2928,98256,83712,355980,129863,0.018,
C005,1744,4.8816,56,0,6,5,0,0,2928,98256,83712,355980,129919,0.018,
C006,1764,4.8816,56,0,9,5,0,0,2928,98256,84672,360060,130453,0.017,
C01G,591,2.0862,33,0,0,3,0,0,1752,39912,28368,120768,54305,0.009,
C03G,498,1.4511,28,0,0,2,0,0,1320,28296,23904,101796,41490,0.007,
C076,,,,,,,,,,,,1836,,0.0,"ValueError: C076.tenv3: 8 epochs, need 24"
C2CN,3333,9.3634,91,2,0,10,0,0,7968,416544,239976,680136,464417,0.052,
C98G,1851,5.5167,61,0,0,6,0,0,3360,116592,88848,377808,146885,0.021,
CA00,4637,14.7871,135,2,0,14,0,0,11304,781896,333864,946152,838524,0.069,
CA01,632,1.9986,32,0,0,2,0,0,1416,34248,30336,129132,48877,0.008,
CA02,1379,5.588,61,2,0,6,0,0,5256,191784,99288,281520,208099,0.019,
CA04,1225,5.6865,62,2,0,6,0,0,5304,196824,88200,250104,205522,0.019,
CA05,1487,5.3142,59,2,0,6,0,0,5160,181992,107064,303552,207242,0.02,
CA06,997,2.8364,39,0,0,3,0,0,1896,50568,47856,203592,72188,0.011,
CA07,3088,10.1328,98,0,0,11,0,0,5808,279840,148224,630156,329228,0.038,
CA08,3829,11.1677,106,0,0,12,0,0,6312,323448,183792,781320,389607,0.044,
CA10,3074,10.1301,98,0,0,11,0,0,5808,279840,147552,627300,329152,0.036,
CA19,714,4.2382,50,0,0,4,0,0,2472,78648,34272,145860,85923,0.012,
CA1A,635,3.4168,44,0,1,3,0,0,2016,60768,30480,129744,69656,0.009,
CA1C,347,0.9802,24,0,1,1,0,0,912,19056,16656,70992,28367,0.005,
CA1D,322,0.9802,24,0,1,1,0,0,912,19056,15456,65892,27743,0.005,
CA1L,347,0.9802,24,0,1,1,0,0,912,19056,16656,70992,28380,0.005,
CA1M,252,1.2759,27,0,0,2,0,0,1296,26928,12096,51612,34202,0.005,
CA1N,458,1.2895,27,0,0,2,0,0,1296,26928,21984,93636,39428,0.007,
CA1R,347,0.9802,24,0,1,1,0,0,912,19056,16656,70992,28374,0.005,
CA1S,1125,4.8351,55,2,0,4,0,0,4056,136440,81000,229704,156112,0.015,
CA29,2301,8.6653,86,2,1,8,0,0,7104,370704,165624,469608,385429,0.035,
CA2L,33,0.0904,8,0,1,1,0,0,528,6000,1584,6936,10363,0.004,
CA99,9040,26.3655,227,7,5,27,0,2,21528,1770312,633624,1844364,1958904,0.15,
CAAI,460,1.2895,27,0,0,2,0,0,1296,26928,22080,94044,39470,0.007,
CAAL,6996,19.6496,174,3,2,20,0,0,15312,1193904,495792,1427388,1319239,0.105,
CAAN,508,3.0691,41,0,0,4,0,0,2256,58560,24384,103836,67025,0.01,
CAAT,2255,8.2245,82,2,0,9,0,0,7224,353064,162360,460224,367468,0.038,
CAAV,,,,,,,,,,,,1632,,0.0,"ValueError: CAAV.tenv3: 7 epochs, need 24"
CAAZ,550,3.2088,42,0,0,4,0,0,2280,60600,26400,112404,69991,0.009,
CAB1,1206,4.2491,50,0,0,5,0,0,2784,82704,57888,246228,104889,0.015,
CAB2,3735,12.7694,119,2,0,13,0,0,10224,662544,268920,762144,710878,0.058,
CAB4,278,1.525,29,0,6,1,0,0,1032,25656,13272,56916,30930,0.005,
CAB5,2401,8.5969,85,2,0,8,0,0,7032,361560,172872,490008,379285,0.031,
CABA,5503,17.1307,154,5,21,18,0,0,12960,760656,325776,1122816,887709,0.078,
CABB,347,1.1307,26,0,0,2,0,0,1272,25608,16656,70992,35717,0.006,
CABD,2316,11.1732,106,2,1,11,0,0,9000,514392,166704,472668,509775,0.037,
CABE,48,0.1287,12,0,1,1,0,0,624,8112,2304,9996,12364,0.003,
CABK,3237,10.6201,101,2,1,10,0,0,8448,473856,233016,660552,512523,0.044,
CABL,10433,29.013,249,9,3,29,0,0,24288,2036688,746424,2128536,2256819,0.17,
CABN,534,1.5031,29,0,0,2,0,0,1344,29712,25632,109140,43477,0.008,
CABO,4196,16.6023,149,2,0,15,0,0,11736,898824,302112,856188,958558,0.065,
CABP,965,4.3505,51,0,0,4,0,0,2496,81120,46320,197064,94547,0.013,
CABR,6275,18.716,166,5,1,19,0,0,15456,1015056,444552,1280304,1137224,0.093,
CABS,2525,8.668,86,2,2,8,0,0,6912,343440,174072,515304,369308,0.033,
CABU,3107,10.2177,98,2,1,11,0,0,8616,457176,223656,634032,497466,0.045,
CABW,439,1.2895,27,0,0,2,0,0,1296,26928,21072,89760,39010,0.007,
CABY,1979,8.6653,86,2,0,8,0,0,6984,357336,142488,403920,363119,0.028,
CAC1,4433,14.8227,135,2,0,14,0,0,11304,781896,319176,904536,829516,0.062,
CAC2,3187,14.8227,135,2,2,12,3,0,10512,750096,221424,650352,751017,0.054,
CAC3,279,0.9966,24,0,2,1,0,0,912,19056,13392,57120,26456,0.005,
CACC,3925,14.9021,136,4,4,13,3,0,11208,669384,270864,800904,733992,0.057,
CACD,1384,3.7865,47,2,0,4,0,0,3960,124248,99648,282540,155207,0.021,
CACE,9057,25.692,222,3,0,26,0,0,19656,1987416,652104,1847832,2150577,0.16,
CACH,3173,10.5024,101,3,2,10,0,0,8376,404136,222048,647496,461690,0.041,
CACI,7007,19.7098,174,3,0,20,0,0,15504,1191936,504504,1429632,1316516,0.106,
CACJ,2001,7.4086,76,0,1,7,0,0,4032,170688,96048,408408,193565,0.024,
CACL,1108,4.9747,56,0,0,4,0,0,2616,94200,53184,226236,107844,0.013,
CACM,3863,14.3765,132,3,0,14,0,0,11568,717936,278136,788256,767136,0.059,
CACN,1023,4.4846,52,2,0,4,0,0,3912,124056,73656,208896,143661,0.015,
CACO,2926,9.7221,94,2,0,9,0,0,7800,422760,210672,597108,451597,0.04,
CACP,116,0.3997,20,0,1,1,0,0,816,14640,5568,23868,18994,0.003,
CACR,2388,8.449,84,2,2,8,0,0,6624,308208,168936,487356,339484,0.033,
CACT,8623,25.525,221,5,4,26,0,0,20040,1727256,604104,1759296,1884513,0.137,
CACU,31,27.8138,7,0,1,0,18,0,192,1536,744,6528,4497,0.002,
CACX,2294,14.078,129,3,1,11,0,0,9384,585336,164448,468180,593330,0.04,
CACY,460,1.2895,27,0,0,2,0,0,1296,26928,22080,94044,39477,0.007,
CAD1,3182,10.6037,101,2,0,10,0,0,8424,470280,229104,649332,508514,0.044,
CAD2,1112,6.486,68,0,0,5,3,0,3216,134544,53136,227052,136124,0.015,
CAD3,2154,6.1245,65,0,0,7,0,0,3768,132936,103392,439620,167845,0.024,
CAD5,553,10.3902,100,0,1,5,3,0,3984,265104,26424,113016,235403,0.014,
CADE,5203,17.6838,158,3,1,15,3,0,13152,999840,374064,1061616,1074716,0.08,
CADG,777,2.1657,34,0,1,3,0,0,1776,41568,37296,158712,60113,0.01,
CADM,4024,13.1033,121,3,0,14,0,0,11064,634824,289728,821100,698829,0.057,
CADN,535,1.5004,29,0,0,2,0,0,1344,29712,25680,109344,43530,0.008,
CADY,3175,10.4559,100,3,0,10,0,0,8496,413088,228600,647904,471425,0.044,
CAE1,3312,9.525,93,2,0,10,0,0,8040,407976,238464,675852,460608,0.044,
CAE2,3235,9.525,93,2,0,10,0,0,8040,407976,232920,660144,458150,0.041,
CAEC,4287,14.2068,130,5,3,14,0,0,12144,682464,303312,874752,758055,0.06,
CAEF,1228,3.4934,44,0,1,4,0,0,2328,64824,58944,250716,90445,0.014,
CAEG,4272,14.8036,135,4,0,14,0,0,11832,695592,307584,871692,769108,0.063,
CAEL,1759,6.5106,69,0,2,7,0,0,3864,145992,84432,359040,167981,0.023,
CAEN,5694,16.0985,145,3,0,17,0,0,13128,863688,409968,1161780,967380,0.083,
CAEP,2604,10.7625,103,3,1,9,3,0,8592,479472,186048,531420,497571,0.037,
CAES,1612,6.4832,68,0,0,6,0,0,3528,138600,77376,329052,156873,0.018,
CAEU,2196,7.6961,78,2,4,7,0,0,5520,221568,132072,448188,255988,0.028,
CAF1,3550,20.4764,180,0,2,17,0,0,9648,855216,170400,724404,903127,0.059,
CAFA,5572,19.0938,169,4,1,20,0,0,15264,1052208,398736,1136892,1150141,0.085,
CAFE,7491,20.7693,183,5,2,21,0,0,16968,1227192,535632,1528368,1381164,0.113,
CAFI,6243,18.8665,167,4,2,19,0,0,15216,1107648,447912,1273776,1222674,0.097,
CAFL,702,4.3806,52,2,0,4,0,0,3888,122640,50544,143412,130683,0.013,
CAFM,1825,5.2156,58,0,0,6,0,0,3288,107880,87600,372504,142248,0.021,
CAFN,459,1.2895,27,0,0,2,0,0,1296,26928,22032,93840,39470,0.007,
CAFP,3226,10.6174,101,2,2,10,0,0,8280,449832,224688,658308,488943,0.043,
CAFR,5611,19.1266,170,2,2,20,0,0,14688,1200336,396408,1144848,1285689,0.091,
CAFT,2054,5.6317,62,2,0,6,0,0,5304,202200,147888,419220,240103,0.027,
CAFV,2630,8.3367,83,2,2,9,0,0,7152,340944,185088,536724,373827,0.036,
CAG1,4411,12.9089,120,0,0,13,0,0,6960,404112,211728,900048,486441,0.052,
CAGD,3381,14.8227,135,2,1,12,0,0,10704,777360,243384,689928,781350,0.061,
CAGG,2840,9.7933,95,4,0,9,0,0,8664,399816,204480,579564,440054,0.038,
CAGL,6456,18.4531,164,2,0,19,0,0,14280,1158840,464832,1317228,1271036,0.104,
CAGR,248,0.9966,24,0,2,1,0,0,912,19056,11904,50796,25711,0.004,
CAGS,9552,29.0952,249,2,3,28,3,0,20448,2298096,678552,1948812,2454059,0.181,
CAGW,3415,11.1732,106,2,0,12,0,0,9312,518448,245880,696864,556882,0.049,
CAGZ,3883,11.2882,107,2,0,12,0,0,9336,516216,279576,792336,575834,0.051,
CAHA,3164,10.6092,101,2,2,10,0,0,8280,449832,220224,645660,487508,0.041,
CAHB,4298,14.204,130,4,0,15,0,0,11904,658608,309456,876996,737995,0.064,
CAHF,2317,8.5969,85,2,0,8,0,0,7056,365136,166824,472872,378973,0.032,
CAHN,1009,4.449,52,0,0,4,0,0,2520,83640,48432,206040,97468,0.012,
CAHV,3305,14.2697,131,3,1,12,3,0,10320,645744,236688,674424,681429,0.051,
CAI1,24,10.6201,6,0,3,0,12,0,168,1176,576,5100,4070,0.002,
CAIA,1168,3.4004,44,0,2,4,0,0,2328,64824,56064,238476,88740,0.013,
CAIB,3263,10.1054,97,2,0,11,0,0,8568,452136,234936,665856,497844,0.042,
CAIE,590,2.7926,39,0,0,3,0,0,1896,50568,28320,120564,61856,0.009,
CAIM,557,3.206,42,0,0,4,0,0,2280,60600,26736,113832,70329,0.009,
CAIR,,,,,,,,,,,,3468,,0.0,"ValueError: CAIR.tenv3: 16 epochs, need 24"
CAIS,3029,10.4312,100,2,2,10,0,0,8208,439584,209544,618120,470019,0.04,
CAIV,1101,4.7036,54,0,0,4,0,0,2568,88824,52848,224808,103271,0.014,
CAKC,2970,10.2149,98,2,1,11,0,0,8616,457176,213792,606084,486573,0.045,
CAKG,459,1.2895,27,0,0,2,0,0,1296,26928,22032,93840,39442,0.007,
CAKO,5220,15.5345,141,4,1,16,0,0,12864,769872,371400,1065084,867294,0.073,
CAL0,2343,6.4668,68,0,0,7,0,0,3840,142656,112464,478176,179822,0.026,
CAL1,2757,9.0595,89,3,1,10,0,0,8280,365016,198264,562632,409126,0.039,
CAL2,4157,15.0335,137,2,0,15,0,0,11688,809400,298992,848232,850786,0.066,
CAL3,2405,8.8104,87,4,4,9,0,0,7920,316608,162792,490824,359859,0.035,
CAL4,216,2.3874,36,0,0,3,0,0,1824,45024,10368,44268,47420,0.006,
CAL5,3017,10.1191,97,2,0,11,0,0,8568,443496,217224,615672,478788,0.042,
CAL6,,,,,,,,,,,,4488,,0.001,"ValueError: CAL6.tenv3: 21 epochs, need 24"
CAL7,1381,5.4455,60,0,0,6,0,0,3336,113640,66288,281928,133337,0.018,
CAL8,2221,7.5072,77,2,0,7,0,0,6336,283296,159912,453288,307628,0.029,
CAL9,2736,8.1506,82,5,5,9,0,0,8160,296064,185352,558348,355861,0.037,
CALA,530,18.6037,132,0,2,8,3,0,5688,456984,25272,108324,422300,0.021,
CALB,4964,19.1266,170,2,1,20,0,0,14688,1200336,349872,1012860,1259903,0.086,
CALC,4057,11.6386,110,4,0,12,0,0,10296,510168,292104,827832,589987,0.056,
CALD,373,4.3012,51,0,1,4,0,0,2496,81120,17904,76296,78361,0.009,
CALE,4185,14.3381,131,0,0,15,0,0,7848,479016,200880,853944,553148,0.054,
CALG,127,0.345,19,0,1,1,0,0,792,13656,6096,26112,18564,0.003,
CALH,4915,14.36,131,0,1,15,0,0,7848,479016,235920,1002864,574217,0.064,
CALI,4055,19.9288,176,7,3,17,0,0,15480,1036392,285288,827424,1100399,0.073,
CALK,3539,9.9904,96,2,1,10,0,0,8208,447264,254760,722160,499146,0.045,
CALL,526,16.7666,131,0,1,8,0,0,5664,450624,25248,107508,414904,0.021,
CALM,1795,4.9117,56,2,1,5,0,0,4632,159048,125592,366384,194723,0.021,
CALN,2738,8.1972,82,0,0,9,0,0,4800,201840,131424,558756,246700,0.03,
CALO,1854,6.2067,66,0,0,7,0,0,3792,136128,88992,378420,164291,0.023,
CALP,620,3.436,44,0,0,3,0,0,2016,60768,29760,126684,69978,0.01,
CALR,1060,6.9678,72,0,0,5,0,0,3312,148176,50880,216444,145810,0.026,
CALS,4054,17.3114,155,2,1,15,0,0,11832,897672,287760,827220,944041,0.063,
CALT,41,0.1095,10,0,1,1,0,0,576,6960,1968,8568,11250,0.003,
CALU,4994,18.7515,167,3,1,19,0,0,14304,1027536,353736,1018980,1101230,0.077,
CALV,8222,24.3805,212,0,0,25,0,0,12912,1190256,394656,1677492,1350924,0.121,
CAM0,972,3.5072,45,0,0,4,0,0,2352,67008,46656,198492,86332,0.012,
CAM1,9924,28.1779,242,3,0,29,0,0,21552,2161968,714528,2024700,2320920,0.174,
CAM2,1153,5.7851,63,0,0,5,0,0,3096,118584,55344,235416,127887,0.016,
CAM3,6424,20.7036,182,0,0,21,0,0,10944,888912,308352,1310700,1014106,0.095,
CAM4,2468,7.1978,74,0,0,8,0,0,4296,167448,118464,503676,205809,0.04,
CAM5,1993,5.6673,62,0,0,6,0,0,3384,119592,95664,406776,153644,0.021,
CAM6,984,4.4134,52,0,0,4,0,0,2520,83640,47232,200940,97482,0.012,
CAM7,2065,7.0472,73,0,0,8,0,0,4272,163872,99120,421464,191866,0.023,
CAM8,143,0.4682,20,0,1,1,0,0,816,14640,6864,29376,19833,0.004,
CAM9,838,6.4777,68,0,0,7,0,0,3840,142656,40224,171156,141458,0.015,
CAMA,4850,13.4346,124,0,0,14,0,0,7368,431784,232800,989604,522339,0.072,
CAMB,1205,19.948,176,2,3,15,3,0,12360,1118616,77112,246024,1047375,0.045,
CAMC,143,0.7666,23,0,1,1,0,0,888,17880,6864,29376,22038,0.003,
CAMD,3243,10.6147,101,2,1,10,0,0,8280,449832,225960,661776,489583,0.042,
CAME,2490,9.6126,93,0,3,10,0,0,5376,252624,119520,508164,285503,0.032,
CAMI,269,1.6919,30,0,0,2,0,0,1368,31176,12912,55080,37174,0.007,
CAML,6673,18.8993,168,3,1,19,0,0,14736,1125744,475320,1361496,1245094,0.106,
CAMM,444,1.2895,27,0,0,2,0,0,1296,26928,21312,90780,39096,0.007,
CAMN,5310,16.6735,150,2,0,17,0,0,12960,1047792,382320,1083444,1141980,0.084,
CAMO,2570,8.0027,81,0,1,8,0,0,4464,193824,123312,524484,230432,0.029,
CAMP,5840,16.449,148,0,0,17,0,0,8880,601776,280320,1191564,714802,0.086,
CAMR,4984,18.6283,166,3,2,17,0,0,13728,1018560,357480,1016940,1087816,0.081,
CAMS,2461,8.4435,84,2,2,8,0,0,6360,279960,162096,502248,317287,0.038,
CAMT,5623,19.0938,169,3,0,20,0,0,14928,1162416,404856,1147296,1265931,0.091,
CAMU,3081,9.0595,89,3,2,10,0,0,8232,380520,220272,628728,431005,0.04,
CAMV,162,0.5339,21,0,1,1,0,0,840,15672,7776,33252,21093,0.003,
CAN0,614,3.4087,44,0,0,4,0,0,2328,64824,29472,125460,74722,0.01,
CAN1,296,1.4127,28,0,2,2,0,0,1320,28296,14208,60588,35680,0.006,
CAN2,2474,8.1013,81,0,0,9,0,0,4776,197880,118752,504900,233246,0.028,
CAN3,2395,7.3155,75,2,0,8,0,0,6576,277104,172440,488784,316267,0.031,
CANA,2267,6.7872,71,3,0,7,0,0,6456,249432,163224,462672,287395,0.029,
CANB,911,2.9487,40,0,0,3,0,0,1920,52512,43728,186048,71292,0.011,
CANC,1884,6.8802,72,0,0,6,0,0,3624,152232,90432,384540,173129,0.021,
CAND,9334,26.2669,227,6,2,27,0,1,21264,1787280,664632,1904340,1975091,0.154,
CANE,3448,9.5442,93,0,0,10,0,0,5376,252624,165504,703596,310781,0.041,
CANI,2428,8.627,86,3,0,8,0,0,7488,353184,174816,495516,375247,0.035,
CANK,2618,15.0773,137,0,1,11,0,0,6744,501672,125664,534276,529226,0.041,
CANL,3417,12.4079,116,3,0,11,0,0,9888,597072,246024,697272,637195,0.052,
CANN,1744,5.5961,61,0,0,6,0,0,3360,116592,83712,355980,145784,0.021,
CANO,351,4.2985,51,0,0,3,0,0,2184,77064,16848,71808,72831,0.008,
CANR,4043,12.1506,114,3,0,13,0,0,10416,564528,291096,824976,640037,0.054,
CANT,9441,26.4257,228,3,0,27,0,0,20256,2012496,679752,1926168,2176195,0.163,
CANV,7320,22.1958,194,4,0,23,0,0,17808,1476912,527040,1493484,1616624,0.125,
CANY,,,,,,,,,,,,4488,,0.001,"ValueError: CANY.tenv3: 21 epochs, need 24"
CANZ,,,,,,,,,,,,2652,,0.0,"ValueError: CANZ.tenv3: 12 epochs, need 24"
CAOC,5331,15.8987,144,4,3,16,0,0,13128,814152,380328,1087728,907907,0.074,
CAOD,5220,18.1328,162,5,1,19,0,0,14952,963432,368832,1065084,1059858,0.081,
CAOP,,,,,,,,,,,,3876,,0.0,"ValueError: CAOP.tenv3: 18 epochs, need 24"
CAOR,2514,14.078,129,3,1,13,0,0,10584,637224,180312,513060,640860,0.045,
CAOS,4452,14.8227,135,2,0,14,0,0,11328,785472,320544,908412,833192,0.064,
CAOV,4178,13.4374,124,3,4,13,0,0,10224,577104,287400,852516,654973,0.059,
CAOX,2357,8.2136,82,2,1,9,0,0,7224,353064,169656,481032,371699,0.032,
CAP1,4373,14.8227,135,5,0,14,0,0,12192,680640,314856,892296,766680,0.068,
CAP2,1693,6.204,66,0,0,7,0,0,3792,136128,81264,345576,158033,0.021,
CAP3,556,2.2012,34,0,0,3,0,0,1776,41568,26688,113628,54759,0.008,
CAP4,3073,11.2033,106,3,0,12,0,0,9408,464688,221256,627096,516870,0.044,
CAP5,1236,3.77,47,0,0,4,0,0,2400,71520,59328,252348,94971,0.013,
CAP6,1390,3.885,48,2,0,4,0,0,4008,126888,100080,283764,158843,0.017,
CAP7,,,,,,,,,,,,1836,,0.0,"ValueError: CAP7.tenv3: 8 epochs, need 24"
CAPA,3485,12.6789,118,2,0,13,0,0,10176,622656,250920,711144,663258,0.055,
CAPC,347,0.9802,24,0,1,1,0,0,912,19056,16656,70992,28387,0.005,
CAPE,3436,11.0198,105,2,1,11,0,0,8928,510528,247272,701148,552872,0.045,
CAPF,4415,14.8282,135,2,3,14,3,0,10608,717648,300696,900864,779339,0.065,
CAPI,885,10.9979,104,0,5,6,3,0,4392,288936,42456,180744,268306,0.018,
CAPL,4759,16.2574,147,4,0,16,3,0,13032,811992,342360,971040,893783,0.071,
CAPO,740,5.0239,57,0,0,5,0,0,2952,101016,35304,151164,104631,0.012,
CAPR,205,0.6133,21,0,1,1,0,0,840,15672,9840,42024,22244,0.004,
CAPS,632,3.4524,44,0,0,3,0,0,2016,60768,30336,129132,70244,0.009,
CAPT,5059,14.4148,132,2,0,15,0,0,11472,852576,364248,1032240,946323,0.078,
CAPV,2406,8.2683,83,4,1,8,3,0,7320,285000,165504,491028,326494,0.032,
CAPW,459,1.2895,27,0,0,2,0,0,1296,26928,22032,93840,39455,0.007,
CAR0,1393,11.4743,108,0,0,7,0,0,4800,313536,66864,284376,308760,0.022,
CAR1,5191,15.1075,137,3,1,16,0,0,12360,825624,368808,1059168,924737,0.079,
CAR2,,,,,,,,,,,,2040,,0.0,"ValueError: CAR2.tenv3: 9 epochs, need 24"
CAR3,1691,5.2813,59,0,0,6,0,0,3312,110736,81168,345168,138823,0.019,
CAR4,2694,13.0021,121,2,2,13,0,0,10056,614664,191784,549780,624104,0.044,
CAR6,1434,7.3155,75,0,0,8,0,0,4320,171072,68832,292740,181569,0.02,
CAR7,4453,12.6379,118,2,0,13,0,0,10176,618432,320616,908616,684647,0.059,
CAR9,3669,10.3244,99,0,0,11,0,0,5832,284616,176112,748680,348237,0.045,
CARA,3990,14.7817,135,2,0,14,0,0,11328,785472,287280,814164,817523,0.064,
CARB,512,2.3765,36,0,0,3,0,0,1824,45024,24576,104652,55468,0.009,
CARC,5982,16.7036,150,2,0,17,0,0,12984,959880,430704,1220532,1053708,0.085,
CARD,1450,5.7166,62,0,0,6,0,0,3384,119592,69600,296004,138691,0.018,
CARE,2749,10.1629,98,2,0,11,0,0,8592,456864,197928,561000,484869,0.04,
CARF,7750,21.566,189,4,0,22,0,0,17256,1341384,558000,1581204,1481321,0.122,
CARG,4383,12.23,114,0,0,13,0,0,6816,370128,210384,894336,449178,0.056,
CARH,8961,25.0322,217,6,2,25,0,0,20136,1658808,634272,1828248,1835032,0.144,
CARI,2828,11.6221,109,0,14,12,0,0,6384,339072,135744,577116,379283,0.038,
CARK,5668,18.7351,166,5,1,18,0,0,14928,1004544,405648,1156476,1115075,0.085,
CARL,9213,26.3408,227,4,1,27,0,0,20496,1862016,657408,1879656,2015335,0.156,
CARM,3582,10.0534,97,0,0,10,0,0,5472,271056,171720,730932,329734,0.042,
CARN,1161,3.9589,48,0,0,4,0,0,2424,73848,55728,237048,95080,0.013,
CARO,1737,4.835,55,0,1,5,0,0,2904,95544,83376,354552,127078,0.019,
CARP,3144,9.0595,89,2,1,10,0,0,7848,392520,226128,641580,439332,0.04,
CARQ,4495,14.8665,135,2,1,15,0,0,11400,762984,322200,917184,825859,0.067,
CARR,3093,8.9199,88,2,1,9,0,0,7464,360936,220608,631176,407379,0.041,
CARS,4702,19.6249,173,4,2,20,0,0,15624,1183272,330960,959412,1243927,0.086,
CART,4051,25.9055,224,5,0,22,0,0,18192,1639776,291672,826608,1658275,0.092,
CARV,4549,16.8761,152,0,2,15,0,0,8352,622656,218352,928200,700324,0.065,
CARZ,3814,14.2095,130,0,0,15,0,0,7824,472704,183072,778260,538594,0.056,
CAS0,4884,14.1821,130,2,0,15,0,0,11376,740352,351648,996540,814645,0.068,
CAS1,7363,32.5996,277,7,0,33,0,0,26136,2595480,530136,1502256,2668211,0.162,
CAS2,1174,5.6044,61,0,0,6,0,0,3360,116592,56352,239700,128588,0.017,
CAS3,6770,19.4442,172,3,1,20,0,0,15240,1170312,480672,1381284,1295610,0.113,
CAS4,1347,4.5859,53,0,1,5,0,0,2856,90264,64656,274992,115035,0.016,
CAS5,2099,17.0568,153,4,3,11,0,0,10056,704376,144336,428400,717100,0.041,
CAS6,990,2.7132,38,0,0,3,0,0,1872,48672,47520,202164,70580,0.011,
CAS7,399,1.9001,32,0,1,2,0,0,1416,34248,19152,81600,42985,0.006,
CAS8,119,0.6188,21,0,1,1,0,0,840,15672,5712,24480,19754,0.003,
CAS9,2415,8.8432,87,2,2,8,3,0,6720,311232,171096,492864,347834,0.033,
CASA,3279,11.8987,112,2,2,12,0,0,9288,524568,229896,669120,561299,0.046,
CASB,6302,19.2306,170,2,0,20,0,0,14880,1240368,453744,1285812,1347484,0.098,
CASC,10045,29.0732,249,5,0,30,0,1,23040,2225952,723240,2049384,2399179,0.179,
CASD,3910,11.8822,112,2,0,12,0,0,9576,567336,281520,797844,621727,0.052,
CASE,4364,12.7064,118,2,1,13,0,0,10200,619848,314160,890460,682897,0.062,
CASF,989,2.8528,39,0,1,3,0,0,1896,50568,47472,201960,71948,0.011,
CASG,5538,16.2354,146,4,0,17,0,0,13488,856896,398736,1129956,964874,0.085,
CASI,466,15.77,116,0,0,7,3,0,4992,356928,22224,95268,322048,0.018,
CASJ,4607,14.8227,135,2,1,14,0,0,11328,785472,331656,940032,837966,0.083,
CASL,2003,6.7433,70,2,0,7,0,0,6024,257496,144216,408816,279159,0.028,
CASM,4285,14.3025,131,2,1,14,0,0,11136,744960,308472,874344,791013,0.065,
CASN,4804,14.8227,135,2,2,14,0,0,11280,778368,344592,980220,838056,0.07,
CASO,5146,14.6803,134,0,0,15,0,0,7920,498240,247008,1049988,594045,0.067,
CASP,4474,12.8187,119,3,1,13,0,0,10632,592872,321936,912900,674261,0.061,
CASQ,457,1.3744,27,0,0,2,0,0,1296,26928,21936,93432,39742,0.007,
CASR,4575,14.1711,130,4,1,15,0,0,11856,655056,325416,933504,744137,0.068,
CASS,3074,8.6434,86,2,0,9,0,0,7392,358752,221328,627300,404577,0.039,
CAST,10360,29.4045,252,3,1,30,0,1,22272,2561328,743184,2113644,2754107,0.201,
CASU,1917,6.9405,72,2,0,6,3,0,5472,228672,138000,391272,256331,0.023,
