sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw
0GAD,east,trend_annual_semi,6,-87215.46522693212,-87215.46522650974,0.019019752840072734,0.019019752841250164,1,1
0GAD,east,trend_quad_annual_semi,7,-87266.50475737355,-87266.50475694744,0.018853596354340516,0.01885359635551798,0,0
0GAD,north,trend,2,-74697.512614697,-74697.5126143932,0.11974008236578705,0.1197400823711186,3,3
0GAD,north,trend_annual,4,-79510.54393010715,-79510.54392949045,0.058987343943671035,0.05898734394900256,2,2
0GAD,north,trend_annual_semi,6,-81026.13384604985,-81026.13384527844,0.04711566933702112,0.047115669342347954,1,1
0GAD,north,trend_quad_annual_semi,7,-82110.67110574215,-82110.67110483634,0.04013940913440494,0.040139409139733795,0,0
0GAD,up,trend,2,-65466.287346288824,-65466.28734628547,0.4632562529870556,0.46325625298728357,3,3
0GAD,up,trend_annual,4,-68967.72004471807,-68967.72004471246,0.2765832372389676,0.2765832372391946,2,2
0GAD,up,trend_annual_semi,6,-69216.33113353903,-69216.33113353318,0.26599748923419697,0.2659974892344246,1,1
0GAD,up,trend_quad_annual_semi,7,-69222.33933431612,-69222.33933431028,0.2654197200499224,0.26541972005014913,0,0
0GAL,east,trend,2,-79412.21374936757,-79412.21374949072,0.02935122417840221,0.029351224177842413,3,3
0GAL,east,trend_annual,4,-82455.45109196652,-82455.45109216437,0.018270882511637457,0.018270882511077592,2,2
0GAL,east,trend_annual_semi,6,-82508.48450950993,-82508.48450970963,0.018072257276183886,0.018072257275624972,1,1
0GAL,east,trend_quad_annual_semi,7,-84164.59799378784,-84164.59799404617,0.013964744740501751,0.01396474473994304,0,0
0GAL,north,trend,2,-70612.75559672435,-70612.75559676894,0.11467618213656978,0.1146761821357779,3,3
0GAL,north,trend_annual,4,-82702.44349067802,-82702.443490969,0.017585185095134917,0.01758518509434243,2,2
0GAL,north,trend_annual_semi,6,-82961.53592053856,-82961.53592084201,0.016847691320484758,0.016847691319692982,1,1
0GAL,north,trend_quad_annual_semi,7,-83305.49144751824,-83305.49144783901,0.01595203389909075,0.0159520338982983,0,0
0GAL,up,trend,2,-61056.282099439886,-61056.282099581374,0.5037750940005987,0.5037750939895602,3,3
0GAL,up,trend_annual,4,-64515.41644059106,-64515.416440833505,0.2940336134388033,0.29403361342776346,2,2
0GAL,up,trend_annual_semi,6,-64637.624725245936,-64637.62472549365,0.2877379803185173,0.28773798030747855,1,1
0GAL,up,trend_quad_annual_semi,7,-64665.94639579263,-64665.94639604178,0.28608970368127995,0.28608970367024056,0,0
0GAM,east,trend,2,-49623.84882361542,-49623.84882275057,0.017434004583168253,0.01743400458691893,3,3
0GAM,east,trend_annual,4,-53660.71278800789,-53660.71278563754,0.006360447237481529,0.006360447241231905,2,2
0GAM,east,trend_annual_semi,6,-53723.92489276841,-53723.92489035048,0.006235416747095112,0.00623541675084556,0,0
0GAM,east,trend_quad_annual_semi,7,-53719.81036548161,-53719.810363061166,0.006228929536193952,0.006228929539944389,1,1
0GAM,north,trend,2,-52632.97281439923,-52632.97281425546,0.008247286847687366,0.008247286847982331,3,3
0GAM,north,trend_annual,4,-52754.3459359795,-52754.345935830825,0.00796903244883498,0.007969032449129719,2,2
0GAM,north,trend_annual_semi,6,-52905.68727297612,-52905.687272821226,0.00764297643708316,0.0076429764373776386,1,1
0GAM,north,trend_quad_annual_semi,7,-53240.372018533235,-53240.372018364396,0.007017926221656711,0.007017926221951451,0,0
0GAM,up,trend,2,-38881.26715987474,-38881.26715987067,0.25232213418628957,0.25232213418654476,3,3
0GAM,up,trend_annual,4,-41063.467944299744,-41063.46794429267,0.14601972147555023,0.14601972147580716,2,2
0GAM,up,trend_annual_semi,6,-41164.362298420645,-41164.362298413485,0.14181377013316432,0.14181377013341698,0,0
0GAM,up,trend_quad_annual_semi,7,-41161.22902648608,-41161.229026478904,0.14163165417286228,0.14163165417311493,1,1
0GEB,east,trend,2,-56540.34703206845,-56540.347032047015,0.040732623601155135,0.04073262360133552,3,3
0GEB,east,trend_annual,4,-62371.76152682396,-62371.76152675235,0.012166491402460289,0.012166491402640287,2,2
0GEB,east,trend_annual_semi,6,-62415.67541316498,-62415.675413092424,0.01201440549274347,0.01201440549292358,1,1
0GEB,east,trend_quad_annual_semi,7,-63004.78692849818,-63004.786928416,0.010618907104288538,0.010618907104468858,0,0
0GEB,north,trend,2,-60804.6149538314,-60804.6149542344,0.016877514663911977,0.016877514662506695,3,3
0GEB,north,trend_annual,4,-60845.19439418018,-60845.194394588136,0.01667802523781856,0.01667802523641282,2,2
0GEB,north,trend_annual_semi,6,-60965.40778215697,-60965.407782576694,0.016211947332155262,0.016211947330749377,1,1
0GEB,north,trend_quad_annual_semi,7,-61054.2218090865,-61054.22180951508,0.015889292004430604,0.01588929200302361,0,0
0GEB,up,trend,2,-48146.56942633612,-48146.56942633252,0.2307375472431094,0.230737547243281,3,3
0GEB,up,trend_annual,4,-50439.074448589185,-50439.07444858341,0.14318203332544743,0.14318203332561819,2,2
0GEB,up,trend_annual_semi,6,-50558.58722948019,-50558.587229474215,0.13920086970237922,0.1392008697025509,1,1
0GEB,up,trend_quad_annual_semi,7,-50635.84459939781,-50635.84459939173,0.1367565992953709,0.13675659929554307,0,0
0GIM,east,trend,2,-10912.966714468821,-10912.966714436236,0.003963245122166572,0.0039632451223121645,3,3
0GIM,east,trend_annual,4,-11930.881716149579,-11930.881716045313,0.001238827017419613,0.0012388270175652345,2,2
0GIM,east,trend_annual_semi,6,-11960.54056594672,-11960.54056583728,0.001179891568696743,0.0011798915688423178,1,1
0GIM,east,trend_quad_annual_semi,7,-12001.608011533262,-12001.608011417798,0.0011179209814537888,0.0011179209815993117,0,0
0GIM,north,trend,2,-11429.014489639896,-11429.014489658735,0.0022150458743469366,0.002215045874299891,3,3
0GIM,north,trend_annual,4,-11458.69405193184,-11458.69405195163,0.0021096189272214808,0.002109618927174414,2,2
0GIM,north,trend_annual_semi,6,-11581.52816692315,-11581.528166945996,0.00180890103564198,0.0018089010355953885,1,1
0GIM,north,trend_quad_annual_semi,7,-11740.97436587613,-11740.974365903681,0.0014997642802844994,0.0014997642802379162,0,0
0GIM,up,trend,2,-8826.438817302651,-8826.438817304257,0.04165434885041233,0.041654348850336836,3,3
0GIM,up,trend_annual,4,-9253.971689355241,-9253.971689357882,0.02533284751194483,0.0253328475118694,1,1
0GIM,up,trend_annual_semi,6,-9254.73227881042,-9254.732278812826,0.024926692425738677,0.02492669242567102,0,0
0GIM,up,trend_quad_annual_semi,7,-9250.904102538818,-9250.904102541232,0.024843657695577656,0.024843657695510016,2,2
0GIS,east,trend,2,-47833.0629865711,-47833.062986562574,0.03712513160967049,0.037125131609747335,3,3
0GIS,east,trend_annual,4,-52574.45870327969,-52574.458703252494,0.01169485609674491,0.011694856096822127,2,2
0GIS,east,trend_annual_semi,6,-52674.342244919375,-52674.34224489123,0.011368634248706544,0.011368634248784211,1,1
0GIS,east,trend_quad_annual_semi,7,-52878.11422557918,-52878.1142255496,0.010798057217233877,0.010798057217311426,0,0
0GIS,north,trend,2,-53696.901597883,-53696.90159981105,0.00894135199426821,0.008941351990082877,3,3
0GIS,north,trend_annual,4,-54424.38142113879,-54424.3814234486,0.007463539140317685,0.0074635391361323414,2,2
0GIS,north,trend_annual_semi,6,-54539.57701106792,-54539.57701345307,0.007228426552326037,0.007228426548140345,1,1
0GIS,north,trend_quad_annual_semi,7,-54647.51501881111,-54647.51502126456,0.007027252146051792,0.0070272521418660566,0,0
0GIS,up,trend,2,-40302.764942791946,-40302.7649427446,0.2310144170981645,0.23101441710081944,3,3
0GIS,up,trend_annual,4,-42219.585251486424,-42219.58525141078,0.14447089537756994,0.14447089538022287,2,2
0GIS,up,trend_annual_semi,6,-42284.78794926856,-42284.78794919132,0.14162842204652887,0.14162842204918474,1,1
0GIS,up,trend_quad_annual_semi,7,-42332.25526659774,-42332.25526651944,0.13972303843672185,0.13972303843937822,0,0
0GLO,east,trend,2,-49616.56326707087,-49616.563266859936,0.0228106739048746,0.022810673906047588,3,3
0GLO,east,trend_annual,4,-54142.80288291373,-54142.80288227625,0.007536438860932081,0.007536438862103303,1,1
0GLO,east,trend_annual_semi,6,-54129.472723425846,-54129.47272278784,0.0075303631047024715,0.0075303631058737126,2,2
0GLO,east,trend_quad_annual_semi,7,-54145.914783062086,-54145.914782420135,0.007485043783751885,0.007485043784923257,0,0
0GLO,north,trend,2,-51220.638375653245,-51220.63837604063,0.015427960860713569,0.015427960859256597,3,3
0GLO,north,trend_annual,4,-52569.3745549683,-52569.37455550884,0.011059896825816191,0.011059896824358751,2,2
0GLO,north,trend_annual_semi,6,-52585.72392503573,-52585.72392558058,0.010971311035752957,0.010971311034295668,1,1
0GLO,north,trend_quad_annual_semi,7,-52686.56272205473,-52686.56272261435,0.010683204657436355,0.010683204655978903,0,0
0GLO,up,trend,2,-39389.120348970275,-39389.12034894963,0.2760302932097131,0.2760302932111018,3,3
0GLO,up,trend_annual,4,-41463.90613172511,-41463.906131690754,0.16577904599941412,0.16577904600080276,2,2
0GLO,up,trend_annual_semi,6,-41550.61359210377,-41550.613592068454,0.1616545775265286,0.16165457752792028,1,1
0GLO,up,trend_quad_annual_semi,7,-41600.82642840813,-41600.8264283723,0.1593642827452542,0.15936428274664638,0,0
0GMA,east,trend,2,-48141.91020982191,-48141.91020988714,0.034549513605462615,0.03454951360491567,3,3
0GMA,east,trend_annual,4,-53633.86302626181,-53633.863026510466,0.009073468713284771,0.009073468712737148,2,2
0GMA,east,trend_annual_semi,6,-53711.26364246111,-53711.26364271566,0.008868693445992878,0.008868693445444942,1,1
0GMA,east,trend_quad_annual_semi,7,-53746.96293790861,-53746.96293816581,0.00877443442502073,0.008774434424472972,0,0
0GMA,north,trend,2,-51639.647613307505,-51639.6476138114,0.014782263987692407,0.014782263985884446,3,3
0GMA,north,trend_annual,4,-53834.70619308155,-53834.706193943326,0.00864176018881505,0.008641760187007456,2,2
0GMA,north,trend_annual_semi,6,-53909.838816177966,-53909.83881705931,0.008451379034768843,0.008451379032960948,0,0
0GMA,north,trend_quad_annual_semi,7,-53909.578970635695,-53909.578971518706,0.008434853969749936,0.00843485396794216,1,1
0GMA,up,trend,2,-40737.54784279762,-40737.547842801505,0.20842281980887187,0.20842281980867539,3,3
0GMA,up,trend_annual,4,-42624.75584252841,-42624.75584253468,0.13129779967812458,0.13129779967792482,2,2
0GMA,up,trend_annual_semi,6,-42647.1055951672,-42647.10559517364,0.13006089181007344,0.1300608918098703,1,1
0GMA,up,trend_quad_annual_semi,7,-42650.435873298506,-42650.43587330495,0.12969351967050602,0.12969351967030296,0,0
0GMO,east,trend,2,-24540.429508295747,-24540.429507907804,0.013452132243555643,0.013452132246092676,3,3
0GMO,east,trend_annual,4,-25993.509460304864,-25993.50945951268,0.006588414029211495,0.006588414031748801,1,1
0GMO,east,trend_annual_semi,6,-25987.74813208503,-25987.748131288805,0.006558066995698396,0.006558066998236893,2,2
0GMO,east,trend_quad_annual_semi,7,-26261.177881804208,-26261.177880891675,0.005720525218994787,0.005720525221532542,0,0
0GMO,north,trend,2,-26517.97101428253,-26517.97101369574,0.005143665532576166,0.005143665534043474,3,3
0GMO,north,trend_annual,4,-26525.64707083646,-26525.647070243092,0.005086635887335305,0.005086635888802605,2,2
0GMO,north,trend_annual_semi,6,-26639.182105687367,-26639.18210505599,0.0047779166732018355,0.004777916674668384,1,1
0GMO,north,trend_quad_annual_semi,7,-26662.94965380654,-26662.949653165477,0.004705543756750466,0.004705543758216944,0,0
0GMO,up,trend,2,-20255.978593263117,-20255.978593263644,0.10798598635490883,0.10798598635488099,3,3
0GMO,up,trend_annual,4,-21382.466893823785,-21382.4668938247,0.061988404958291665,0.06198840495826393,2,2
0GMO,up,trend_annual_semi,6,-21402.717434319988,-21402.71743432179,0.06092752555293595,0.06092752555288253,1,1
0GMO,up,trend_quad_annual_semi,7,-21489.83821355712,-21489.838213559215,0.05818472894318388,0.058184728943124556,0,0
0GNA,east,trend,2,-63278.42543709225,-63278.425437081016,0.03718599278236068,0.03718599278243903,3,3
0GNA,east,trend_annual,4,-67009.26306524093,-67009.26306521817,0.018409641537468026,0.018409641537546605,2,2
0GNA,east,trend_annual_semi,6,-67030.07324045918,-67030.0732404363,0.018278975407081524,0.01827897540715996,1,1
0GNA,east,trend_quad_annual_semi,7,-68497.59394588882,-68497.59394585865,0.013857980140162708,0.013857980140241142,0,0
0GNA,north,trend,2,-66376.17652556596,-66376.1765232299,0.02079784965842702,0.020797849667540724,3,3
0GNA,north,trend_annual,4,-68756.00528463571,-68756.00528097329,0.013266167637862016,0.013266167646975956,2,2
0GNA,north,trend_annual_semi,6,-68885.89703968482,-68885.89703592067,0.012905224765899326,0.01290522477501153,1,1
0GNA,north,trend_quad_annual_semi,7,-69239.59566455384,-69239.59566052422,0.01205735725123917,0.012057357260353108,0,0
0GNA,up,trend,2,-52587.72559934281,-52587.72559940638,0.27625261729393824,0.2762526172906439,3,3
0GNA,up,trend_annual,4,-54743.682768914354,-54743.682769009916,0.18376861347965992,0.18376861347636586,2,2
0GNA,up,trend_annual_semi,6,-54854.573279784345,-54854.57327988224,0.17940699963405135,0.1794069996307566,1,1
0GNA,up,trend_quad_annual_semi,7,-54857.3940558355,-54857.394055933604,0.179023689719176,0.17902368971588142,0,0
0GOT,east,trend,2,-11521.715702758136,-11521.715702773894,0.07270829225371503,0.07270829225275138,3,3
0GOT,east,trend_annual,4,-13292.693683573338,-13292.693683644071,0.01620105506028993,0.016201055059326126,2,2
0GOT,east,trend_annual_semi,6,-13310.245761765987,-13310.24576183851,0.01577464161184527,0.015774641610883107,0,0
0GOT,east,trend_quad_annual_semi,7,-13307.162590540656,-13307.16259061342,0.015721692632890697,0.01572169263192856,1,1
0GOT,north,trend,2,-14471.6114979168,-14471.61149792541,0.006082808691417009,0.00608280869137296,3,3
0GOT,north,trend_annual,4,-15076.417968238107,-15076.417968252606,0.0036142621766683002,0.0036142621766242253,2,2
0GOT,north,trend_annual_semi,6,-15144.917265877659,-15144.917265893191,0.003371528692827412,0.0033715286927833727,1,1
0GOT,north,trend_quad_annual_semi,7,-15162.447992315121,-15162.447992330975,0.0033024573836303176,0.0033024573835862786,0,0
0GOT,up,trend,2,-11774.192092527177,-11774.192092528003,0.05879824255771256,0.05879824255767164,3,3
0GOT,up,trend_annual,4,-12457.174695918833,-12457.174695920308,0.03271336382192818,0.032713363821887526,2,2
0GOT,up,trend_annual_semi,6,-12458.771558152746,-12458.771558154169,0.032282652676248094,0.032282652676209465,1,1
0GOT,up,trend_quad_annual_semi,7,-12479.481360734904,-12479.481360736383,0.03153685529299402,0.03153685529295476,0,0
0GRA,east,trend,2,-89776.4474623502,-89776.44746232124,0.05030519052958713,0.050305190529780414,3,3
0GRA,east,trend_annual,4,-96435.8333045994,-96435.83330452906,0.02073752710493766,0.020737527105131243,2,2
0GRA,east,trend_annual_semi,6,-96856.09119220542,-96856.09119213087,0.01956615518879158,0.01956615518898516,1,1
0GRA,east,trend_quad_annual_semi,7,-97091.5285413311,-97091.52854125395,0.018941791762515252,0.018941791762709194,0,0
0GRA,north,trend,2,-94253.34417345453,-94253.34416983221,0.027770141234336694,0.027770141247686758,3,3
0GRA,north,trend_annual,4,-94291.8642430861,-94291.86423943687,0.02756314833917502,0.027563148352524006,2,2
0GRA,north,trend_annual_semi,6,-94511.16848313432,-94511.16847936813,0.026709127824829655,0.026709127838179546,1,1
0GRA,north,trend_quad_annual_semi,7,-94777.63602378214,-94777.63601987515,0.025750566322168843,0.025750566335520794,0,0
0GRA,up,trend,2,-72950.59394375174,-72950.59394373922,0.46924949975903835,0.46924949975981867,3,3
0GRA,up,trend_annual,4,-77009.59475958541,-77009.59475956393,0.27316576551691363,0.2731657655176924,2,2
0GRA,up,trend_annual_semi,6,-77112.52807293907,-77112.52807291724,0.268821760488556,0.2688217604893347,0,0
0GRA,up,trend_quad_annual_semi,7,-77109.00827829886,-77109.00827827703,0.2686289088074604,0.2686289088082387,1,1
0GRB,east,trend,2,-15800.428446388014,-15800.428446359101,0.007121447616673663,0.0071214476168314335,3,3
0GRB,east,trend_annual,4,-17165.909107406762,-17165.909107323518,0.0024738388030843958,0.0024738388032421992,1,1
0GRB,east,trend_annual_semi,6,-17165.68952353256,-17165.689523449106,0.002447200716950958,0.002447200717107464,2,2
0GRB,east,trend_quad_annual_semi,7,-17254.160417013452,-17254.160416923583,0.0022742577436652297,0.002274257743821848,0,0
0GRB,north,trend,2,-17057.082325260555,-17057.082325262865,0.0027187109643711763,0.002718710964366361,3,3
0GRB,north,trend_annual,4,-17506.542484932852,-17506.542484936133,0.0019055093920274306,0.001905509392022638,1,1
0GRB,north,trend_annual_semi,6,-17502.89100687513,-17502.89100687816,0.0018899547095128381,0.0018899547095084458,2,2
0GRB,north,trend_quad_annual_semi,7,-17664.628907410704,-17664.62890741425,0.0016604995502158655,0.0016604995502113517,0,0
0GRB,up,trend,2,-13034.376599168518,-13034.37659911791,0.059304843540585475,0.059304843542885344,3,3
0GRB,up,trend_annual,4,-13644.14556210346,-13644.145562021817,0.03676111021807822,0.036761110220378077,2,2
0GRB,up,trend_annual_semi,6,-13666.030880196964,-13666.03088011346,0.035754479714857214,0.03575447971714513,0,0
0GRB,up,trend_quad_annual_semi,7,-13658.863087343136,-13658.86308725963,0.0357543107933969,0.035754310795684814,1,1
0GRI,east,trend,2,-68097.0087123389,-68097.00871235211,0.027615264442976184,0.027615264442910736,3,3
0GRI,east,trend_annual,4,-74707.0461789446,-74707.04617898868,0.008413439054722296,0.008413439054655789,2,2
0GRI,east,trend_annual_semi,6,-74946.7045040965,-74946.7045041423,0.008034589656457692,0.0080345896563917,1,1
0GRI,east,trend_quad_annual_semi,7,-75281.26146307349,-75281.26146312252,0.00755499886852545,0.007554998868459041,0,0
0GRI,north,trend,2,-74604.9040211739,-74604.90402199407,0.008595532125260862,0.00859553212399657,3,3
0GRI,north,trend_annual,4,-74850.22166846928,-74850.22166932911,0.008200156327846177,0.008200156326581706,2,2
0GRI,north,trend_annual_semi,6,-75065.35044818236,-75065.35044907877,0.00786543592848365,0.007865435927219184,0,0
0GRI,north,trend_quad_annual_semi,7,-75058.33635066173,-75058.33635155844,0.007863162207554706,0.007863162206290181,1,1
0GRI,up,trend,2,-55019.85396970368,-55019.853969717034,0.2881917295251425,0.28819172952445216,3,3
0GRI,up,trend_annual,4,-57777.59334644454,-57777.593346466514,0.17520537751688744,0.1752053775161972,2,2
0GRI,up,trend_annual_semi,6,-57879.786023416586,-57879.78602343903,0.1714921646554235,0.1714921646547331,1,1
0GRI,up,trend_quad_annual_semi,7,-57885.16982363833,-57885.16982366083,0.17106182138710133,0.17106182138641113,0,0
0GRN,east,trend,2,-77292.90824979176,-77292.90824950057,0.06252384829272961,0.06252384829545637,3,3
0GRN,east,trend_annual,4,-81610.82042273834,-81610.82042218109,0.03266243866668864,0.03266243866941458,2,2
0GRN,east,trend_annual_semi,6,-81732.97119608078,-81732.97119551177,0.03198585118607386,0.031985851188799666,1,1
0GRN,east,trend_quad_annual_semi,7,-81908.58205286485,-81908.5820522799,0.031114497655495083,0.03111449765822091,0,0
0GRN,north,trend,2,-82591.00382943195,-82591.00382637874,0.028277420403252436,0.028277420416182968,3,3
0GRN,north,trend_annual,4,-82645.13850670062,-82645.13850361462,0.027975192833787993,0.027975192846717612,2,2
0GRN,north,trend_annual_semi,6,-83253.99329763529,-83253.99329424521,0.025469799824701857,0.025469799837633488,1,1
0GRN,north,trend_quad_annual_semi,7,-83350.36701195488,-83350.36700851114,0.025071727716248108,0.02507172772917915,0,0
0GRN,up,trend,2,-62392.5641731808,-62392.56417317814,0.5823902173103932,0.5823902173106255,3,3
0GRN,up,trend_annual,4,-66126.47135355596,-66126.4713535513,0.33204934049077167,0.33204934049100304,2,2
0GRN,up,trend_annual_semi,6,-66194.8278763376,-66194.8278763329,0.32780146160105506,0.3278014616012864,1,1
0GRN,up,trend_quad_annual_semi,7,-66215.25964804429,-66215.25964803954,0.326369176247333,0.3263691762475648,0,0
0GRO,east,trend,2,-86261.04315971174,-86261.04315961112,0.06670724913984642,0.06670724914075035,3,3
0GRO,east,trend_annual,4,-92849.77519878348,-92849.7751985382,0.027399961516810102,0.027399961517715184,2,2
0GRO,east,trend_annual_semi,6,-93001.77488070035,-93001.77488044924,0.026780381042485278,0.02678038104339098,1,1
0GRO,east,trend_quad_annual_semi,7,-94186.05341359347,-94186.05341329888,0.02280478597767467,0.022804785978579427,0,0
0GRO,north,trend,2,-93911.9439852083,-93911.94398507461,0.023804848446512702,0.023804848446941293,3,3
0GRO,north,trend_annual,4,-94098.18865435403,-94098.18865421644,0.023159501228357478,0.02315950122878664,2,2
0GRO,north,trend_annual_semi,6,-94550.15587035476,-94550.1558702079,0.021739554918655094,0.021739554919085063,0,0
0GRO,north,trend_quad_annual_semi,7,-94545.89539180578,-94545.89539165897,0.021725938279408216,0.021725938279837816,1,1
0GRO,up,trend,2,-69445.35267413847,-69445.35267424832,0.6422984615938332,0.64229846158433,3,3
0GRO,up,trend_annual,4,-73417.50050246836,-73417.50050265646,0.3752839660242596,0.375283966014753,2,2
0GRO,up,trend_annual_semi,6,-73477.36832202306,-73477.36832221308,0.37137757730425924,0.3713775772947556,1,1
0GRO,up,trend_quad_annual_semi,7,-73520.5360795318,-73520.53607972308,0.3687817785353362,0.3687817785258357,0,0
0GRS,east,trend,2,-62721.78293224722,-62721.782932232534,0.0322640905369639,0.03226409053705446,3,3
0GRS,east,trend_annual,4,-69151.77461088116,-69151.77461083072,0.009404955178335856,0.009404955178426532,2,2
0GRS,east,trend_annual_semi,6,-69167.53826305203,-69167.53826300146,0.009345999243251777,0.009345999243342151,1,1
0GRS,east,trend_quad_annual_semi,7,-69422.54950200094,-69422.5495019477,0.008886665712043988,0.008886665712134463,0,0
0GRS,north,trend,2,-68621.08211012192,-68621.08211030079,0.01044352103552802,0.010443521035170832,3,3
0GRS,north,trend_annual,4,-68714.37980242603,-68714.37980260879,0.010225336301973384,0.010225336301616088,2,2
0GRS,north,trend_annual_semi,6,-69092.07055366645,-69092.07055386357,0.00948183758589213,0.009481837585534746,1,1
0GRS,north,trend_quad_annual_semi,7,-69190.34032628886,-69190.34032648991,0.009290119152613185,0.009290119152256039,0,0
0GRS,up,trend,2,-52436.332026778255,-52436.332026836884,0.23057594229518885,0.2305759422926042,3,3
0GRS,up,trend_annual,4,-54878.14094007387,-54878.14094016772,0.14408752901459648,0.14408752901201066,2,2
0GRS,up,trend_annual_semi,6,-55008.61964657541,-55008.61964667194,0.14007788323991122,0.14007788323732595,1,1
0GRS,up,trend_quad_annual_semi,7,-55018.66243894504,-55018.66243904192,0.13958046196466128,0.13958046196207569,0,0
0GST,east,trend,2,-31447.0396985033,-31447.03969893515,0.010487970606607276,0.010487970604822712,3,3
0GST,east,trend_annual,4,-33841.1354573445,-33841.1354584607,0.004058248163972243,0.004058248162187438,2,2
0GST,east,trend_annual_semi,6,-33961.02987462618,-33961.02987580382,0.0038471563383029816,0.0038471563365178978,1,1
0GST,east,trend_quad_annual_semi,7,-33977.782775225365,-33977.78277641445,0.003810059210952293,0.003810059209167234,0,0
0GST,north,trend,2,-33190.47227560977,-33190.47227610726,0.005276680856657067,0.005276680855622747,3,3
0GST,north,trend_annual,4,-33246.076225250305,-33246.07622576199,0.005130541946074235,0.005130541945039858,2,2
0GST,north,trend_annual_semi,6,-33348.53893601728,-33348.53893655317,0.004897194298419262,0.004897194297385226,1,1
0GST,north,trend_quad_annual_semi,7,-33519.48468686743,-33519.48468744243,0.004564090371971802,0.004564090370937766,0,0
0GST,up,trend,2,-24718.155487899385,-24718.155487907727,0.14863350203606918,0.14863350203558082,3,3
0GST,up,trend_annual,4,-25978.862169915752,-25978.862169929536,0.08988884109878838,0.0898888410983002,2,2
0GST,up,trend_annual_semi,6,-26060.594826261975,-26060.594826275315,0.08650418818228657,0.086504188181832,0,0
0GST,up,trend_quad_annual_semi,7,-26052.814495645656,-26052.814495658997,0.08650218405438635,0.08650218405393167,1,1
0GUL,east,trend,2,-64291.379780961,-64291.379782570526,0.03422259497851599,0.0342225949682681,3,3
0GUL,east,trend_annual,4,-68865.13295982685,-68865.13296360809,0.014567006980328723,0.01456700697008102,2,2
0GUL,east,trend_annual_semi,6,-69114.1150063526,-69114.11501032584,0.013863241436038898,0.013863241425791109,1,1
0GUL,east,trend_quad_annual_semi,7,-69264.5589056926,-69264.5589097849,0.013459069950025136,0.013459069939777933,0,0
0GUL,north,trend,2,-67990.17017245606,-67990.17017437318,0.017197070477317306,0.01719707047118359,3,3
0GUL,north,trend_annual,4,-69239.78505283869,-69239.78505526487,0.013586225664063005,0.013586225657930408,2,2
0GUL,north,trend_annual_semi,6,-69542.41941489385,-69542.41941746861,0.012801422468960537,0.012801422462828341,1,1
0GUL,north,trend_quad_annual_semi,7,-70320.38622640338,-70320.38622938434,0.011058730810769368,0.011058730804636242,0,0
0GUL,up,trend,2,-52746.68874749595,-52746.68874767004,0.2931650005747576,0.2931650005652622,3,3
0GUL,up,trend_annual,4,-55332.92030874754,-55332.92030903002,0.1806172468614222,0.18061724685192995,2,2
0GUL,up,trend_annual_semi,6,-55424.46777042481,-55424.46777071306,0.17700039247133192,0.1770003924618397,1,1
0GUL,up,trend_quad_annual_semi,7,-55430.063171599126,-55430.06317188814,0.17653389471203892,0.17653389470254677,0,0
0GUM,east,trend,2,-30484.1128390502,-30484.112839074063,0.013049569257614533,0.013049569257490342,3,3
0GUM,east,trend_annual,4,-33111.925528815715,-33111.92552888419,0.004546333082641606,0.004546333082517421,2,2
0GUM,east,trend_annual_semi,6,-33210.48019514778,-33210.480195220014,0.004343868055120996,0.00434386805499584,1,1
0GUM,east,trend_quad_annual_semi,7,-33697.611691297876,-33697.61169138589,0.0035656083280139624,0.003565608327888789,0,0
0GUM,north,trend,2,-31002.657884957258,-31002.657884928904,0.010611265890851422,0.010611265890971442,3,3
0GUM,north,trend_annual,4,-32516.509693019107,-32516.509692966923,0.005765098980175433,0.005765098980295437,2,2
0GUM,north,trend_annual_semi,6,-32530.004038750667,-32530.004038697898,0.005698458304705635,0.00569845830482558,1,1
0GUM,north,trend_quad_annual_semi,7,-32533.73457427268,-32533.734574219678,0.00567224862758499,0.00567224862770492,0,0
0GUM,up,trend,2,-24395.687281700397,-24395.687281701797,0.14801673659189885,0.14801673659181588,3,3
0GUM,up,trend_annual,4,-25660.939985848636,-25660.93998585098,0.08880059998485855,0.08880059998477562,2,2
0GUM,up,trend_annual_semi,6,-25712.442100117085,-25712.442100118147,0.08645344765394665,0.0864534476539099,1,1
0GUM,up,trend_quad_annual_semi,7,-25714.41816118578,-25714.418161186844,0.08611605635321147,0.08611605635317476,0,0
0GUN,east,trend,2,-87292.80572971488,-87292.80572999948,0.04184010486101876,0.04184010485937391,3,3
0GUN,east,trend_annual,4,-91862.45951269523,-91862.459513231,0.02220117264109602,0.022201172639452853,2,2
0GUN,east,trend_annual_semi,6,-92217.44985469813,-92217.44985526257,0.02108688204920266,0.02108688204755849,1,1
0GUN,east,trend_quad_annual_semi,7,-92483.46116093978,-92483.46116152547,0.020301128709583914,0.02030112870794141,0,0
0GUN,north,trend,2,-90923.25123686928,-90923.2512370072,0.02533896442290303,0.02533896442242021,3,3
0GUN,north,trend_annual,4,-91038.66884540019,-91038.66884554065,0.02487700962140517,0.024877009620922444,2,2
0GUN,north,trend_annual_semi,6,-92011.72432443163,-92011.72432459265,0.021694747858660754,0.021694747858178213,1,1
0GUN,north,trend_quad_annual_semi,7,-92241.09468287753,-92241.09468304392,0.020992330216820756,0.020992330216338277,0,0
