sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw,error
0GOT,north,trend,2,-14471.611497927914,,0.006082808691360151,,3,,
0GOT,north,trend_annual,4,-15076.417968256801,,0.0036142621766114746,,2,,
0GOT,north,trend_annual_semi,6,-15144.917265897711,,0.0033715286927705522,,1,,
0GOT,north,trend_quad_annual_semi,7,-15162.447992335587,,0.003302457383573474,,0,,
0GOT,up,trend,2,-11774.192092524885,,0.058798242557825856,,3,,
0GOT,up,trend_annual,4,-12457.174695914708,,0.032713363822041666,,2,,
0GOT,up,trend_annual_semi,6,-12458.77155814855,,0.032282652676362,,1,,
0GOT,up,trend_quad_annual_semi,7,-12479.481360730622,,0.03153685529310759,,0,,
0GRA,east,trend,2,-89776.44746235874,,0.05030519052953007,,3,,
0GRA,east,trend_annual,4,-96435.83330462019,,0.020737527104880457,,2,,
0GRA,east,trend_annual_semi,6,-96856.0911922274,,0.019566155188734523,,1,,
0GRA,east,trend_quad_annual_semi,7,-97091.5285413536,,0.018941791762458686,,0,,
0GRA,north,trend,2,-94253.34417296092,,0.02777014123615591,,3,,
0GRA,north,trend_annual,4,-94291.86424258916,,0.02756314834099285,,2,,
0GRA,north,trend_annual_semi,6,-94511.16848262121,,0.026709127826648468,,1,,
0GRA,north,trend_quad_annual_semi,7,-94777.63602324935,,0.02575056632398958,,0,,
0GRA,up,trend,2,-72950.59394375082,,0.4692494997590961,,3,,
0GRA,up,trend_annual,4,-77009.59475958385,,0.2731657655169703,,2,,
0GRA,up,trend_annual_semi,6,-77112.52807293748,,0.2688217604886127,,0,,
0GRA,up,trend_quad_annual_semi,7,-77109.00827829729,,0.2686289088075169,,1,,
0GRB,east,trend,2,-15800.428446356762,,0.007121447616844203,,3,,
0GRB,east,trend_annual,4,-17165.909107316787,,0.0024738388032549607,,1,,
0GRB,east,trend_annual_semi,6,-17165.689523441637,,0.0024472007171214656,,2,,
0GRB,east,trend_quad_annual_semi,7,-17254.160416915594,,0.0022742577438357686,,0,,
0GRB,north,trend,2,-17057.08232512413,,0.002718710964655386,,3,,
0GRB,north,trend_annual,4,-17506.542484738224,,0.0019055093923116186,,1,,
0GRB,north,trend_annual_semi,6,-17502.891006678867,,0.0018899547097970702,,2,,
0GRB,north,trend_quad_annual_semi,7,-17664.62890718735,,0.0016604995505000613,,0,,
0GRB,up,trend,2,-13034.376599143507,,0.05930484354172205,,3,,
0GRB,up,trend_annual,4,-13644.145562063095,,0.036761110219215284,,2,,
0GRB,up,trend_annual_semi,6,-13666.030880155462,,0.0357544797159943,,0,,
0GRB,up,trend_quad_annual_semi,7,-13658.86308730164,,0.03575431079453383,,1,,
0GRI,east,trend,2,-68097.00871215516,,0.027615264443886078,,3,,
0GRI,east,trend_annual,4,-74707.04617834208,,0.008413439055631414,,2,,
0GRI,east,trend_annual_semi,6,-74946.70450346511,,0.008034589657367492,,1,,
0GRI,east,trend_quad_annual_semi,7,-75281.26146240208,,0.007554998869435153,,0,,
0GRI,north,trend,2,-74604.90402073141,,0.008595532125942976,,3,,
0GRI,north,trend_annual,4,-74850.22166800553,,0.008200156328528177,,2,,
0GRI,north,trend_annual_semi,6,-75065.35044769886,,0.007865435929165677,,0,,
0GRI,north,trend_quad_annual_semi,7,-75058.33635017813,,0.007863162208236674,,1,,
0GRI,up,trend,2,-55019.85396969601,,0.28819172952553906,,3,,
0GRI,up,trend_annual,4,-57777.59334643187,,0.1752053775172854,,2,,
0GRI,up,trend_annual_semi,6,-57879.78602340365,,0.17149216465582148,,1,,
0GRI,up,trend_quad_annual_semi,7,-57885.16982362535,,0.17106182138749965,,0,,
0GRN,east,trend,2,-77292.90824981598,,0.06252384829250271,,3,,
0GRN,east,trend_annual,4,-81610.82042278489,,0.032662438666460916,,2,,
0GRN,east,trend_annual_semi,6,-81732.97119612838,,0.03198585118584588,,1,,
0GRN,east,trend_quad_annual_semi,7,-81908.58205291367,,0.031114497655267588,,0,,
0GRN,north,trend,2,-82591.00382986135,,0.028277420401433908,,3,,
0GRN,north,trend_annual,4,-82645.13850713495,,0.027975192831968178,,2,,
0GRN,north,trend_annual_semi,6,-83253.99329811182,,0.02546979982288407,,1,,
0GRN,north,trend_quad_annual_semi,7,-83350.36701243912,,0.02507172771442983,,0,,
0GRN,up,trend,2,-62392.56417318112,,0.5823902173103656,,3,,
0GRN,up,trend_annual,4,-66126.47135355652,,0.3320493404907434,,2,,
0GRN,up,trend_annual_semi,6,-66194.82787633818,,0.3278014616010264,,1,,
0GRN,up,trend_quad_annual_semi,7,-66215.25964804486,,0.3263691762473049,,0,,
0GRO,east,trend,2,-86261.04315991403,,0.06670724913802897,,3,,
0GRO,east,trend_annual,4,-92849.77519927602,,0.02739996151499252,,2,,
0GRO,east,trend_annual_semi,6,-93001.77488120415,,0.026780381040668183,,1,,
0GRO,east,trend_quad_annual_semi,7,-94186.05341418539,,0.022804785975856667,,0,,
0GRO,north,trend,2,-93911.94398492483,,0.02380484844742149,,3,,
0GRO,north,trend_annual,4,-94098.18865406253,,0.023159501229266737,,2,,
0GRO,north,trend_annual_semi,6,-94550.15587004396,,0.02173955491956508,,0,,
0GRO,north,trend_quad_annual_semi,7,-94545.89539149494,,0.021725938280317783,,1,,
0GRO,up,trend,2,-69445.352674149,,0.6422984615929219,,3,,
0GRO,up,trend_annual,4,-73417.50050248641,,0.3752839660233474,,2,,
0GRO,up,trend_annual_semi,6,-73477.36832204128,,0.37137757730334775,,1,,
0GRO,up,trend_quad_annual_semi,7,-73520.53607955007,,0.3687817785344292,,0,,
0GRS,east,trend,2,-62721.78293222824,,0.03226409053708093,,3,,
0GRS,east,trend_annual,4,-69151.77461081582,,0.00940495517845334,,2,,
0GRS,east,trend_annual_semi,6,-69167.53826298655,,0.009345999243368824,,1,,
0GRS,east,trend_quad_annual_semi,7,-69422.54950193192,,0.00888666571216126,,0,,
0GRS,north,trend,2,-68621.08211012198,,0.010443521035527883,,3,,
0GRS,north,trend_annual,4,-68714.37980242618,,0.010225336301973118,,2,,
0GRS,north,trend_annual_semi,6,-69092.07055366662,,0.009481837585891812,,1,,
0GRS,north,trend_quad_annual_semi,7,-69190.3403262888,,0.009290119152613288,,0,,
0GRS,up,trend,2,-52436.33202689687,,0.23057594228995965,,3,,
0GRS,up,trend_annual,4,-54878.14094026372,,0.14408752900936606,,2,,
0GRS,up,trend_annual_semi,6,-55008.61964677064,,0.1400778832346823,,1,,
0GRS,up,trend_quad_annual_semi,7,-55018.662439140986,,0.13958046195943186,,0,,
0GST,east,trend,2,-31447.039698723365,,0.01048797060569789,,3,,
0GST,east,trend_annual,4,-33841.13545791335,,0.004058248163062654,,2,,
0GST,east,trend_annual_semi,6,-33961.02987522619,,0.003847156337393475,,1,,
0GST,east,trend_quad_annual_semi,7,-33977.782775831176,,0.0038100592100428444,,0,,
0GST,north,trend,2,-33190.472276047185,,0.00527668085574765,,3,,
0GST,north,trend_annual,4,-33246.07622570019,,0.0051305419451647925,,2,,
0GST,north,trend_annual_semi,6,-33348.53893648862,,0.004897194297509771,,1,,
0GST,north,trend_quad_annual_semi,7,-33519.48468737316,,0.004564090371062339,,0,,
0GST,up,trend,2,-24718.15548790133,,0.14863350203595516,,3,,
0GST,up,trend_annual,4,-25978.862169918964,,0.08988884109867465,,2,,
0GST,up,trend_annual_semi,6,-26060.59482626531,,0.08650418818217297,,0,,
0GST,up,trend_quad_annual_semi,7,-26052.814495648996,,0.08650218405427264,,1,,
0GUL,east,trend,2,-64291.379780818366,,0.034222594979424065,,3,,
0GUL,east,trend_annual,4,-68865.13295949118,,0.014567006981238383,,2,,
0GUL,east,trend_annual_semi,6,-69114.11500599989,,0.013863241436948615,,1,,
0GUL,east,trend_quad_annual_semi,7,-69264.55890532931,,0.01345906995093479,,0,,
0GUL,north,trend,2,-67990.17017302482,,0.01719707047549763,,3,,
0GUL,north,trend_annual,4,-69239.78505355843,,0.013586225662243736,,2,,
0GUL,north,trend_annual_semi,6,-69542.41941565742,,0.012801422467141993,,1,,
0GUL,north,trend_quad_annual_semi,7,-70320.38622728785,,0.011058730808949627,,0,,
0GUL,up,trend,2,-52746.688747612694,,0.29316500056839045,,3,,
0GUL,up,trend_annual,4,-55332.92030893699,,0.18061724685505617,,2,,
0GUL,up,trend_annual_semi,6,-55424.467770618154,,0.17700039246496485,,1,,
0GUL,up,trend_quad_annual_semi,7,-55430.06317179297,,0.17653389470567268,,0,,
0GUM,east,trend,2,-30484.1128390584,,0.013049569257571858,,3,,
0GUM,east,trend_annual,4,-33111.925528839245,,0.004546333082598923,,2,,
0GUM,east,trend_annual_semi,6,-33210.480195172386,,0.004343868055078361,,1,,
0GUM,east,trend_quad_annual_semi,7,-33697.61169132787,,0.0035656083279713103,,0,,
0GUM,north,trend,2,-31002.657884977405,,0.010611265890766145,,3,,
0GUM,north,trend_annual,4,-32516.509693056207,,0.005765098980090116,,2,,
0GUM,north,trend_annual_semi,6,-32530.004038788178,,0.005698458304620376,,1,,
0GUM,north,trend_quad_annual_semi,7,-32533.73457431037,,0.00567224862749972,,0,,
0GUM,up,trend,2,-24395.687281702318,,0.1480167365917852,,3,,
0GUM,up,trend_annual,4,-25660.93998585184,,0.08880059998474496,,2,,
0GUM,up,trend_annual_semi,6,-25712.442100120377,,0.086453447653833,,1,,
0GUM,up,trend_quad_annual_semi,7,-25714.418161189085,,0.0861160563530978,,0,,
0GUN,east,trend,2,-87292.80572782688,,0.04184010487193113,,3,,
0GUN,east,trend_annual,4,-91862.45950913633,,0.022201172652010777,,2,,
0GUN,east,trend_annual_semi,6,-92217.44985095196,,0.0210868820601151,,1,,
0GUN,east,trend_quad_annual_semi,7,-92483.46115704803,,0.020301128720497975,,0,,
0GUN,north,trend,2,-90923.25123695051,,0.025338964422618696,,3,,
0GUN,north,trend_annual,4,-91038.66884548293,,0.024877009621120806,,2,,
0GUN,north,trend_annual_semi,6,-92011.72432452641,,0.0216947478583767,,1,,
0GUN,north,trend_quad_annual_semi,7,-92241.09468297553,,0.020992330216536594,,0,,
0GUN,up,trend,2,-66146.98437643699,,0.7766209158411841,,3,,
0GUN,up,trend_annual,4,-69779.14304506799,,0.46906825726292256,,1,,
0GUN,up,trend_annual_semi,6,-69778.88411572257,,0.46793466760255176,,2,,
0GUN,up,trend_quad_annual_semi,7,-69788.41962673524,,0.4667453206024602,,0,,
0GVA,east,trend,2,-49092.93227179843,,1.3783069783216417,,3,,
0GVA,east,trend_annual,4,-49115.7137044532,,1.3689239085562253,,1,,
0GVA,east,trend_annual_semi,6,-49103.1609587119,,1.3678050640146422,,2,,
0GVA,east,trend_quad_annual_semi,7,-50411.67485429153,,1.093127096142357,,0,,
0GVA,north,trend,2,-44632.34034569749,,2.9446100464064133,,2,,
0GVA,north,trend_annual,4,-44645.484850699184,,2.929364453692172,,1,,
0GVA,north,trend_annual_semi,6,-44631.182878916865,,2.9278416941161627,,3,,
0GVA,north,trend_quad_annual_semi,7,-46039.08288714337,,2.3006387335685266,,0,,
0GVA,up,trend,2,-55135.15176475448,,0.4929083888703952,,3,,
0GVA,up,trend_annual,4,-57724.25843140658,,0.3163171662094779,,2,,
0GVA,up,trend_annual_semi,6,-57783.65540759858,,0.3122121962349978,,1,,
0GVA,up,trend_quad_annual_semi,7,-57978.812451316975,,0.3015674009595432,,0,,
0GVG,east,trend,2,-36954.84221034178,,0.01854111587617652,,3,,
0GVG,east,trend_annual,4,-41748.41140687008,,0.0038821583573793138,,2,,
0GVG,east,trend_annual_semi,6,-41822.05929016444,,0.00377057143670346,,1,,
0GVG,east,trend_quad_annual_semi,7,-41874.15433193354,,0.0036975839201516016,,0,,
0GVG,north,trend,2,-40560.033945663665,,0.005742828277007164,,3,,
0GVG,north,trend_annual,4,-40724.87131907567,,0.005414830782981706,,2,,
0GVG,north,trend_annual_semi,6,-40944.03740104409,,0.005016183128241107,,0,,
0GVG,north,trend_quad_annual_semi,7,-40943.962781607406,,0.005003224409820476,,1,,
0GVG,up,trend,2,-30218.790376389312,,0.16564791700636394,,3,,
0GVG,up,trend_annual,4,-31579.25928770963,,0.10588541355853895,,2,,
0GVG,up,trend_annual_semi,6,-31627.089500458445,,0.10370870483567632,,0,,
0GVG,up,trend_quad_annual_semi,7,-31621.523954675864,,0.10362560127516018,,1,,
0HAD,east,trend,2,-48966.48499734814,,0.03874156930015382,,3,,
0HAD,east,trend_annual,4,-53696.40052888053,,0.012590248754639273,,2,,
0HAD,east,trend_annual_semi,6,-53740.53889638682,,0.012410178434101918,,1,,
0HAD,east,trend_quad_annual_semi,7,-54708.32271643463,,0.009849004365455011,,0,,
0HAD,north,trend,2,-51306.9257353045,,0.02225797443321713,,3,,
0HAD,north,trend_annual,4,-51498.6845694135,,0.02118595399126355,,2,,
0HAD,north,trend_annual_semi,6,-51630.57464343281,,0.02045348563761754,,1,,
0HAD,north,trend_quad_annual_semi,7,-52885.36588623724,,0.015165813532567955,,0,,
0HAD,up,trend,2,-41702.59282764713,,0.21637041494681147,,3,,
0HAD,up,trend_annual,4,-43856.17370834033,,0.12942135561475282,,2,,
0HAD,up,trend_annual_semi,6,-43949.62217006395,,0.1260894051387524,,0,,
0HAD,up,trend_quad_annual_semi,7,-43942.34115789644,,0.12605754228846222,,1,,
0HAE,east,trend,2,-34116.53109513339,,0.025344384529246523,,3,,
0HAE,east,trend_annual,4,-38395.09571876807,,0.005846519583869807,,0,,
0HAE,east,trend_annual_semi,6,-38392.44364467004,,0.00581999886858338,,1,,
0HAE,east,trend_quad_annual_semi,7,-38385.61899593097,,0.005817698702060871,,2,,
0HAE,north,trend,2,-37856.48577680893,,0.007065687069164304,,3,,
0HAE,north,trend_annual,4,-38235.448833740666,,0.006174147094549071,,2,,
0HAE,north,trend_annual_semi,6,-38370.65502288237,,0.0058634697538737434,,0,,
0HAE,north,trend_quad_annual_semi,7,-38368.226798695956,,0.005852358425169587,,1,,
0HAE,up,trend,2,-28402.30501820046,,0.17841943097253923,,3,,
0HAE,up,trend_annual,4,-29623.058725956736,,0.11695167493921901,,2,,
0HAE,up,trend_annual_semi,6,-29807.276087599083,,0.10922312543171632,,0,,
0HAE,up,trend_quad_annual_semi,7,-29799.479447748283,,0.1092162083717515,,1,,
0HAF,east,trend,2,-64584.75560951525,,0.031936723350352914,,3,,
0HAF,east,trend_annual,4,-72581.17601181501,,0.007179204791047009,,2,,
0HAF,east,trend_annual_semi,6,-72701.0101645264,,0.006998317259874612,,1,,
0HAF,east,trend_quad_annual_semi,7,-72712.42747633476,,0.0069722889905086,,0,,
0HAF,north,trend,2,-71982.3353158662,,0.008052032999393981,,3,,
0HAF,north,trend_annual,4,-72124.39785516025,,0.007816724272748543,,2,,
0HAF,north,trend_annual_semi,6,-72374.61190394916,,0.00743696509718573,,0,,
0HAF,north,trend_quad_annual_semi,7,-72369.96101930286,,0.007431512982010072,,1,,
0HAF,up,trend,2,-53107.53571509042,,0.2708159733762603,,3,,
0HAF,up,trend_annual,4,-55314.64070165693,,0.17895908501194985,,2,,
0HAF,up,trend_annual_semi,6,-55406.84258704714,,0.17535016919806792,,0,,
0HAF,up,trend_quad_annual_semi,7,-55399.201477675044,,0.1753192337567703,,1,,
0HAG,east,trend,2,-22126.18786860322,,0.0460500581093015,,3,,
0HAG,east,trend_annual,4,-22254.83311715514,,0.04295293378714625,,2,,
0HAG,east,trend_annual_semi,6,-22323.99740377385,,0.041233760521392604,,1,,
0HAG,east,trend_quad_annual_semi,7,-23160.00744004999,,0.027415495863782568,,0,,
0HAG,north,trend,2,-26123.179266072457,,0.006659289643546789,,3,,
0HAG,north,trend_annual,4,-26130.235726117557,,0.006587754483188886,,2,,
0HAG,north,trend_annual_semi,6,-26326.586124039426,,0.005946680709029877,,0,,
0HAG,north,trend_quad_annual_semi,7,-26320.621494673065,,0.0059418803527962775,,1,,
0HAG,up,trend,2,-19544.721334678405,,0.16055303109715924,,3,,
0HAG,up,trend_annual,4,-20884.36673606099,,0.08335652647617829,,2,,
0HAG,up,trend_annual_semi,6,-20892.430500126127,,0.08242092156907922,,1,,
0HAG,up,trend_quad_annual_semi,7,-20912.008368148392,,0.08134297449967182,,0,,
0HAM,east,trend,2,-83102.17730237795,,0.11700610592503509,,3,,
0HAM,east,trend_annual,4,-84778.07453253129,,0.09337878105284914,,2,,
0HAM,east,trend_annual_semi,6,-84871.74485316548,,0.09200223644119779,,1,,
0HAM,east,trend_quad_annual_semi,7,-86287.70408097615,,0.07610060253843966,,0,,
0HAM,north,trend,2,-92977.97856192844,,0.03140700175474441,,3,,
0HAM,north,trend_annual,4,-93244.25345381067,,0.03024083746073063,,2,,
0HAM,north,trend_annual_semi,6,-93369.00059357955,,0.02967198650088448,,1,,
0HAM,north,trend_quad_annual_semi,7,-93547.26713625061,,0.028941442943054906,,0,,
0HAM,up,trend,2,-71987.47374450606,,0.5140961828458483,,3,,
0HAM,up,trend_annual,4,-75824.55291736245,,0.30767258179408097,,2,,
0HAM,up,trend_annual_semi,6,-75933.25591763134,,0.3025307625069229,,1,,
0HAM,up,trend_quad_annual_semi,7,-76099.71842495767,,0.2955464885316519,,0,,
0HAP,east,trend,2,-83541.429106046,,0.07284671324408443,,3,,
0HAP,east,trend_annual,4,-88721.94331713869,,0.035599759822204084,,2,,
0HAP,east,trend_annual_semi,6,-88754.65526953772,,0.035353027762615466,,1,,
0HAP,east,trend_quad_annual_semi,7,-90470.45944489368,,0.027877581626061933,,0,,
0HAP,north,trend,2,-85346.87566721311,,0.056807781553777685,,3,,
0HAP,north,trend_annual,4,-85480.53500044288,,0.05563507602025849,,2,,
0HAP,north,trend_annual_semi,6,-85600.72606528977,,0.054587752799851605,,1,,
0HAP,north,trend_quad_annual_semi,7,-90731.25596902633,,0.026893925778951947,,0,,
0HAP,up,trend,2,-68855.926605568,,0.5506800134027341,,3,,
0HAP,up,trend_annual,4,-72472.69664986327,,0.33379503516961895,,2,,
0HAP,up,trend_annual_semi,6,-72702.67387136004,,0.3225959983295961,,1,,
0HAP,up,trend_quad_annual_semi,7,-73557.4790733127,,0.2864128958006199,,0,,
0HAS,east,trend,2,-136060.71633791018,,0.10580809025238475,,3,,
0HAS,east,trend_annual,4,-145062.23738492554,,0.04899496752201023,,2,,
0HAS,east,trend_annual_semi,6,-145231.62126586528,,0.048214548104525086,,1,,
0HAS,east,trend_quad_annual_semi,7,-145247.8022718556,,0.04810951858763038,,0,,
0HAS,north,trend,2,-148380.04127756838,,0.03697090202100463,,3,,
0HAS,north,trend_annual,4,-148884.05131855822,,0.0353575842779429,,2,,
0HAS,north,trend_annual_semi,6,-149491.53923294807,,0.03351732532910923,,1,,
0HAS,north,trend_quad_annual_semi,7,-150135.556630744,,0.03169927397101013,,0,,
0HAS,up,trend,2,-110333.71190213964,,0.9509993037581685,,3,,
0HAS,up,trend_annual,4,-115544.95112422567,,0.6085732212383704,,2,,
0HAS,up,trend_annual_semi,6,-115638.85235354865,,0.6027503804581623,,1,,
0HAS,up,trend_quad_annual_semi,7,-116037.9160728262,,0.5820998908920234,,0,,
0HAV,east,trend,2,-39921.23759931544,,0.026027079800664772,,3,,
0HAV,east,trend_annual,4,-44897.95589347168,,0.0059698247724337215,,2,,
0HAV,east,trend_annual_semi,6,-44947.13897857028,,0.00585572130507323,,1,,
0HAV,east,trend_quad_annual_semi,7,-44973.84361672487,,0.005795877217575394,,0,,
0HAV,north,trend,2,-45150.80389139237,,0.00556750782811949,,2,,
0HAV,north,trend_annual,4,-45134.80386635994,,0.005567084681996933,,3,,
0HAV,north,trend_annual_semi,6,-45310.55477999224,,0.00526061792795581,,1,,
0HAV,north,trend_quad_annual_semi,7,-45322.45546818129,,0.005229636703969912,,0,,
0HAV,up,trend,2,-33740.49919972476,,0.16106798242903925,,3,,
0HAV,up,trend_annual,4,-34748.28064824096,,0.11908519317730754,,2,,
0HAV,up,trend_annual_semi,6,-34782.98534734376,,0.11730887405259603,,1,,
0HAV,up,trend_quad_annual_semi,7,-34828.483789736936,,0.11546827319912485,,0,,
0HDA,east,trend,2,-49272.4137439368,,0.02576700924398383,,3,,
0HDA,east,trend_annual,4,-54347.18348641557,,0.0074746145281275,,2,,
0HDA,east,trend_annual_semi,6,-54440.289136525054,,0.00727784907341993,,1,,
0HDA,east,trend_quad_annual_semi,7,-54454.4114143036,,0.007238251991575524,,0,,
0HDA,north,trend,2,-54391.47598583045,,0.007424549690849136,,2,,
0HDA,north,trend_annual,4,-54384.07173097978,,0.007407892858937503,,3,,
0HDA,north,trend_annual_semi,6,-54524.837194450556,,0.007129806243560596,,1,,
0HDA,north,trend_quad_annual_semi,7,-54822.21586953382,,0.006619213888036416,,0,,
0HDA,up,trend,2,-40393.0046536173,,0.22305860873121702,,3,,
0HDA,up,trend_annual,4,-42159.38940719854,,0.14460839157415803,,2,,
0HDA,up,trend_annual_semi,6,-42345.84126474486,,0.13764284669092453,,1,,
0HDA,up,trend_quad_annual_semi,7,-42361.46692688066,,0.13684394781863926,,0,,
0HDG,east,trend,2,-68314.68760312085,,0.0320373844807741,,3,,
0HDG,east,trend_annual,4,-76316.85699880494,,0.007760427654369578,,2,,
0HDG,east,trend_annual_semi,6,-76555.26930824916,,0.007417410503416797,,1,,
0HDG,east,trend_quad_annual_semi,7,-76803.29122697451,,0.007088340318773427,,0,,
0HDG,north,trend,2,-74877.883983498,,0.010039306983074463,,3,,
0HDG,north,trend_annual,4,-75354.5414840945,,0.009199766400448879,,2,,
0HDG,north,trend_annual_semi,6,-75669.86043209775,,0.008674375219614044,,0,,
0HDG,north,trend_quad_annual_semi,7,-75667.67396432157,,0.008664482622972525,,1,,
0HDG,up,trend,2,-54907.92580892733,,0.34284021120569674,,3,,
0HDG,up,trend_annual,4,-57998.37883780702,,0.19790884897946942,,2,,
0HDG,up,trend_annual_semi,6,-58125.74874169582,,0.19291155217786074,,1,,
0HDG,up,trend_quad_annual_semi,7,-58210.3277823068,,0.18975813331555513,,0,,
0HED,east,trend,2,-81031.75540136127,,0.052261219717213384,,3,,
0HED,east,trend_annual,4,-85352.61343028408,,0.02780699265326279,,2,,
0HED,east,trend_annual_semi,6,-85424.31763837622,,0.027447890019703797,,1,,
0HED,east,trend_quad_annual_semi,7,-87004.8431298569,,0.02178328857835704,,0,,
0HED,north,trend,2,-88157.92180828413,,0.018538915257925195,,3,,
0HED,north,trend_annual,4,-88333.15814128351,,0.018026029515165312,,2,,
0HED,north,trend_annual_semi,6,-88737.63800126818,,0.01695261130350612,,1,,
0HED,north,trend_quad_annual_semi,7,-89030.61139373924,,0.0162246022528215,,0,,
0HED,up,trend,2,-65236.21071879572,,0.5198052556707927,,3,,
0HED,up,trend_annual,4,-67945.86313341834,,0.3496072054557803,,2,,
0HED,up,trend_annual_semi,6,-67996.83894120711,,0.34613422419382767,,1,,
0HED,up,trend_quad_annual_semi,7,-68024.02835204668,,0.344325476801804,,0,,
0HEL,east,trend,2,-2145.9983347459447,,0.0002932797116235379,,3,,
0HEL,east,trend_annual,4,-2155.919542617782,,0.0002592416121731957,,2,,
0HEL,east,trend_annual_semi,6,-2165.8824552454143,,0.00022909535781697122,,0,,
0HEL,east,trend_quad_annual_semi,7,-2160.8106986521125,,0.0002290644480411141,,1,,
0HEL,north,trend,2,-2215.9322765255292,,0.00019096386338429114,,3,,
0HEL,north,trend_annual,4,-2252.3287846419585,,0.00014349393218848552,,2,,
0HEL,north,trend_annual_semi,6,-2256.963588465003,,0.00013102109858827783,,0,,
0HEL,north,trend_quad_annual_semi,7,-2253.6189774402055,,0.0001296226390860072,,1,,
0HEL,up,trend,2,-1687.5815065598213,,0.004882926344430692,,3,,
0HEL,up,trend_annual,4,-1697.873257267039,,0.004306412209802458,,2,,
0HEL,up,trend_annual_semi,6,-1720.343436706659,,0.0035245446812196763,,1,,
0HEL,up,trend_quad_annual_semi,7,-1722.7866964398918,,0.0033652825763907466,,0,,
0HEM,east,trend,2,-71611.73593532355,,0.13094050315651967,,3,,
0HEM,east,trend_annual,4,-78349.09727691601,,0.04715459216974836,,2,,
0HEM,east,trend_annual_semi,6,-78632.89880772623,,0.04505401435214869,,1,,
0HEM,east,trend_quad_annual_semi,7,-80983.60014072053,,0.031535663423338876,,0,,
0HEM,north,trend,2,-77309.70479244554,,0.05532593897085418,,3,,
0HEM,north,trend_annual,4,-79143.67519458324,,0.04181669405415789,,2,,
0HEM,north,trend_annual_semi,6,-79505.37503688542,,0.03948609313841956,,1,,
0HEM,north,trend_quad_annual_semi,7,-79506.96578540743,,0.039424126482736535,,0,,
0HEM,up,trend,2,-63490.19590167556,,0.4470519069745165,,3,,
0HEM,up,trend_annual,4,-66173.63949938792,,0.29716658431180965,,2,,
0HEM,up,trend_annual_semi,6,-66357.27201615588,,0.2882616454194446,,0,,
0HEM,up,trend_quad_annual_semi,7,-66353.3490557255,,0.28804929813479047,,1,,
0HEN,east,trend,2,-43935.41671087638,,0.09348924452456707,,3,,
0HEN,east,trend_annual,4,-52929.45011953231,,0.010443722116478272,,2,,
0HEN,east,trend_annual_semi,6,-53302.0536752273,,0.009500238731951485,,0,,
0HEN,east,trend_quad_annual_semi,7,-53294.10823127874,,0.009499369913174679,,1,,
0HEN,north,trend,2,-51739.82029722385,,0.01400517143035639,,3,,
0HEN,north,trend_annual,4,-52719.35192360741,,0.010991336716902483,,2,,
0HEN,north,trend_annual_semi,6,-52974.22259588978,,0.010288860222995303,,1,,
0HEN,north,trend_quad_annual_semi,7,-53146.000389283385,,0.00984784527082546,,0,,
0HEN,up,trend,2,-39388.04718465224,,0.28258890399911096,,3,,
0HEN,up,trend_annual,4,-41069.22040073284,,0.18697964465744293,,2,,
0HEN,up,trend_annual_semi,6,-41159.71144564147,,0.18216984389075488,,1,,
0HEN,up,trend_quad_annual_semi,7,-41224.92775294811,,0.17894015511294095,,0,,
0HFS,east,trend,2,-102436.74416552766,,0.07296220847522081,,3,,
0HFS,east,trend_annual,4,-111420.22486004503,,0.026111022118562664,,2,,
0HFS,east,trend_annual_semi,6,-111578.88456506081,,0.025589269373413832,,1,,
0HFS,east,trend_quad_annual_semi,7,-112102.19921747719,,0.02408038688923743,,0,,
0HFS,north,trend,2,-114038.62693017063,,0.019404903158536574,,3,,
0HFS,north,trend_annual,4,-114088.38817365504,,0.019255036741620664,,2,,
0HFS,north,trend_annual_semi,6,-114504.57634166707,,0.01832360316077849,,0,,
0HFS,north,trend_quad_annual_semi,7,-114495.51238952245,,0.018323573878514063,,1,,
0HFS,up,trend,2,-84141.19850166548,,0.5890282970393586,,3,,
0HFS,up,trend_annual,4,-89622.64196542112,,0.3144000055448912,,2,,
0HFS,up,trend_annual_semi,6,-89714.58909360899,,0.3104730925259606,,1,,
0HFS,up,trend_quad_annual_semi,7,-89816.70595728653,,0.306557017887204,,0,,
0HIL,east,trend,2,-104598.69303240358,,0.048578411491701765,,3,,
0HIL,east,trend_annual,4,-106371.37195416194,,0.03949684975182406,,1,,
0HIL,east,trend_annual_semi,6,-106368.64098503884,,0.03942661694392689,,2,,
0HIL,east,trend_quad_annual_semi,7,-106844.047063733,,0.03727982403181605,,0,,
0HIL,north,trend,2,-100243.56814776029,,0.08035765128715847,,3,,
0HIL,north,trend_annual,4,-100356.82307829137,,0.0791467256061719,,2,,
0HIL,north,trend_annual_semi,6,-100451.45231759344,,0.07812202539820252,,1,,
0HIL,north,trend_quad_annual_semi,7,-100849.09107553422,,0.07453512431552695,,0,,
0HIL,up,trend,2,-84435.44736391466,,0.499387387047168,,3,,
0HIL,up,trend_annual,4,-89187.88255975173,,0.2877415697856869,,2,,
0HIL,up,trend_annual_semi,6,-89413.6081624649,,0.2797456988560054,,1,,
0HIL,up,trend_quad_annual_semi,7,-89416.91327174167,,0.27934604587084233,,0,,
