sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw,error
0BRU,east,trend,2,-37710.11355129779,,0.01800985440787896,,3,,
0BRU,east,trend_annual,4,-40747.95315487375,,0.0067820867658747635,,2,,
0BRU,east,trend_annual_semi,6,-40860.41435851749,,0.006508916153133796,,1,,
0BRU,east,trend_quad_annual_semi,7,-41313.69292170783,,0.005616130628014964,,0,,
0BRU,north,trend,2,-37243.56920532496,,0.020907705573222603,,3,,
0BRU,north,trend_annual,4,-38044.900117579746,,0.016098217924010078,,2,,
0BRU,north,trend_annual_semi,6,-38402.39894492975,,0.01428535384247735,,1,,
0BRU,north,trend_quad_annual_semi,7,-39644.527656854996,,0.009577668442717497,,0,,
0BRU,up,trend,2,-30904.48970314106,,0.15874923300512633,,3,,
0BRU,up,trend_annual,4,-32473.48285845344,,0.0956238058637954,,2,,
0BRU,up,trend_annual_semi,6,-32535.55023530201,,0.09326320252510485,,1,,
0BRU,up,trend_quad_annual_semi,7,-32734.96447805686,,0.08727641173088968,,0,,
0BST,east,trend,2,-63404.46330214165,,0.03649321036309931,,3,,
0BST,east,trend_annual,4,-68367.6123598236,,0.014342960794474183,,2,,
0BST,east,trend_annual_semi,6,-68388.0487947332,,0.01424219285469485,,1,,
0BST,east,trend_quad_annual_semi,7,-68524.1761063825,,0.013860932298555232,,0,,
0BST,north,trend,2,-64267.99407895295,,0.031037746259191045,,3,,
0BST,north,trend_annual,4,-68734.23533601682,,0.013390067224820648,,2,,
0BST,north,trend_annual_semi,6,-68843.39911486174,,0.01307661296987249,,0,,
0BST,north,trend_quad_annual_semi,7,-68835.69789409036,,0.013074454272489664,,1,,
0BST,up,trend,2,-51874.23314319283,,0.31708805425132963,,3,,
0BST,up,trend_annual,4,-54615.01645868801,,0.18905390568386377,,2,,
0BST,up,trend_annual_semi,6,-54676.01502100196,,0.186303286293848,,1,,
0BST,up,trend_quad_annual_semi,7,-54761.89814300184,,0.1830323039933731,,0,,
0BTT,east,trend,2,-22454.25026404974,,0.07824417258925452,,3,,
0BTT,east,trend_annual,4,-26418.99167391963,,0.012752630419032594,,2,,
0BTT,east,trend_annual_semi,6,-26498.217911445165,,0.012214380016273223,,1,,
0BTT,east,trend_quad_annual_semi,7,-27056.52343837685,,0.009436999691721046,,0,,
0BTT,north,trend,2,-25806.21057908131,,0.016980223503301667,,3,,
0BTT,north,trend_annual,4,-27563.567361794816,,0.007568940563061947,,2,,
0BTT,north,trend_annual_semi,6,-27685.168798111477,,0.007110804347853748,,1,,
0BTT,north,trend_quad_annual_semi,7,-27941.973333396705,,0.00630321744372442,,0,,
0BTT,up,trend,2,-21391.413599872543,,0.12700965394339653,,3,,
0BTT,up,trend_annual,4,-22953.94786453836,,0.06187181389595365,,2,,
0BTT,up,trend_annual_semi,6,-22967.95644855029,,0.061048374479477335,,0,,
0BTT,up,trend_quad_annual_semi,7,-22960.26374299269,,0.0610483528848503,,1,,
0BUE,east,trend,2,-30594.847752107835,,0.012032399288293997,,3,,
0BUE,east,trend_annual,4,-33260.69986376422,,0.004116498283251206,,2,,
0BUE,east,trend_annual_semi,6,-33327.82823688674,,0.003982430393898279,,1,,
0BUE,east,trend_quad_annual_semi,7,-33456.76759612743,,0.00377042196614924,,0,,
0BUE,north,trend,2,-31716.816674348014,,0.007681504168766247,,3,,
0BUE,north,trend_annual,4,-32776.76213782264,,0.004995702091550452,,2,,
0BUE,north,trend_annual_semi,6,-32856.863128939855,,0.004807986203961543,,1,,
0BUE,north,trend_quad_annual_semi,7,-32958.29025977511,,0.004602399772324068,,0,,
0BUE,up,trend,2,-24132.06638401146,,0.15960715254001578,,3,,
0BUE,up,trend_annual,4,-25573.966999177646,,0.08909435855132972,,2,,
0BUE,up,trend_annual_semi,6,-25692.409800941095,,0.08444155675490338,,0,,
0BUE,up,trend_quad_annual_semi,7,-25684.685855218137,,0.08443817577293455,,1,,
0BUG,east,trend,2,-35049.41699305891,,0.03308250552728271,,3,,
0BUG,east,trend_annual,4,-39753.732187999405,,0.007095198979828505,,2,,
0BUG,east,trend_annual_semi,6,-39769.94272197792,,0.007020920167394421,,1,,
0BUG,east,trend_quad_annual_semi,7,-39770.538223575095,,0.007001200417031719,,0,,
0BUG,north,trend,2,-40092.81441038776,,0.0063856986111762055,,3,,
0BUG,north,trend_annual,4,-40094.23134804187,,0.006349409889429775,,2,,
0BUG,north,trend_annual_semi,6,-40199.05663351533,,0.00610394578564316,,0,,
0BUG,north,trend_quad_annual_semi,7,-40198.80449090197,,0.006088484578461752,,1,,
0BUG,up,trend,2,-30472.79335578585,,0.14718736722801395,,3,,
0BUG,up,trend_annual,4,-32011.856384358452,,0.08863191462179235,,2,,
0BUG,up,trend_annual_semi,6,-32111.78295945753,,0.08534170787900101,,0,,
0BUG,up,trend_quad_annual_semi,7,-32108.681811201885,,0.08520467614719635,,1,,
0BUR,east,trend,2,-88581.32475069705,,0.03982486034712497,,3,,
0BUR,east,trend_annual,4,-90889.03076298613,,0.02897303276924061,,2,,
0BUR,east,trend_annual_semi,6,-91012.09370010278,,0.028420093664805496,,1,,
0BUR,east,trend_quad_annual_semi,7,-91065.63936118549,,0.028178360660042322,,0,,
0BUR,north,trend,2,-92393.6734250997,,0.023640615360312082,,3,,
0BUR,north,trend_annual,4,-92766.8396897434,,0.022409462142084363,,2,,
0BUR,north,trend_annual_semi,6,-93174.37146598786,,0.021142795018787477,,1,,
0BUR,north,trend_quad_annual_semi,7,-93966.66460144841,,0.01894797854755713,,0,,
0BUR,up,trend,2,-67496.82574384513,,0.7125340771461601,,3,,
0BUR,up,trend_annual,4,-70528.45804229275,,0.46950059155070945,,2,,
0BUR,up,trend_annual_semi,6,-70584.58027106113,,0.46477708325815975,,1,,
0BUR,up,trend_quad_annual_semi,7,-72771.45809001155,,0.34418465729137404,,0,,
0BYG,east,trend,2,-31556.50791036838,,0.012697179365004495,,3,,
0BYG,east,trend_annual,4,-33539.406617689354,,0.005856919174403553,,2,,
0BYG,east,trend_annual_semi,6,-33644.229769938705,,0.005589883186295315,,1,,
0BYG,east,trend_quad_annual_semi,7,-33771.66191246842,,0.005304639179666745,,0,,
0BYG,north,trend,2,-32558.4983001635,,0.008614635593773103,,3,,
0BYG,north,trend_annual,4,-33451.33779943188,,0.006060057461092365,,2,,
0BYG,north,trend_annual_semi,6,-33602.40146655084,,0.005681140931948775,,1,,
0BYG,north,trend_quad_annual_semi,7,-33618.219422652335,,0.005629307949004347,,0,,
0BYG,up,trend,2,-24966.72886621515,,0.16281120382447806,,3,,
0BYG,up,trend_annual,4,-26285.195851756638,,0.09713169070309258,,2,,
0BYG,up,trend_annual_semi,6,-26315.987501710708,,0.0953985530024192,,0,,
0BYG,up,trend_quad_annual_semi,7,-26308.772891406912,,0.09537484124746973,,1,,
0BYS,east,trend,2,-13130.366958662968,,0.019766617732381652,,3,,
0BYS,east,trend_annual,4,-15425.624425405953,,0.0028570812900886385,,2,,
0BYS,east,trend_annual_semi,6,-15449.113129863938,,0.0027683750253643916,,1,,
0BYS,east,trend_quad_annual_semi,7,-15611.601809239915,,0.0024018492314313617,,0,,
0BYS,north,trend,2,-15115.631902155494,,0.0037482669407957435,,3,,
0BYS,north,trend_annual,4,-15223.361743434582,,0.0033844784136019533,,2,,
0BYS,north,trend_annual_semi,6,-15345.788866583753,,0.003018610869333711,,1,,
0BYS,north,trend_quad_annual_semi,7,-15510.725968562707,,0.002613589548654336,,0,,
0BYS,up,trend,2,-11461.976245110645,,0.07994242572473739,,3,,
0BYS,up,trend_annual,4,-12315.614431230366,,0.03864815598865421,,2,,
0BYS,up,trend_annual_semi,6,-12323.308041160433,,0.037946896604279835,,0,,
0BYS,up,trend_quad_annual_semi,7,-12322.398225126515,,0.03775114569890009,,1,,
0CHA,east,trend,2,-64600.969582704536,,0.08272435877155221,,3,,
0CHA,east,trend_annual,4,-69912.9466721128,,0.032963444104570694,,2,,
0CHA,east,trend_annual_semi,6,-69980.20511970708,,0.03248554102718807,,1,,
0CHA,east,trend_quad_annual_semi,7,-70574.15903340057,,0.029275526986601515,,0,,
0CHA,north,trend,2,-66395.1764256294,,0.06068768664519759,,3,,
0CHA,north,trend_annual,4,-66445.71928624873,,0.05998069172202131,,2,,
0CHA,north,trend_annual_semi,6,-66491.60693714386,,0.059329598973751056,,1,,
0CHA,north,trend_quad_annual_semi,7,-68974.8301537593,,0.03858559939783709,,0,,
0CHA,up,trend,2,-55882.88956522054,,0.372675279312369,,3,,
0CHA,up,trend_annual,4,-59378.20937304054,,0.2032104128577211,,2,,
0CHA,up,trend_annual_semi,6,-59442.23354445882,,0.20037613366504112,,1,,
0CHA,up,trend_quad_annual_semi,7,-59626.34585947095,,0.19381673058441248,,0,,
0DAJ,east,trend,2,-49491.199627461625,,0.021498741445059904,,3,,
0DAJ,east,trend_annual,4,-50655.07504353058,,0.016090515404972132,,2,,
0DAJ,east,trend_annual_semi,6,-50662.73931904179,,0.015994869750906554,,1,,
0DAJ,east,trend_quad_annual_semi,7,-50780.798381109686,,0.015506340755208545,,0,,
0DAJ,north,trend,2,-50163.62053712964,,0.018227703850295505,,3,,
0DAJ,north,trend_annual,4,-52911.60252189711,,0.009247423719994884,,2,,
0DAJ,north,trend_annual_semi,6,-52983.8103119858,,0.00904796839732435,,1,,
0DAJ,north,trend_quad_annual_semi,7,-52984.371744793294,,0.009028281945535795,,0,,
0DAJ,up,trend,2,-40001.6566958564,,0.2208068182377299,,3,,
0DAJ,up,trend_annual,4,-41553.27489934852,,0.15025725082736396,,2,,
0DAJ,up,trend_annual_semi,6,-41654.7413077727,,0.1459643318231691,,1,,
0DAJ,up,trend_quad_annual_semi,7,-41662.310124050506,,0.1453964437550492,,0,,
0DAL,east,trend,2,-68724.00780981472,,0.02904671008049038,,3,,
0DAL,east,trend_annual,4,-75126.79466577439,,0.00931479753849953,,2,,
0DAL,east,trend_annual_semi,6,-75602.90914911959,,0.008535218748547483,,1,,
0DAL,east,trend_quad_annual_semi,7,-75644.45028890227,,0.00845968350579069,,0,,
0DAL,north,trend,2,-72678.46494127822,,0.014416615231696342,,3,,
0DAL,north,trend_annual,4,-73929.70442711173,,0.01151518170349767,,2,,
0DAL,north,trend_annual_semi,6,-75178.8567397583,,0.009201081092135233,,1,,
0DAL,north,trend_quad_annual_semi,7,-75184.66811350378,,0.009177558563715812,,0,,
0DAL,up,trend,2,-55038.233652970506,,0.32809776623258013,,3,,
0DAL,up,trend_annual,4,-57877.21494089356,,0.19781483419141802,,2,,
0DAL,up,trend_annual_semi,6,-57994.351053301114,,0.19316029730695916,,0,,
0DAL,up,trend_quad_annual_semi,7,-57989.05555095637,,0.19304593979176443,,1,,
0DAN,east,trend,2,-93840.63485391517,,0.059393233076277516,,3,,
0DAN,east,trend_annual,4,-105733.293419307,,0.013278915110425001,,2,,
0DAN,east,trend_annual_semi,6,-105905.96197497981,,0.012964330303218388,,1,,
0DAN,east,trend_quad_annual_semi,7,-107013.81922175335,,0.011265406145894625,,0,,
0DAN,north,trend,2,-104239.06388786061,,0.016060555688089197,,3,,
0DAN,north,trend_annual,4,-104771.73110527496,,0.014985955606560356,,2,,
0DAN,north,trend_annual_semi,6,-105612.64386508016,,0.013451525004359114,,1,,
0DAN,north,trend_quad_annual_semi,7,-105646.20745188958,,0.0133797400851762,,0,,
0DAN,up,trend,2,-77114.7013446778,,0.48677728539425646,,3,,
0DAN,up,trend_annual,4,-80544.37528635518,,0.3155118780132231,,2,,
0DAN,up,trend_annual_semi,6,-80662.41009783262,,0.3101611342965158,,1,,
0DAN,up,trend_quad_annual_semi,7,-81476.42985663739,,0.2796623145311125,,0,,
0DAV,east,trend,2,-30124.55584029128,,0.01610878458688437,,3,,
0DAV,east,trend_annual,4,-33727.40694856655,,0.0038322268020295125,,2,,
0DAV,east,trend_annual_semi,6,-33753.34253826553,,0.0037694845189836317,,1,,
0DAV,east,trend_quad_annual_semi,7,-33773.81975567842,,0.0037273757646015693,,0,,
0DAV,north,trend,2,-32922.6059442677,,0.005307003730882855,,3,,
0DAV,north,trend_annual,4,-33027.56098621538,,0.0050589689434377225,,2,,
0DAV,north,trend_annual_semi,6,-33078.54008060163,,0.004926934615327975,,1,,
0DAV,north,trend_quad_annual_semi,7,-33129.52621850224,,0.004813268986479234,,0,,
0DAV,up,trend,2,-24494.69741008399,,0.15042062784604315,,3,,
0DAV,up,trend_annual,4,-25892.36311344799,,0.08584904160705903,,2,,
0DAV,up,trend_annual_semi,6,-25932.80008510221,,0.08395896118278663,,0,,
0DAV,up,trend_quad_annual_semi,7,-25925.56728988025,,0.08393899934933868,,1,,
0DEG,east,trend,2,-67749.15140937355,,0.03516331834472944,,3,,
0DEG,east,trend_annual,4,-73630.75018384893,,0.0123852741095896,,2,,
0DEG,east,trend_annual_semi,6,-73728.41065409515,,0.012135991792582245,,1,,
0DEG,east,trend_quad_annual_semi,7,-73809.91643723274,,0.011943999727277988,,0,,
0DEG,north,trend,2,-72302.8324854112,,0.015712709564948885,,3,,
0DEG,north,trend_annual,4,-74814.59434148634,,0.010045145183471665,,2,,
0DEG,north,trend_annual_semi,6,-74984.90551864625,,0.009717273877590214,,0,,
0DEG,north,trend_quad_annual_semi,7,-74981.03003419207,,0.009709087422474772,,1,,
0DEG,up,trend,2,-55585.73204554586,,0.30237819974938623,,3,,
0DEG,up,trend_annual,4,-58750.03531321958,,0.1722359480384083,,2,,
0DEG,up,trend_annual_semi,6,-58841.157876463476,,0.16896460176254552,,1,,
0DEG,up,trend_quad_annual_semi,7,-58845.20039530364,,0.16858595592688483,,0,,
0DIL,east,trend,2,-55677.398114856864,,0.053393557993123654,,3,,
0DIL,east,trend_annual,4,-58148.66286487801,,0.03205280653256052,,2,,
0DIL,east,trend_annual_semi,6,-58353.324136400566,,0.03062842016535326,,1,,
0DIL,east,trend_quad_annual_semi,7,-59887.561314041755,,0.022321179001819125,,0,,
0DIL,north,trend,2,-55828.235666061606,,0.05176713100552575,,3,,
0DIL,north,trend_annual,4,-58620.688131164985,,0.02909536574687431,,2,,
0DIL,north,trend_annual_semi,6,-58640.16003946411,,0.028878641528220218,,1,,
0DIL,north,trend_quad_annual_semi,7,-61250.6378595783,,0.016877609413954317,,0,,
0DIL,up,trend,2,-48286.850041529615,,0.24307962156834093,,3,,
0DIL,up,trend_annual,4,-51127.91832150015,,0.13526585231188948,,2,,
0DIL,up,trend_annual_semi,6,-51305.27982053758,,0.1299805102215977,,1,,
0DIL,up,trend_quad_annual_semi,7,-51346.444768327034,,0.1286635103812195,,0,,
0DOC,east,trend,2,-49997.795970293664,,0.021949535000327005,,3,,
0DOC,east,trend_annual,4,-54955.41523781088,,0.0065607617867542885,,2,,
0DOC,east,trend_annual_semi,6,-55125.91965167702,,0.006269337322179415,,1,,
0DOC,east,trend_quad_annual_semi,7,-55137.06627575633,,0.006239772889741297,,0,,
0DOC,north,trend,2,-54112.243975630976,,0.008083711216924638,,3,,
0DOC,north,trend_annual,4,-54173.23708052247,,0.007932766823082008,,2,,
0DOC,north,trend_annual_semi,6,-54241.69686056452,,0.007770542216835458,,1,,
0DOC,north,trend_quad_annual_semi,7,-54345.32866760977,,0.007562181922011804,,0,,
0DOC,up,trend,2,-40290.41835552522,,0.2317079152018844,,3,,
0DOC,up,trend_annual,4,-42181.92982857141,,0.1457976870878127,,2,,
0DOC,up,trend_annual_semi,6,-42241.95470324324,,0.1431088922493367,,0,,
0DOC,up,trend_quad_annual_semi,7,-42234.758534356035,,0.14306973473141735,,1,,
0DOR,east,trend,2,-83710.55813470375,,0.03519541681887072,,3,,
0DOR,east,trend_annual,4,-89426.9357031275,,0.015281298835895359,,2,,
0DOR,east,trend_annual_semi,6,-89718.66161186289,,0.014608645953206626,,1,,
0DOR,east,trend_quad_annual_semi,7,-90790.00244920622,,0.012484043200561876,,0,,
0DOR,north,trend,2,-83293.93179080807,,0.037394876380833136,,3,,
0DOR,north,trend_annual,4,-86074.1482823991,,0.02488959548303696,,2,,
0DOR,north,trend_annual_semi,6,-87036.23699338846,,0.021582826583717997,,1,,
0DOR,north,trend_quad_annual_semi,7,-87049.11631184262,,0.021514745035793273,,0,,
0DOR,up,trend,2,-66332.97495562816,,0.4411124635916407,,3,,
0DOR,up,trend_annual,4,-69774.9666221494,,0.26664809926162897,,2,,
0DOR,up,trend_annual_semi,6,-69922.4235689642,,0.26031807560099235,,1,,
0DOR,up,trend_quad_annual_semi,7,-69994.9365157853,,0.25725513288561636,,0,,
0DUN,east,trend,2,-7098.523402036327,,0.01703651494636571,,3,,
0DUN,east,trend_annual,4,-7529.257878545757,,0.008802266862378767,,2,,
0DUN,east,trend_annual_semi,6,-7535.689463312926,,0.00855112374754042,,1,,
0DUN,east,trend_quad_annual_semi,7,-7715.580922806618,,0.006479732302000577,,0,,
0DUN,north,trend,2,-7628.229551997329,,0.007745451588032869,,3,,
0DUN,north,trend_annual,4,-7781.287598496839,,0.006049436094581076,,2,,
0DUN,north,trend_annual_semi,6,-7893.067835588136,,0.005024116676852758,,1,,
0DUN,north,trend_quad_annual_semi,7,-7920.433620693621,,0.004777124869769099,,0,,
0DUN,up,trend,2,-6438.982496155204,,0.04545935635928908,,3,,
0DUN,up,trend_annual,4,-6757.389038192198,,0.027760763311521462,,2,,
0DUN,up,trend_annual_semi,6,-6848.443368647487,,0.02377775185902984,,1,,
0DUN,up,trend_quad_annual_semi,7,-6859.531170307204,,0.023163152421458395,,0,,
0EDA,east,trend,2,-39282.80520031967,,0.26272898441892,,3,,
0EDA,east,trend_annual,4,-44857.24989878245,,0.06658023977341723,,2,,
0EDA,east,trend_annual_semi,6,-45255.433771301214,,0.06013334059234632,,1,,
0EDA,east,trend_quad_annual_semi,7,-45596.5003661226,,0.05519019042561852,,0,,
0EDA,north,trend,2,-43121.24403200828,,0.10238214282827746,,3,,
0EDA,north,trend_annual,4,-48857.436128389854,,0.024935313644764576,,2,,
0EDA,north,trend_annual_semi,6,-49817.57541561837,,0.019618455662733084,,1,,
0EDA,north,trend_quad_annual_semi,7,-49889.2473184278,,0.019236953982346774,,0,,
0EDA,up,trend,2,-39154.718122957944,,0.27112253287604404,,3,,
0EDA,up,trend_annual,4,-41333.46086985882,,0.15815348015829092,,2,,
0EDA,up,trend_annual_semi,6,-41381.98024832169,,0.15564409113507366,,1,,
0EDA,up,trend_quad_annual_semi,7,-41388.669577614586,,0.1550718852194525,,0,,
0EDB,east,trend,2,-50143.21428285891,,0.019111660784580986,,3,,
0EDB,east,trend_annual,4,-55230.68713913673,,0.005481810550501915,,0,,
0EDB,east,trend_annual_semi,6,-55224.39764460467,,0.005467957054404813,,1,,
0EDB,east,trend_quad_annual_semi,7,-55222.97592960125,,0.005458741612770401,,2,,
0EDB,north,trend,2,-54247.81603231747,,0.007000572250787285,,3,,
0EDB,north,trend_annual,4,-54459.54652242273,,0.006620141696062804,,2,,
0EDB,north,trend_annual_semi,6,-54536.04096925865,,0.006471002032955324,,1,,
0EDB,north,trend_quad_annual_semi,7,-54619.990984613556,,0.006326553324189034,,0,,
0EDB,up,trend,2,-40664.28653254861,,0.19433550972591446,,3,,
0EDB,up,trend_annual,4,-42249.5052529992,,0.1313214692692372,,2,,
0EDB,up,trend_annual_semi,6,-42332.524717457534,,0.1281582652527576,,0,,
0EDB,up,trend_quad_annual_semi,7,-42324.90317722169,,0.12813650414477046,,1,,
0EDS,east,trend,2,-49905.92946842233,,0.01904202629366491,,3,,
0EDS,east,trend_annual,4,-52175.422660417345,,0.01085551529829892,,2,,
0EDS,east,trend_annual_semi,6,-52621.56912845963,,0.00968826240982042,,1,,
0EDS,east,trend_quad_annual_semi,7,-52703.13427319609,,0.009476562711067659,,0,,
0EDS,north,trend,2,-51819.021277866996,,0.011897998873785723,,3,,
0EDS,north,trend_annual,4,-53122.08866845737,,0.008601725721930778,,2,,
0EDS,north,trend_annual_semi,6,-53337.60648073998,,0.008124612572558315,,0,,
0EDS,north,trend_quad_annual_semi,7,-53329.873040367296,,0.00812345933812796,,1,,
0EDS,up,trend,2,-39650.33007242491,,0.23691243005813528,,3,,
0EDS,up,trend_annual,4,-41623.23943826097,,0.14527404893271745,,2,,
0EDS,up,trend_annual_semi,6,-41665.919514229216,,0.14317165557262332,,0,,
0EDS,up,trend_quad_annual_semi,7,-41660.61967055357,,0.14306572160511835,,1,,
0ED_,east,trend,2,-55749.34928886211,,0.026979252676163072,,3,,
0ED_,east,trend_annual,4,-60648.66850139448,,0.009323757988822722,,2,,
0ED_,east,trend_annual_semi,6,-60685.43131057991,,0.00921628915233666,,1,,
0ED_,east,trend_quad_annual_semi,7,-61105.38963850723,,0.008401295524635862,,0,,
0ED_,north,trend,2,-60766.84556638011,,0.009121853506862973,,3,,
0ED_,north,trend_annual,4,-60830.8230311361,,0.008963833897481819,,2,,
0ED_,north,trend_annual_semi,6,-61120.41509609641,,0.008389346131757475,,1,,
0ED_,north,trend_quad_annual_semi,7,-61377.47179375568,,0.007921517391887034,,0,,
0ED_,up,trend,2,-46333.39211330546,,0.2064525868966885,,3,,
0ED_,up,trend_annual,4,-48407.10787924693,,0.13139993424676266,,2,,
0ED_,up,trend_annual_semi,6,-48510.18085746261,,0.12803724298705021,,1,,
0ED_,up,trend_quad_annual_semi,7,-48527.40937097751,,0.12732892579030528,,0,,
0EKB,east,trend,2,-37148.86607102523,,0.01975313861008192,,3,,
0EKB,east,trend_annual,4,-41337.70968450921,,0.005101348885519262,,2,,
0EKB,east,trend_annual_semi,6,-41361.12853701982,,0.005036882493038724,,1,,
0EKB,east,trend_quad_annual_semi,7,-41369.8151265206,,0.005009828763191694,,0,,
0EKB,north,trend,2,-41039.605189521295,,0.00564437655591708,,3,,
0EKB,north,trend_annual,4,-41542.635281582836,,0.004775638388230216,,2,,
0EKB,north,trend_annual_semi,6,-41726.71724468204,,0.004477582636802046,,1,,
0EKB,north,trend_quad_annual_semi,7,-41947.315899656736,,0.00415981677741411,,0,,
0EKB,up,trend,2,-30708.531845964786,,0.15709116605323034,,3,,
0EKB,up,trend_annual,4,-32390.492749052093,,0.09093351208259347,,2,,
0EKB,up,trend_annual_semi,6,-32480.230311270665,,0.08788763666689747,,0,,
0EKB,up,trend_quad_annual_semi,7,-32474.795885030573,,0.08781390920365655,,1,,
0EKE,east,trend,2,-95573.38940570875,,0.04807677803354585,,3,,
0EKE,east,trend_annual,4,-106250.2555273048,,0.012533227044706845,,2,,
0EKE,east,trend_annual_semi,6,-106539.18956202049,,0.01205891391165498,,1,,
0EKE,east,trend_quad_annual_semi,7,-107096.60282280558,,0.011230174180476414,,0,,
0EKE,north,trend,2,-98559.93390603246,,0.03302845358771486,,3,,
0EKE,north,trend_annual,4,-99075.19995713026,,0.03088710326975773,,2,,
0EKE,north,trend_annual_semi,6,-99385.64390779541,,0.02963794975902717,,1,,
0EKE,north,trend_quad_annual_semi,7,-103060.53184039485,,0.018652255318780717,,0,,
0EKE,up,trend,2,-76982.04811548493,,0.4976330308985919,,3,,
0EKE,up,trend_annual,4,-79641.0659170773,,0.35543678224014497,,2,,
0EKE,up,trend_annual_semi,6,-79742.46641036977,,0.35014331872862153,,1,,
0EKE,up,trend_quad_annual_semi,7,-80183.92517754044,,0.3308678347668725,,0,,
0EMA,east,trend,2,-14352.281749789738,,0.007582026623832924,,3,,
0EMA,east,trend_annual,4,-16117.602310669716,,0.0017209272878831426,,1,,
0EMA,east,trend_annual_semi,6,-16117.497398096208,,0.0017008598185739292,,2,,
0EMA,east,trend_quad_annual_semi,7,-16131.535020728863,,0.0016711758535882157,,0,,
0EMA,north,trend,2,-15714.534160311905,,0.0024365185251143534,,3,,
0EMA,north,trend_annual,4,-15860.73143173336,,0.002131705433150646,,2,,
0EMA,north,trend_annual_semi,6,-15932.535603603483,,0.0019843050013697173,,1,,
0EMA,north,trend_quad_annual_semi,7,-15961.281544190018,,0.0019259230893230459,,0,,
0EMA,up,trend,2,-11484.968425956076,,0.08269906519526646,,3,,
0EMA,up,trend_annual,4,-12318.33937919043,,0.04080953313202233,,2,,
0EMA,up,trend_annual_semi,6,-12346.438255962463,,0.03939674441952896,,0,,
0EMA,up,trend_quad_annual_semi,7,-12339.359843765365,,0.03939636146406617,,1,,
0ENS,east,trend,2,-47566.35388704471,,0.03188699489839657,,3,,
0ENS,east,trend_annual,4,-54172.56221973887,,0.0062122924575421,,2,,
0ENS,east,trend_annual_semi,6,-54301.73182142802,,0.005992600901886769,,0,,
0ENS,east,trend_quad_annual_semi,7,-54298.291882927886,,0.00598540302656152,,1,,
0ENS,north,trend,2,-53043.29928661653,,0.008244382457301554,,3,,
0ENS,north,trend_annual,4,-53731.129924240515,,0.006927870863516197,,2,,
0ENS,north,trend_annual_semi,6,-53940.01365188497,,0.0065525920983335005,,1,,
0ENS,north,trend_quad_annual_semi,7,-53943.20878574945,,0.0065340055883393346,,0,,
0ENS,up,trend,2,-39674.35162542054,,0.22392743357147693,,3,,
0ENS,up,trend_annual,4,-41413.62008701416,,0.14513496804636522,,2,,
0ENS,up,trend_annual_semi,6,-41498.667363793305,,0.14153637582759118,,1,,
0ENS,up,trend_quad_annual_semi,7,-41508.40436899868,,0.1409070619728169,,0,,
0ENV,east,trend,2,-45945.66686733054,,0.05940076472309007,,3,,
0ENV,east,trend_annual,4,-54267.508823237455,,0.00786068893463478,,2,,
0ENV,east,trend_annual_semi,6,-54505.77393632192,,0.007389403356302691,,1,,
0ENV,east,trend_quad_annual_semi,7,-54830.0338870915,,0.006816740265323893,,0,,
0ENV,north,trend,2,-53642.158544279635,,0.009185129882976798,,3,,
0ENV,north,trend_annual,4,-53721.556065377095,,0.008973633252415581,,2,,
0ENV,north,trend_annual_semi,6,-53796.465025836354,,0.00877655605872598,,1,,
0ENV,north,trend_quad_annual_semi,7,-53801.363801697276,,0.008748453346268562,,0,,
0ENV,up,trend,2,-40615.79253396437,,0.2163775113772602,,3,,
0ENV,up,trend_annual,4,-42692.04965535987,,0.13024371172891325,,2,,
0ENV,up,trend_annual_semi,6,-42739.89750031034,,0.12822214879015711,,0,,
0ENV,up,trend_quad_annual_semi,7,-42733.27353790877,,0.1281692793632329,,1,,
0ERS,east,trend,2,-26284.36291979611,,0.009189772708335105,,3,,
0ERS,east,trend_annual,4,-27974.33564317753,,0.00412516096832936,,2,,
0ERS,east,trend_annual_semi,6,-28093.050640535097,,0.0038734479536393605,,1,,
0ERS,east,trend_quad_annual_semi,7,-28093.509718766578,,0.003858698265420876,,0,,
0ERS,north,trend,2,-27444.658070247788,,0.005328638847903262,,3,,
0ERS,north,trend_annual,4,-27845.904457615557,,0.004381668966252619,,2,,
0ERS,north,trend_annual_semi,6,-28019.068046277953,,0.004010416019010243,,1,,
0ERS,north,trend_quad_annual_semi,7,-28030.275479078486,,0.003975025926382842,,0,,
0ERS,up,trend,2,-20667.58172307638,,0.12854978795803018,,3,,
0ERS,up,trend_annual,4,-21807.777492470184,,0.07470616390665913,,2,,
0ERS,up,trend_annual_semi,6,-21890.813134240616,,0.07133316426026871,,0,,
0ERS,up,trend_quad_annual_semi,7,-21884.19831738435,,0.0712980393739062,,1,,
0ESK,east,trend,2,-71653.4780205351,,0.026955597781098132,,3,,
0ESK,east,trend_annual,4,-78346.8959632566,,0.008532703909624512,,2,,
0ESK,east,trend_annual_semi,6,-78639.92186898435,,0.008090627522434089,,0,,
0ESK,east,trend_quad_annual_semi,7,-78631.2833012157,,0.008090581909976441,,1,,
0ESK,north,trend,2,-74827.13563052368,,0.01564572264252994,,3,,
0ESK,north,trend_annual,4,-75206.39275598052,,0.014617460761324922,,2,,
0ESK,north,trend_annual_semi,6,-75403.84604225506,,0.014089062093818425,,1,,
0ESK,north,trend_quad_annual_semi,7,-77099.46647433875,,0.010519890733112519,,0,,
