group,n_blocks,n,n_flags,digest,bytes_header,bytes_payload,samples,p_c,p_v
0ALF/east,21,7541,0,ce2d2ae3bc5e6e44759f49ef8488223978a4c026023bffde5a04da0b23971fb7,147439,30576,7541,-0.838117384548743,0.016668382473622022
0ALF/north,21,7541,0,c2266b1b9ff6d24810ead6ab1d38452a1cbcdb23338a1137395f522457d81e56,147413,30576,7541,0.6782674960686209,0.014846870357422546
0ALF/up,21,7541,0,9f964416fa2e9cc306d39a466e3c652422b2ec269b80b17e2d3f1b820a1381d1,147401,30576,7541,0.6052127602223856,0.00830196671538247
0ALI/east,16,5632,0,7d2344d21b4a92a98f6c3b6c8606f71186a42bd908f0c34c9e517aa1eb33b4e4,109972,23296,5632,0.9423162525595071,0.017439377586338508
0ALI/north,16,5632,0,edeff2fe46a0ab244f09de68cbb4f39d90f80e47147dfdc5a261e8773bd7a45c,110016,23296,5632,0.48009747549017845,0.014535752811314187
0ALI/up,16,5632,0,76d3575accdfa176ccf66a0fd3c82b7400ae9a0363c6e0975abb67cace3c2c8d,109937,23296,5632,0.6891020439488392,0.003541115689542677
0ALM/east,25,8827,0,145a0b27e36470b5b10479dd095ddc0227efdb8a55a3f346252816796469525b,172557,36400,8827,-0.18845473171275873,0.018430767433293697
0ALM/north,25,8827,0,e74e1cc2015dcdaae0d4508a6736af2b99c0931d5e5f8b4b1d604b073af26686,172639,36400,8827,0.680029715340119,0.01376560561057596
0ALM/up,25,8827,0,e28eb6e7d7ca492ce137244ce1735c1b484f0cdee95d4970457b77235fac60e2,172595,36400,8827,0.5941668822448893,0.006407778569812503
0ALN/east,4,1197,0,8124e6e1b2eb1f50ea93003eb0cf0bd78b84e0b17488ba6d56404c6d67dff05f,24098,5824,1197,0.9290951053106246,0.016676458108706774
0ALN/north,4,1197,0,41b58d7c3464004732f2c04798a0a6d248552e26cc1edb4f3ff7d81247d9d065,24093,5824,1197,0.47312661735800726,0.013297694947680516
0ALN/up,4,1197,0,d7244b4271440779230e704f2bec4f197fc7c52bfaee0e820a3de02b084282e5,24080,5824,1197,0.647779426688688,0.009646085314037713
0ALS/east,8,2833,0,86f4a5fb767bd1edf57a4e92281b5a6902baf92fc19d412f2bedfbc54706dc96,55208,11648,2833,0.20473139886252747,0.01871395458194579
0ALS/north,8,2833,0,0473bf7fdeb2c210f123f545983dd94b3277f3f4529461cb556f08efa7ec3acc,55199,11648,2833,0.0674307483573123,0.0142927519557963
0ALS/up,8,2833,0,02e03959d48eac66a8d43838dc7e3fab9dc6edea7c1c58844d29c135053d7c3f,55216,11648,2833,0.19054121415156647,0.0026581079958487193
0ALV/east,19,6707,0,46dc92884508dae7e1e561a9e1913bd9b61ea40137ca65e3c8f9787e6c8238ed,131151,27664,6707,0.24674756074252263,0.016170379226410715
0ALV/north,19,6707,0,940da4a7e0debc8d3888c5cfa93ec894bd452df16fd18360e4afb14776823e7d,131199,27664,6707,0.2301950029258399,0.015154121501767185
0ALV/up,19,6707,0,11e6efeb16fadda5eaee6011a2676523cac8d1ffdc004e1201d649a198a5aabd,131120,27664,6707,0.9247301255341938,0.007348461622718077
0AMB/east,12,4090,0,ccec2a178997bf4e9caa1d250705fc5568dad8d897deb7c75564971190cd8b40,79604,17472,4090,-0.09907054725259754,0.016802317933259266
0AMB/north,12,4090,0,1a67105d250ab8ef3e1aeb778d7d048d66df55ea311ed1e7d99a5cd8346b8bf8,79623,17472,4090,0.6978294937287975,0.014926611135684536
0AMB/up,12,4090,0,90497a04f2812cd958353151598aba5f1a07dd7d7dc67c1b5d84c2b762439284,79519,17472,4090,0.04402835124716099,0.0073319025475843454
0AME/east,18,6179,0,9dd399998aff6ac5ece138f905bfc17423fddb75d212466b7b50ed0723fd3ffe,121053,26208,6179,0.6570315676130704,0.018066452834878715
0AME/north,18,6179,0,cbc8d4931f8afb3300682bad01a54711721cf76b8e11a27e476cb2c2bffe6342,121027,26208,6179,0.08344174525251022,0.014387879755276872
0AME/up,18,6179,0,d902639583f20869bfac3e0eeb947dcc7a7d3316b27f838227ef84aa13ed454a,121011,26208,6179,0.3634288643513023,0.005247952739129424
0AMM/east,19,6683,0,35527d2585be3cade6ec7571e466acdafc5fdab9cf407c1c5e068192dd4cff8d,130729,27664,6683,0.9545054813332924,0.015191532466591936
0AMM/north,19,6683,0,ba67f63f57a3fbb73e2680eb4366c910af2e0cb83cca000fb470c52ec3afd83a,130757,27664,6683,0.6970848483441683,0.015039189591486153
0AMM/up,19,6683,0,9eb9fc907dd9d2b77b72e42496c073a0581bd349f30239875bba148a3c5bd5c6,130678,27664,6683,0.20919660928234732,0.007519791269308076
0AMS/east,11,3714,0,4e11be2627916b7f18d1c242e17e85abb11be6e6040eb2e6c0609e2f792f776f,72107,16016,3714,0.04208590559166553,0.016943477900306404
0AMS/north,11,3714,0,3e8e2540de3e02da5d46beee276ca8ec325cc320b7e9ce4217f4b6be873f6375,72158,16016,3714,0.9354604076286359,0.014225556610462224
0AMS/up,11,3714,0,d9c194368ef6f8e59ac44e17c85dfe0ea069fda1ae01e08ffea50ca6a1f8e8b2,72129,16016,3714,0.8084306956110298,0.010211055718957533
0ANA/east,19,6849,0,8548d378d7e816564604df517475952cec7a0061f99f04ec180da8a7e3bb7766,133807,27664,6849,-0.3556576773198233,0.015974464027952325
0ANA/north,19,6849,0,389cdb531a40d6fa98c01bf45f0ab6aa688fe098c25a451b5b09485c0413cde6,133881,27664,6849,0.502523928828107,0.015475369053543624
0ANA/up,19,6849,0,e2c6dc4268de2a718551cd8226393c5c4a55f45d475e730ab5e07325f4a54844,133796,27664,6849,0.6374227182234885,0.008099567008966796
0ANG/east,19,6616,0,b8120f8aeadd6835694a70f25b2ab71b160a98bdb672c833ff422c2e582923d0,129384,27664,6616,-0.9001268342918696,0.016417712153085767
0ANG/north,19,6616,0,c43dbeebd6e4874d2741dbe786260f61380e7b07223e462bbd9b7567aa09408b,129398,27664,6616,0.8871414035664866,0.014663375208289123
0ANG/up,19,6616,0,f06be4622a11b79319ce31d7c2de305c50c7ded757e61e3f9ec803c90bd1e860,129337,27664,6616,0.7876236163417205,0.009096580659845054
0ANS/east,12,4098,0,88f149d18114a438777b9b03d4b9118d57a9b1ba23dcb6829ed16255a48bebcf,79742,17472,4098,0.9264415600196809,0.017934502571308842
0ANS/north,12,4098,0,53852a9149199a7704e486193efc91e6fd769400577a7f1f6b4049a45e3984b4,79762,17472,4098,0.4175715780256028,0.014113007765144774
0ANS/up,12,4098,0,ba9e078eb2cd18b726a8640c49f7d106bfacde9fd480724177e3d6e123849228,79695,17472,4098,0.37736275489730503,0.010406999842720218
0ARA/east,10,3451,0,f8c2eabeb01d9d27bf7af5aafffc1d4d13b6e781461c364d153f974186dc6e5c,66978,14560,3451,0.005795481437612122,0.016772962670550354
0ARA/north,10,3451,0,5306681d4ce28835fe53e12b5413ecb75e178b2305b21023b4c0c12ba30aa99f,67010,14560,3451,0.4720207318456834,0.014887170103585548
0ARA/up,10,3451,0,e5cf5654b1b9dcba66703ac31047692806a1dd5d3ca02cac716f729ec8174b3f,66974,14560,3451,0.9421732356271213,0.006271449967917109
0ARB/east,16,5494,0,6d317a0a6b402f80c27241564041ca6a7742736c9e721fc2cdc7e394fbd0dc5d,107505,23296,5494,0.9469122432697148,0.01765820188066473
0ARB/north,16,5494,0,dd1142910e77beee40e9c48323aba5c3aa634174b5bd51542ce1404496be5ab8,107563,23296,5494,0.2566086309991432,0.014180108920066358
0ARB/up,16,5494,0,93e8758af489c8b29c48186dbb9cf56b738c0abc8140bf6dc0872d22cafb8107,107448,23296,5494,0.1546407490530701,0.00666851334219141
0ARD/east,15,5199,0,06acb92b82bb012469386ca25780110f70eb53e9ed9bec635f98e685edb87d07,101541,21840,5199,0.2476759457095714,0.017451269005291068
0ARD/north,15,5199,0,a0d54d30063cfd191ca0192ee2132fc6081fb9834982dc31bcde3fc4ebfc51d8,101581,21840,5199,0.08582631814695955,0.014705636977939258
0ARD/up,15,5199,0,88e601095453c12327f782fb0e346d494894ed6bb59920d9dfd3e0aab977979f,101567,21840,5199,0.6075804666805592,0.004446520595067886
0ARH/east,5,1565,0,84abac27c1f9bd36a6d17ca3775fea6283c98874dd6915932941678a610f8a07,31216,7280,1565,0.15168251495338744,0.019119754008887258
0ARH/north,5,1565,0,25ddc6c44d1e7e496a7900f28dfb7a08432b9b907be220778a57645348284b07,31200,7280,1565,0.2712903059308662,0.013593104620295813
0ARH/up,5,1565,0,52397f2652b946f5b67b3022904298907e079d559d0d9a7ef476e4dd0f76e575,31213,7280,1565,0.8410576534832437,0.0059288821453108535
0ARJ/east,33,11336,1,ee6fb97fec94258023ae1cfa5012fc88d714032031b1bb05aab214cb0b697774,221823,48048,11336,0.7538509240408133,0.015796298478235632
0ARJ/north,33,11336,1,fc5c0af262fea6ee8bae9232f590eeb71f86e82c0a15f4ea7169e2976f400932,221817,48048,11336,0.17954700295534945,0.015008333882147366
0ARJ/up,33,11336,1,f2b9815916a1f68689cc8a04070ad803aeccc68716d5f6cb4c04ef3813f470b7,221699,48048,11336,0.1485899596756737,0.007336927493034938
0ART/east,20,6911,0,68b3d2fafb6faaffe811b09237f700f2231e3549bb16a8c417492bdde72de1c6,135497,29120,6911,0.7226696757687331,0.015580469854590264
0ART/north,20,6911,0,f0e63a46fec37c3bf85e831c0cd027e17597d4cdbe0dd135fd696be7fba5e0b1,135440,29120,6911,0.008723437103922736,0.014938475217615257
0ART/up,20,6911,0,6b9a13406f08e236955084e836428e964d79ba79567661741d5f5bb0668f0f4e,135404,29120,6911,0.6280250094835924,0.008339602296491945
0ARV/east,20,6931,0,cc0f2f9d2177c39833a11056a3da3a8cdf72f2776bbb69570f48397e480bb409,135787,29120,6931,-0.1366657974913304,0.01629654753507672
0ARV/north,20,6931,0,259e21aea10da2e60cb3192c828c2fbf6c0efa59e66a47e8cdae5d928f9a7346,135856,29120,6931,0.4370097753486294,0.014590749449045226
0ARV/up,20,6931,0,7c0c29e89a5286351e87809b9ce5c44b47070fdc1642e4b20c2bcc7896b3004e,135767,29120,6931,0.7820855067727687,0.0093121917953116
0ASD/east,14,4828,0,709b7bfc30b6388360b402633ecc0c066ca63cd34db4af1b4eb346deb34ac380,94257,20384,4828,-0.7167845537259373,0.018694843247978477
0ASD/north,14,4828,0,eafb46b2fe069798143c74ab3cb3f5cf66e10bb81119a037c4225901b1b4325f,94259,20384,4828,0.614440293745224,0.014374915582123641
0ASD/up,14,4828,0,c57dcaa7d0ca0389455585b35e19601e8e9a524152685d160c1757d0dd69ccdd,94234,20384,4828,0.6867016049583812,0.0024345570493426133
0ASE/east,19,6883,0,b9b1a2a7587053fbf045d6f6fdab5771e4a21dfcb1ac1a347613cfaf941d77ab,134515,27664,6883,-0.1425481947258126,0.016127944227158297
0ASE/north,19,6883,0,4423d47af57a22738ac671d569fb3fd3105f1a403db0234453bc4585c5a6d699,134522,27664,6883,0.17407705393423117,0.014664609430607238
0ASE/up,19,6883,0,2f75a0ca555dcb10bdc0330ddbf3478ad7234049d64679b7b51fe61888566022,134483,27664,6883,0.6974047933417433,0.009778510207095905
0AST/east,9,3042,0,dff5b3c967abbb58ffaaa6598961fbdaef1109b99f6dc827439d70403b76ef09,59264,13104,3042,-0.35381365440294765,0.018246269429645374
0AST/north,9,3042,0,7cf406e58af1a96be7c30db91bdbbb10eebb6152b8ff65732d5c010003f45f34,59272,13104,3042,0.5448104089387301,0.014967014151408227
0AST/up,9,3042,0,48deff23c0369a2533558d45e3d427eeba0e91e69c266accf6d17b05fb4c3474,59271,13104,3042,0.8139561538123145,0.0008005367649981218
0ATR/east,24,8639,0,a766e1ba1013e42c229c54e66c14e3e57e7a6dfc9f75102d0bfc69904ad14721,168988,34944,8639,0.05310580531860633,0.017562723788005538
0ATR/north,24,8639,0,595ef907705e447f73210be7e95f819f450580b4d23b5bac84d5e1b230ca86bd,169077,34944,8639,0.7047701613620373,0.014760471239929065
0ATR/up,24,8639,0,88bd8ff4164c309a792828617453849cfdabff489b29652eea8b8db4d866d637,168975,34944,8639,0.3741200395245812,0.0019532618614979563
0ATT/east,8,2637,0,a934638c659b6ab7e5bc756756de09740d824bbc9a659d8a09e3e4bf66d249c9,51665,11648,2637,0.4598690922730641,0.017917174012587442
0ATT/north,8,2637,0,ff4c0d1fac7b6db895fa8bd49ea29aad42168dfb6aa23d4c408d039a166144cd,51674,11648,2637,0.82983403418109,0.014602014522710644
0ATT/up,8,2637,0,ab5876207f195581d091421d02bc4aa6253d05482ae569b9a87715e7bc8613eb,51649,11648,2637,0.3918283388716665,0.0031036956883378087
0ATV/east,12,4106,0,25b18e40e43f31c49328f4871f07c861d3a39067da24f3e315a2b865cc170ade,79871,17472,4106,0.46205363744367817,0.01817265157651457
0ATV/north,12,4106,0,bc9cfbc28cf1e22d1e9867535ce7f2c9547739ef403980dd8d136e5be041ac63,79882,17472,4106,0.3878490779755239,0.014064177486960155
0ATV/up,12,4106,0,5a4db2af490bbd98ccc7c8fd98a87e1094fa67fd7712d22d34dc3d9d77e43961,79850,17472,4106,0.3270669782133866,0.004405694660796436
0AVI/east,4,1206,0,039e7939582efa1a4fac0240892917a38bf62e18c178b6d4b4ab5cae7fd885d2,24310,5824,1206,0.26956768983544704,0.017366407120932265
0AVI/north,4,1206,0,3452bf43f96216cd467f991f3125cba423c75934e0b5c78e08acc52ddee87057,24279,5824,1206,0.4505827127640281,0.013736162849862715
0AVI/up,4,1206,0,6253493a85f1447fb456fbddf3db2b18650d6314f8f3c066adc5eca1a48c7b01,24290,5824,1206,0.882678502078112,0.009817826269669545
0AZ1/east,8,2767,0,c2d943e130cce3f2f104c9a5f50b0467dc817f5e6d7ea34632262a8f965876e0,54082,11648,2767,-0.8673551312458743,0.017541437678845695
0AZ1/north,8,2767,0,25abd5fe3957be4112f77eac387d432fa895e2145ce43de750e216ab8608cc92,54081,11648,2767,0.7993382234745776,0.014643431161653338
0AZ1/up,8,2767,0,84a05867adfb7c31956d58864064455435fef01e627350c0c95983d733ad2ab1,54041,11648,2767,0.3558650560441442,0.0034748744174697287
0BAS/east,21,7291,0,d81b885a2e2eff51afa4b05ee3836fab75cfddf93efa2e2f3b4d44eaef998955,142870,30576,7291,0.3680116324184103,0.01699033320375734
0BAS/north,21,7291,0,0e72e6ecad0c4592fd644d94229b9d09e42647e2bff84b7f0c2b73179e8a3506,142917,30576,7291,0.4906793035646996,0.014200177806417904
0BAS/up,21,7291,0,64a8e1058dfe0a19bf7653298e45cd9b51c5cb56afe53398d95a8cf51a896083,142852,30576,7291,0.9502071757259889,0.00998638660187763
0BEB/east,7,2512,0,9209f9936962fc9d68d67ec4942eb70cfaad7fd26e4fedc4b0ac1fd2920a7613,49024,10192,2512,-0.9116829797565366,0.01804293817478424
0BEB/north,7,2512,0,8beae80a7f9c71f3ea892ddbb20d371163cbade78eaec369ab876ffb0e4b8baa,49009,10192,2512,0.4562394800531074,0.014284302525036397
0BEB/up,7,2512,0,6f41ddb44b9cc6a77cf78aa46e97f0882314ed5cfdeb12e77d95b017fc1d223b,49016,10192,2512,0.6425495644801975,0.009573670442549512
0BEF/east,13,4503,0,85d23ab8934bda06c79b69b1c3763b5e98ea82c9d97990e2f0139c56e63ef60d,87647,18928,4503,0.05321620028096667,0.016881126500960537
0BEF/north,13,4503,0,4521f3cd9e5da773626612cffe95d0889c962993e4c743e88bb570d89dcb093a,87662,18928,4503,0.23399897024076083,0.014671159154116317
0BEF/up,13,4503,0,ee06613113d495429013ccdb594397da0be5d4ca02174511f6013645340a0e33,87638,18928,4503,0.9579787708595913,0.005346546171465681
0BEN/east,4,1259,0,fe9e43b7bdefed2b6a481569207737b838ce214f6eebe75ad76cb1b7bf1f50ae,25246,5824,1259,-0.0766774349781797,0.01699390397488609
0BEN/north,4,1259,0,4e61bfda3129e6d38dcc83a940270a97707d011642ddc6fb984f04e508ebb289,25247,5824,1259,0.22527708280490888,0.013217657886786088
0BEN/up,4,1259,0,d4ea142a59e5fd9ef02d9d9b48f90639303766f9b6c35c0a4c0e2fabbb17cbcb,25241,5824,1259,0.7846172512989581,0.010314070279850748
0BER/east,8,2810,0,a31fbb3f5ec4f09d2fd9e9c50207e23331084ab71ec542f42ffb85e17b03b067,54805,11648,2810,0.6841720768167304,0.01739357257760355
0BER/north,8,2810,0,860383e1ce05fcbf359bf9d6bfa130d408683cdf3eef7923936e78ca1dfbf9ff,54783,11648,2810,0.04605043874775004,0.013965484993199023
0BER/up,8,2810,0,de35c1e64623a74e6a562230a52756e79bd1e87b40ae82b7bca92fc03ae232bd,54780,11648,2810,0.7465035603928875,0.009610905746973195
0BIE/east,25,8831,0,ca0023919beccfacc3883babb0ca95fe5ed05f6caf4bb6ab0777201f9193f7f6,172712,36400,8831,0.5893214231891923,0.018034643316923112
0BIE/north,25,8831,0,d97932d3f16e94cb1f7bcec667311bab21096b30aed9e8ba50d51c3996dac4e6,172765,36400,8831,0.47261885174200996,0.013896826829982622
0BIE/up,25,8831,0,02b18cee608f0ac3789b5a9432a4de32b7cf8d01b684a514f5959cd8623f0cd6,172689,36400,8831,0.6275584029247407,0.006169507267823049
0BIP/east,12,4153,0,e353a77893cd263c17d83deda650b16e3e609cd638bb4555a10695ca57907b23,80720,17472,4153,0.09665567464125766,0.01664976442350157
0BIP/north,12,4153,0,08fa4bb5dba1d3bf01865fbc46235c8ef8c9443fdcb3788c079fe89e3eb21bcf,80722,17472,4153,0.045539482229828794,0.014525768689314093
0BIP/up,12,4153,0,e7df59c5807ae0de42c76a5dafa9dee3a86d9f2586bcea3a349a5e505f12ab31,80737,17472,4153,0.8457414479544166,0.009861838407999262
0BIS/east,16,5656,0,d794fbeae77a8a4b5ebce4ede5963b32c0a3de2335ccb71eb5dd5e9e872641ab,110471,23296,5656,-0.565475226281341,0.017471566736964508
0BIS/north,16,5656,0,f8c91cc84a45f56cc5cefa741cc97dc1fbc4a14b1c8e3afbf20a94fc641a8319,110479,23296,5656,0.32862607182371995,0.01489971100864643
0BIS/up,16,5656,0,86d3544b513ba1acce4aa09a4981cc731d8f7e9cd196aeab159a7aaccb13b74a,110432,23296,5656,0.43688093236223496,0.0027898525834102903
0BJA/east,10,3449,0,920633639d0e1592d5e9e9eaaacf22b180adc5c2c908a1251f91f2dacabe1ad8,66860,14560,3449,0.4458091190496329,0.018892427039409482
0BJA/north,10,3449,0,27f4817acb73ba3b5795313fa16612e060593dbd6622f875f3b01016f0776532,66856,14560,3449,0.3188908084437738,0.014895987076963204
0BJA/up,10,3449,0,feeaf5a3cab36bd5404ea62ae1791595634b5c52d10f01850f0986154165f11e,66807,14560,3449,0.25225975263400613,0.0019750759735091008
0BJO/east,25,8832,0,94e2e34d25bb4e76f7537c4358d566b295741f992d8be8ca9fe570ba4c209f88,172752,36400,8832,-0.5628995416533084,0.017342280847300016
0BJO/north,25,8832,0,aaf8a87724dfc896a87c929b5a44d040e931bf4ddffea3c84eb2c6ca844fff4a,172818,36400,8832,0.8834495618191176,0.014117968831248903
0BJO/up,25,8832,0,917bb2da0dde6d57e0dd4cefcb7171c46ca7e673dfc8c74410bbdfe1022c8e26,172669,36400,8832,0.41085732162400906,0.005970354553558488
0BJU/east,21,7269,0,b07f99e29ba664f31e0e9b3ffd5b8271af183a7c79d6b314b492edd0397e8502,142465,30576,7269,-0.07057651426235265,0.017486087076634866
0BJU/north,21,7269,0,868182f0138b137ac448ae098835012fa73033d30b3267d0aec2b9ad300e1448,142541,30576,7269,0.5551953964760008,0.01388373969254466
0BJU/up,8,2882,0,a0b6907606da880402408325dfb220ef667221ca6e49b45ad2ac6acf2544be36,56077,11648,2882,0.35596654877917194,0.01014342370562855
