station,component,config,n_updates,station_years,seconds,us_per_update,n_flags,n_steps,n_detected,n_reachable,n_detected_reachable,recall_reachable,median_delay_days,n_false_alarms,false_alarms_per_year,event_window_share,chance_false_alarms_per_year,v,c
AC38,up,detection,7253,21.2622,1.1906,164.16,1,18,0,18,0,0.0,,1,0.047,0.2138,0.037,0.007419656154743838,0.7730482214528333
AC38,up,tracking,7253,21.2622,2.8303,390.22,0,18,0,10,0,0.0,,0,0.0,0.2138,0.0,0.006051000951072289,0.8006716551888085
AC39,east,detection,7236,20.1917,0.8314,114.9,4,16,1,16,1,0.0625,37.99,3,0.1486,0.2271,0.1531,0.0063363011608993935,0.18800595354459507
AC39,east,tracking,7236,20.1917,3.0137,416.48,1,16,0,0,0,,,1,0.0495,0.2271,0.0383,-0.009678691398978123,0.511579837489657
AC39,north,detection,7236,20.1917,0.8675,119.89,1,16,0,16,0,0.0,,1,0.0495,0.2271,0.0383,-0.03107109172790392,0.2905257483929893
AC39,north,tracking,7236,20.1917,3.0212,417.53,1,16,0,0,0,,,1,0.0495,0.2271,0.0383,-0.021479226569132214,0.09313727725276015
AC39,up,detection,7236,20.1917,0.8386,115.9,4,16,0,16,0,0.0,,4,0.1981,0.2271,0.1531,-0.002368054458025265,0.3497734033722094
AC39,up,tracking,7236,20.1917,2.8692,396.52,0,16,0,6,0,0.0,,0,0.0,0.2271,0.0,0.007286383474154817,0.15338079029069968
AC40,east,detection,6814,18.9049,1.0532,154.57,4,16,3,15,3,0.2,29.0,1,0.0529,0.1933,0.1707,-0.0008571737626630177,-0.7598279714361291
AC40,east,tracking,6814,18.9049,2.9013,425.79,1,16,0,4,0,0.0,,1,0.0529,0.1933,0.0427,-0.006242482881480191,-0.6565916409912306
AC40,north,detection,6814,18.9049,0.8506,124.82,2,16,2,14,2,0.1429,31.99,0,0.0,0.1933,0.0853,-0.023194402793393677,-0.18884357546134797
AC40,north,tracking,6814,18.9049,3.3009,484.43,1,16,0,0,0,,,0,0.0,0.1933,0.0427,-0.031163329834940526,-0.042977677743088936
AC40,up,detection,6814,18.9049,0.8082,118.61,2,16,0,16,0,0.0,,2,0.1058,0.1933,0.0853,0.01996538792839589,0.5536032708279065
AC40,up,tracking,6814,18.9049,2.6342,386.59,0,16,0,8,0,0.0,,0,0.0,0.1933,0.0,0.0007037475668124948,0.91399424576581
AC41,east,detection,6369,19.1185,0.7725,121.3,3,23,1,18,1,0.0556,19.99,2,0.1046,0.2191,0.1225,-0.008985784821887872,-0.6353578075155768
AC41,east,tracking,6369,19.1185,2.4718,388.1,1,23,0,10,0,0.0,,1,0.0523,0.2191,0.0408,-0.002839394418024829,-0.7439747101558175
AC41,north,detection,6369,19.1185,0.761,119.49,3,23,1,18,1,0.0556,19.99,2,0.1046,0.2191,0.1225,-0.030575467822345433,0.1018113212541144
AC41,north,tracking,6369,19.1185,2.5475,399.99,1,23,0,10,0,0.0,,1,0.0523,0.2191,0.0408,-0.035933208773436004,0.1952965501061286
AC41,up,detection,6369,19.1185,0.7591,119.19,1,23,0,23,0,0.0,,1,0.0523,0.2191,0.0408,-0.002258210442700676,0.7843788950855407
AC41,up,tracking,6369,19.1185,2.5871,406.21,1,23,0,10,0,0.0,,1,0.0523,0.2191,0.0408,0.0040058190755538235,0.6670703778856096
AC42,east,detection,6181,18.9596,0.7267,117.56,3,27,1,23,1,0.0435,19.99,2,0.1055,0.2946,0.1116,-0.0044597790249293855,0.858445047930968
AC42,east,tracking,6181,18.9596,2.4598,397.96,0,27,0,5,0,0.0,,0,0.0,0.2946,0.0,-0.007669793179316258,0.9206355546513488
AC42,north,detection,6181,18.9596,0.8353,135.15,1,27,0,24,0,0.0,,1,0.0527,0.2946,0.0372,-0.03592359290843603,0.4552825258943092
AC42,north,tracking,6181,18.9596,2.4729,400.09,1,27,0,0,0,,,1,0.0527,0.2946,0.0372,-0.022944607808761047,0.2080687632653802
AC42,up,detection,6181,18.9596,0.7509,121.49,1,27,0,24,0,0.0,,1,0.0527,0.2946,0.0372,0.0070661804992408804,0.7890271977834543
AC42,up,tracking,6181,18.9596,2.4617,398.27,0,27,0,5,0,0.0,,0,0.0,0.2946,0.0,0.00015535600505564036,0.9180501542100794
AC43,east,detection,5712,18.987,0.729,127.63,1,12,1,12,1,0.0833,2.01,0,0.0,0.1746,0.0435,-0.007731331136208123,-0.7788565617639636
AC43,east,tracking,5712,18.987,2.5286,442.68,0,12,0,3,0,0.0,,0,0.0,0.1746,0.0,-0.02204266296972458,-0.5061727653663979
AC43,north,detection,5712,18.987,0.864,151.27,1,12,1,12,1,0.0833,2.01,0,0.0,0.1746,0.0435,0.004251226577012735,0.5756654986475048
AC43,north,tracking,5712,18.987,2.1549,377.26,0,12,0,3,0,0.0,,0,0.0,0.1746,0.0,0.015719138669134124,0.35520506810993024
AC43,up,detection,5712,18.987,0.976,170.87,0,12,0,12,0,0.0,,0,0.0,0.1746,0.0,0.027132789451262355,0.08457904789991588
AC43,up,tracking,5712,18.987,2.2831,399.71,0,12,0,3,0,0.0,,0,0.0,0.1746,0.0,0.0026667421781480785,0.5464613756299318
AC44,east,detection,6563,18.0424,0.7664,116.78,0,15,0,15,0,0.0,,0,0.0,0.2317,0.0,-0.012023175386561133,0.12698603995720167
AC44,east,tracking,6563,18.0424,2.5475,388.17,0,15,0,2,0,0.0,,0,0.0,0.2317,0.0,-0.018365462613620546,0.24093891834524356
AC44,north,detection,6563,18.0424,0.781,119.0,2,15,0,14,0,0.0,,2,0.1108,0.2317,0.0852,-0.008540510217200288,0.13554339484263483
AC44,north,tracking,6563,18.0424,2.8608,435.9,0,15,0,2,0,0.0,,0,0.0,0.2317,0.0,-0.007298254393718661,0.11079454736454852
AC44,up,detection,6563,18.0424,0.7768,118.35,1,15,0,15,0,0.0,,1,0.0554,0.2317,0.0426,0.01672363364032085,-0.09561232728902394
AC44,up,tracking,6563,18.0424,2.8112,428.35,0,15,0,2,0,0.0,,0,0.0,0.2317,0.0,0.0009569509950999933,0.18387451448126604
AC45,east,detection,7033,20.167,0.9467,134.6,5,16,1,13,1,0.0769,2.01,3,0.1488,0.2095,0.196,-0.018274290672204048,0.43897668254314404
AC45,east,tracking,7033,20.167,3.0173,429.02,0,16,0,6,0,0.0,,0,0.0,0.2095,0.0,-0.023348224355809834,0.5431209182521971
AC45,north,detection,7033,20.167,0.93,132.23,7,16,1,14,1,0.0714,2.01,5,0.2479,0.2095,0.2744,0.013090678720338107,0.043840860918147345
AC45,north,tracking,7033,20.167,2.7424,389.94,0,16,0,6,0,0.0,,0,0.0,0.2095,0.0,0.00687418428566177,0.16551394500056624
AC45,up,detection,7033,20.167,1.2149,172.74,10,16,2,14,2,0.1429,27.01,7,0.3471,0.2095,0.392,0.023936898775088655,-0.4710524653243882
AC45,up,tracking,7033,20.167,2.8063,399.02,0,16,0,6,0,0.0,,0,0.0,0.2095,0.0,-0.004399490043407398,0.09722309577577559
AC46,east,detection,6213,19.9836,0.7924,127.54,1,19,0,19,0,0.0,,1,0.05,0.2202,0.039,-0.009049944826456269,-0.21512542495336767
AC46,east,tracking,6213,19.9836,2.4152,388.73,1,19,0,0,0,,,1,0.05,0.2202,0.039,-0.011157924704992828,-0.17265784712141005
AC46,north,detection,6213,19.9836,0.9052,145.69,5,19,0,17,0,0.0,,4,0.2002,0.2202,0.1951,-0.021290616098198996,0.6517944992053701
AC46,north,tracking,6213,19.9836,2.6217,421.97,1,19,0,0,0,,,1,0.05,0.2202,0.039,-0.023875791910664624,0.7003590388694138
AC46,up,detection,6213,19.9836,0.8473,136.38,1,19,0,13,0,0.0,,1,0.05,0.2202,0.039,0.017359032983576272,0.48745100369698
AC46,up,tracking,6213,19.9836,2.3989,386.11,0,19,0,3,0,0.0,,0,0.0,0.2202,0.0,0.0025501962619422494,0.7790864144170851
AC47,east,detection,5388,18.4778,0.7458,138.42,7,18,0,14,0,0.0,,6,0.3247,0.2686,0.2771,-0.010210181250020291,-0.7356141418803075
AC47,east,tracking,5388,18.4778,2.1647,401.76,0,18,0,1,0,0.0,,0,0.0,0.2686,0.0,-0.007404512798467694,-0.7910404846250075
AC47,north,detection,5388,18.4778,0.7687,142.67,5,18,0,12,0,0.0,,3,0.1624,0.2686,0.1979,-0.03942167614443887,0.7632505179610223
AC47,north,tracking,5388,18.4778,2.1065,390.95,0,18,0,1,0,0.0,,0,0.0,0.2686,0.0,-0.027425985364133102,0.545927523110737
AC47,up,detection,5388,18.4778,0.6323,117.35,5,18,1,17,1,0.0588,6.99,4,0.2165,0.2686,0.1979,-0.019039770123996155,0.7531627197843092
AC47,up,tracking,5388,18.4778,2.283,423.72,0,18,0,1,0,0.0,,0,0.0,0.2686,0.0,0.007347266583282236,0.28042034550162553
AC48,east,detection,6330,18.9761,0.8722,137.79,7,14,0,12,0,0.0,,7,0.3689,0.2177,0.2886,-0.016288210144929555,-0.5693191421903486
AC48,east,tracking,6330,18.9761,2.5189,397.93,0,14,0,2,0,0.0,,0,0.0,0.2177,0.0,-0.02770089503817896,-0.35202957473370683
AC48,north,detection,6330,18.9761,0.7589,119.9,4,14,2,14,2,0.1429,33.5,2,0.1054,0.2177,0.1649,0.004065111874367255,0.5752978978277276
AC48,north,tracking,6330,18.9761,2.4616,388.87,0,14,0,2,0,0.0,,0,0.0,0.2177,0.0,0.020936069943667264,0.25389467882515565
AC48,up,detection,6330,18.9761,0.7722,121.99,7,14,1,12,1,0.0833,48.0,6,0.3162,0.2177,0.2886,0.037256008271297616,-0.18905055231217247
AC48,up,tracking,6330,18.9761,2.4503,387.1,0,14,0,2,0,0.0,,0,0.0,0.2177,0.0,-0.004904191009814774,0.6037996584420602
AC50,east,detection,6055,19.0938,0.6989,115.42,8,8,0,6,0,0.0,,8,0.419,0.1041,0.3754,0.004783127713300407,0.23748962742466098
AC50,east,tracking,6055,19.0938,2.5486,420.9,1,8,0,3,0,0.0,,1,0.0524,0.1041,0.0469,-0.002570897797889875,0.3784372837633126
AC50,north,detection,6055,19.0938,0.8731,144.2,8,8,0,6,0,0.0,,8,0.419,0.1041,0.3754,-0.025437976355046837,0.5570137723295041
AC50,north,tracking,6055,19.0938,2.2851,377.39,0,8,0,3,0,0.0,,0,0.0,0.1041,0.0,-0.024438449359860736,0.5345776909715834
AC50,up,detection,6055,19.0938,0.7091,117.11,7,8,0,2,0,0.0,,6,0.3142,0.1041,0.3284,-0.042658995371958566,1.654478108956462
AC50,up,tracking,6055,19.0938,2.3658,390.73,0,8,0,3,0,0.0,,0,0.0,0.1041,0.0,-0.0013773293818261337,0.8705244974516471
AC51,east,detection,6841,18.9459,0.9174,134.1,10,15,2,14,2,0.1429,20.5,7,0.3695,0.2194,0.412,-0.0018990406201313645,-0.667670381559209
AC51,east,tracking,6841,18.9459,2.7076,395.79,0,15,0,4,0,0.0,,0,0.0,0.2194,0.0,-0.0016378173445491628,-0.6671889471178678
AC51,north,detection,6841,18.9459,0.8791,128.51,13,15,1,13,1,0.0769,40.0,10,0.5278,0.2194,0.5356,-0.03192403150970386,0.7193628157557431
AC51,north,tracking,6841,18.9459,2.942,430.06,0,15,0,4,0,0.0,,0,0.0,0.2194,0.0,-0.02300302128891846,0.5496819391117183
AC51,up,detection,6841,18.9459,0.8541,124.85,4,15,0,14,0,0.0,,3,0.1583,0.2194,0.1648,0.0410774823581956,-0.26001760619515984
AC51,up,tracking,6841,18.9459,2.9112,425.56,0,15,0,4,0,0.0,,0,0.0,0.2194,0.0,0.002556270799241087,0.4640434874585148
AC52,east,detection,5874,18.924,0.7382,125.67,5,16,1,12,1,0.0833,26.01,4,0.2114,0.1943,0.2129,0.0017055277251198891,-0.20883134835584172
AC52,east,tracking,5874,18.924,2.4432,415.93,1,16,0,0,0,,,1,0.0528,0.1943,0.0426,-0.008344316412963841,-0.018101040622648227
AC52,north,detection,5874,18.924,0.7222,122.95,3,16,0,15,0,0.0,,3,0.1585,0.1943,0.1277,-0.03032052356118731,0.7149371059697432
AC52,north,tracking,5874,18.924,2.6059,443.64,1,16,0,0,0,,,1,0.0528,0.1943,0.0426,-0.02819504329024672,0.6715904807087363
AC52,up,detection,5874,18.924,0.6891,117.31,0,16,0,16,0,0.0,,0,0.0,0.1943,0.0,0.0062864879151979846,0.7401580236953853
AC52,up,tracking,5874,18.924,2.3505,400.16,0,16,0,5,0,0.0,,0,0.0,0.1943,0.0,0.0010801985692061606,0.8360352370997326
AC53,east,detection,6675,19.1266,0.825,123.6,3,18,1,16,1,0.0625,1.01,2,0.1046,0.2266,0.1213,-0.000180848623033802,-0.034946807098314894
AC53,east,tracking,6675,19.1266,2.757,413.04,0,18,0,8,0,0.0,,0,0.0,0.2266,0.0,0.014007309626030605,-0.293781341710384
AC53,north,detection,6675,19.1266,0.7927,118.76,9,18,3,15,3,0.2,16.0,6,0.3137,0.2266,0.3639,-0.03518096396911525,0.7644252059435646
AC53,north,tracking,6675,19.1266,2.7914,418.18,1,18,0,0,0,,,0,0.0,0.2266,0.0404,0.0006523960586149416,0.08837863919497292
AC53,up,detection,6675,19.1266,0.813,121.8,7,18,2,18,2,0.1111,35.0,5,0.2614,0.2266,0.2831,0.005268286893442345,0.42700550003130366
AC53,up,tracking,6675,19.1266,3.0026,449.82,0,18,0,8,0,0.0,,0,0.0,0.2266,0.0,0.004942151006849234,0.4242804075450379
AC57,east,detection,7224,20.1643,0.8364,115.78,2,12,0,12,0,0.0,,2,0.0992,0.1792,0.0814,-0.02537415403559901,-0.4433357784224163
AC57,east,tracking,7224,20.1643,2.9607,409.84,1,12,0,0,0,,,1,0.0496,0.1792,0.0407,-0.02491529682727106,-0.45120643604101696
AC57,north,detection,7224,20.1643,0.9864,136.55,1,12,1,12,1,0.0833,8.0,0,0.0,0.1792,0.0407,-0.0049353136177109486,0.6464143618202142
AC57,north,tracking,7224,20.1643,3.1428,435.05,1,12,0,0,0,,,1,0.0496,0.1792,0.0407,0.008182956731871147,0.3792067671293183
AC57,up,detection,7224,20.1643,1.1281,156.16,2,12,0,12,0,0.0,,2,0.0992,0.1792,0.0814,0.051801357950577734,-0.4972055451379323
AC57,up,tracking,7224,20.1643,2.8389,392.98,0,12,0,6,0,0.0,,0,0.0,0.1792,0.0,0.007389680605434479,0.3938723586470762
AC58,east,detection,5999,18.1082,0.7004,116.75,1,13,0,12,0,0.0,,1,0.0552,0.1789,0.0453,0.00994552647382149,-0.656690657152093
AC58,east,tracking,5999,18.1082,2.2826,380.5,0,13,0,2,0,0.0,,0,0.0,0.1789,0.0,-0.003067525982554972,-0.4198007563155345
AC58,north,detection,5999,18.1082,0.782,130.35,0,13,0,13,0,0.0,,0,0.0,0.1789,0.0,-0.024935044245823938,0.1302513013612823
AC58,north,tracking,5999,18.1082,2.5781,429.75,0,13,0,2,0,0.0,,0,0.0,0.1789,0.0,-0.022518037441681436,0.08502879346131383
AC58,up,detection,5999,18.1082,0.7116,118.63,0,13,0,13,0,0.0,,0,0.0,0.1789,0.0,-0.0012333237414815417,0.40045741991303085
AC58,up,tracking,5999,18.1082,2.6028,433.87,0,13,0,2,0,0.0,,0,0.0,0.1789,0.0,-0.0018975625379158401,0.4107775231140274
AC59,east,detection,7656,21.9411,0.9582,125.16,1,21,0,20,0,0.0,,1,0.0456,0.2342,0.0349,0.007879646770627198,0.28197505085747143
AC59,east,tracking,7656,21.9411,3.1626,413.09,1,21,0,0,0,,,1,0.0456,0.2342,0.0349,-0.005783056653126207,0.5829630772650574
AC59,north,detection,7656,21.9411,0.9887,129.14,2,21,1,19,1,0.0526,56.99,1,0.0456,0.2342,0.0698,-0.045269780688466425,0.41006044367060734
AC59,north,tracking,7656,21.9411,2.9604,386.68,0,21,0,12,0,0.0,,0,0.0,0.2342,0.0,-0.02738226669433806,0.015619371695265925
AC59,up,detection,7656,21.9411,0.9066,118.41,3,21,1,19,1,0.0526,25.99,1,0.0456,0.2342,0.1047,0.018658948394308584,0.267575884285656
AC59,up,tracking,7656,21.9411,3.1239,408.04,0,21,0,12,0,0.0,,0,0.0,0.2342,0.0,0.003401565667791377,0.5969757010004934
AC60,east,detection,5230,17.8891,0.6312,120.7,5,22,3,17,3,0.1765,18.0,1,0.0559,0.2963,0.1967,-0.014565720342718327,-0.8476648610889735
AC60,east,tracking,5230,17.8891,2.1494,410.97,1,22,0,0,0,,,1,0.0559,0.2963,0.0393,-0.02959413748427483,-0.5780200350762733
AC60,north,detection,5230,17.8891,0.7884,150.75,0,22,0,22,0,0.0,,0,0.0,0.2963,0.0,-0.010551723768925138,0.3226576260262599
AC60,north,tracking,5230,17.8891,2.1724,415.37,0,22,0,1,0,0.0,,0,0.0,0.2963,0.0,-0.0026702412576377847,0.18074385274940444
AC60,up,detection,5230,17.8891,0.8255,157.83,0,22,0,22,0,0.0,,0,0.0,0.2963,0.0,0.019400502033063753,-0.01807376610100312
AC60,up,tracking,5230,17.8891,2.1559,412.22,0,22,0,1,0,0.0,,0,0.0,0.2963,0.0,-0.00039404163505838856,0.33484058723203974
AC61,east,detection,7125,19.8905,0.845,118.6,4,9,0,8,0,0.0,,3,0.1508,0.1487,0.1712,0.004725315076017431,0.3372499418185955
AC61,east,tracking,7125,19.8905,3.2171,451.52,0,9,0,4,0,0.0,,0,0.0,0.1487,0.0,-0.008113877604194426,0.5928047148969972
AC61,north,detection,7125,19.8905,1.0812,151.75,9,9,2,9,2,0.2222,28.0,7,0.3519,0.1487,0.3852,-0.027556005219422714,1.1182627492192505
AC61,north,tracking,7125,19.8905,2.8439,399.15,1,9,0,0,0,,,1,0.0503,0.1487,0.0428,-0.01899123291250286,0.9449375786325547
AC61,up,detection,7125,19.8905,0.9113,127.9,7,9,1,9,1,0.1111,11.99,6,0.3017,0.1487,0.2996,0.023284049276579247,-0.0587928122880683
AC61,up,tracking,7125,19.8905,2.8268,396.75,1,9,0,1,0,0.0,,1,0.0503,0.1487,0.0428,-0.003384230397640054,0.4610997633087144
AC62,east,detection,8163,22.9323,1.0184,124.76,10,10,2,7,2,0.2857,55.51,6,0.2616,0.136,0.3768,-0.0061190006150514805,-0.7675670644749437
AC62,east,tracking,8163,22.9323,3.3411,409.29,0,10,0,7,0,0.0,,0,0.0,0.136,0.0,-0.020161211259959483,-0.44481757022205065
AC62,north,detection,8163,22.9323,1.209,148.1,5,10,0,9,0,0.0,,4,0.1744,0.136,0.1884,-0.021232723437167703,0.7908509355267315
AC62,north,tracking,8163,22.9323,3.5294,432.37,0,10,0,7,0,0.0,,0,0.0,0.136,0.0,-0.012084330384701475,0.5787612739409586
AC62,up,detection,8163,22.9323,1.0344,126.71,3,10,0,9,0,0.0,,3,0.1308,0.136,0.113,0.033008605271064084,-0.5598814782903515
AC62,up,tracking,8163,22.9323,3.6547,447.72,0,10,0,7,0,0.0,,0,0.0,0.136,0.0,0.0019621056426590874,0.14647690001613237
AC63,east,detection,8029,22.1109,0.9638,120.04,1,11,0,10,0,0.0,,0,0.0,0.141,0.0388,-0.0035846471059851246,-0.8997049413903647
AC63,east,tracking,8029,22.1109,3.3693,419.64,0,11,0,8,0,0.0,,0,0.0,0.141,0.0,-0.008093160197366663,-0.7982584773934981
AC63,north,detection,8029,22.1109,0.9601,119.58,5,11,2,10,2,0.2,35.51,3,0.1357,0.141,0.1942,-0.021061514536831815,0.9493728741505845
AC63,north,tracking,8029,22.1109,3.7663,469.08,0,11,0,8,0,0.0,,0,0.0,0.141,0.0,-0.01716287118835022,0.8605084198323849
AC63,up,detection,8029,22.1109,0.9551,118.96,1,11,0,11,0,0.0,,1,0.0452,0.141,0.0388,0.0567304420422626,-1.066888858792763
AC63,up,tracking,8029,22.1109,3.1975,398.24,0,11,0,8,0,0.0,,0,0.0,0.141,0.0,0.005585286947579717,0.06099373027284058
AC64,east,detection,7971,22.1027,1.0222,128.24,4,8,0,7,0,0.0,,3,0.1357,0.1189,0.1595,-0.006569339879687627,-1.330687545881503
AC64,east,tracking,7971,22.1027,3.4187,428.89,0,8,0,5,0,0.0,,0,0.0,0.1189,0.0,-0.018900530018353127,-1.0582560131244503
AC64,north,detection,7971,22.1027,1.039,130.34,7,8,1,7,1,0.1429,10.99,5,0.2262,0.1189,0.279,-0.008799030581940058,1.0644619877504813
AC64,north,tracking,7971,22.1027,3.664,459.66,0,8,0,5,0,0.0,,0,0.0,0.1189,0.0,-0.00635635035022677,1.0102406970142939
AC64,up,detection,7971,22.1027,0.9742,122.22,4,8,0,8,0,0.0,,4,0.181,0.1189,0.1595,-0.0006501892591826396,0.6550410664079231
AC64,up,tracking,7971,22.1027,3.3143,415.79,1,8,0,3,0,0.0,,1,0.0452,0.1189,0.0399,0.004713475710074011,0.5261943960382223
AC65,east,detection,7874,22.0999,0.9794,124.39,4,10,0,8,0,0.0,,4,0.181,0.1395,0.1557,-0.013663928730020567,-0.9837921073466319
AC65,east,tracking,7874,22.0999,3.4173,433.99,1,10,0,3,0,0.0,,1,0.0452,0.1395,0.0389,-0.009698797733888025,-1.0709481712402114
AC65,north,detection,7874,22.0999,1.0622,134.9,3,10,0,9,0,0.0,,2,0.0905,0.1395,0.1168,-0.002216394690297516,0.6358137810873014
AC65,north,tracking,7874,22.0999,3.1655,402.02,0,10,0,7,0,0.0,,0,0.0,0.1395,0.0,-0.009513914388937948,0.7981029932583952
AC65,up,detection,7874,22.0999,0.9279,117.84,6,10,2,10,2,0.2,26.51,4,0.181,0.1395,0.2336,0.06612011559133468,-0.5234079530832333
AC65,up,tracking,7874,22.0999,3.1145,395.55,0,10,0,7,0,0.0,,0,0.0,0.1395,0.0,0.009407174985826999,0.70978213845184
AC66,east,detection,6203,20.9117,0.7229,116.54,5,83,5,64,4,0.0625,31.0,0,0.0,0.5868,0.0988,-0.021077124703243105,0.33065579124392974
AC66,east,tracking,6203,20.9117,2.7578,444.59,0,83,0,9,0,0.0,,0,0.0,0.5868,0.0,-0.03097086477285789,0.5395121186210641
AC66,north,detection,6203,20.9117,0.7314,117.9,3,83,2,82,2,0.0244,54.0,1,0.0478,0.5868,0.0593,-0.010269935500271042,0.30324230039505934
AC66,north,tracking,6203,20.9117,3.0251,487.69,0,83,0,9,0,0.0,,0,0.0,0.5868,0.0,-0.007516270634116899,0.24447538554050152
AC66,up,detection,6203,20.9117,0.9034,145.63,1,83,1,83,1,0.012,58.01,0,0.0,0.5868,0.0198,0.011088412916944752,0.5484384301274423
AC66,up,tracking,6203,20.9117,2.5607,412.82,0,83,0,9,0,0.0,,0,0.0,0.5868,0.0,-0.002206174135449432,0.8272629427420466
AC67,east,detection,7250,20.1561,0.9585,132.21,2,18,1,17,1,0.0588,18.99,1,0.0496,0.2278,0.0766,-0.011081691560197017,-0.8035632717282047
AC67,east,tracking,7250,20.1561,2.8738,396.39,1,18,0,0,0,,,0,0.0,0.2278,0.0383,-0.018160415332300887,-0.6589156459189215
AC67,north,detection,7250,20.1561,0.8491,117.11,2,18,1,18,1,0.0556,18.99,1,0.0496,0.2278,0.0766,-0.004773507201022459,0.6500985488169783
AC67,north,tracking,7250,20.1561,2.8,386.2,1,18,0,0,0,,,0,0.0,0.2278,0.0383,-0.005482546518765427,0.6597964671920148
AC67,up,detection,7250,20.1561,1.1687,161.19,3,18,0,18,0,0.0,,3,0.1488,0.2278,0.1149,0.021925090766613444,-0.06839554916998988
AC67,up,tracking,7250,20.1561,2.839,391.58,0,18,0,10,0,0.0,,0,0.0,0.2278,0.0,0.006043657614464678,0.24854025552946635
AC70,east,detection,6512,19.1485,0.9356,143.68,7,13,1,12,1,0.0833,58.99,6,0.3133,0.1753,0.3015,-0.008819241483574311,0.4853972718222955
AC70,east,tracking,6512,19.1485,2.6289,403.7,0,13,0,5,0,0.0,,0,0.0,0.1753,0.0,-0.0173010833638956,0.6482294788546176
AC70,north,detection,6512,19.1485,0.8437,129.57,4,13,0,12,0,0.0,,3,0.1567,0.1753,0.1723,-0.0158567380166466,0.9133549501084159
AC70,north,tracking,6512,19.1485,2.6633,408.98,0,13,0,5,0,0.0,,0,0.0,0.1753,0.0,-0.013582589753526362,0.8661034960283203
AC70,up,detection,6512,19.1485,0.7729,118.69,7,13,2,12,2,0.1667,34.0,4,0.2089,0.1753,0.3015,-0.005176158160888684,1.0100210254746056
AC70,up,tracking,6512,19.1485,3.0616,470.15,0,13,0,5,0,0.0,,0,0.0,0.1753,0.0,0.002897415448804916,0.8488416510138294
AC71,east,detection,6973,19.1869,0.9093,130.4,2,9,0,9,0,0.0,,2,0.1042,0.137,0.09,0.01710749181484513,-0.9278998887281825
AC71,east,tracking,6973,19.1869,2.97,425.93,0,9,0,4,0,0.0,,0,0.0,0.137,0.0,-0.007521180571479836,-0.45600508649205007
AC71,north,detection,6973,19.1869,0.8306,119.12,2,9,0,9,0,0.0,,2,0.1042,0.137,0.09,-0.014668466587191857,0.4652577686020163
AC71,north,tracking,6973,19.1869,2.8538,409.27,0,9,0,4,0,0.0,,0,0.0,0.137,0.0,-0.016608117250891927,0.5018775366501768
AC71,up,detection,6973,19.1869,0.8573,122.94,2,9,0,9,0,0.0,,2,0.1042,0.137,0.09,-0.0017073006049578253,1.0671533758754266
AC71,up,tracking,6973,19.1869,2.8127,403.38,0,9,0,4,0,0.0,,0,0.0,0.137,0.0,-0.0016135421518167247,1.0597781950294212
AC72,east,detection,6522,19.1841,0.9728,149.16,1,7,0,7,0,0.0,,1,0.0521,0.1199,0.0459,-0.002254186969598005,0.48461430118433896
AC72,east,tracking,6522,19.1841,2.8382,435.17,0,7,0,2,0,0.0,,0,0.0,0.1199,0.0,-0.007856648942104858,0.5927006728914884
AC72,north,detection,6522,19.1841,0.8096,124.14,2,7,0,7,0,0.0,,2,0.1043,0.1199,0.0918,-0.036921420027829575,1.1152289618787177
AC72,north,tracking,6522,19.1841,2.9101,446.2,0,7,0,2,0,0.0,,0,0.0,0.1199,0.0,-0.018479703626710895,0.7606505087019529
AC72,up,detection,6522,19.1841,1.0078,154.52,8,7,1,7,1,0.1429,56.0,7,0.3649,0.1199,0.367,-0.0143884304781639,1.166868012064118
AC72,up,tracking,6522,19.1841,2.6964,413.44,0,7,0,2,0,0.0,,0,0.0,0.1199,0.0,0.004508579836725838,0.8026062450031118
AC74,east,detection,6958,19.1732,0.8855,127.27,0,12,0,12,0,0.0,,0,0.0,0.1531,0.0,-0.006936662525563772,-1.1021011890844032
AC74,east,tracking,6958,19.1732,2.8576,410.69,0,12,0,6,0,0.0,,0,0.0,0.1531,0.0,-0.012646547239606556,-0.9911980054110705
AC74,north,detection,6958,19.1732,0.855,122.88,0,12,0,12,0,0.0,,0,0.0,0.1531,0.0,-0.031216772810162222,0.5155953165222603
AC74,north,tracking,6958,19.1732,3.0164,433.52,1,12,0,5,0,0.0,,1,0.0522,0.1531,0.0442,-0.0169696842396387,0.24077909193920877
AC74,up,detection,6958,19.1732,0.9444,135.72,1,12,0,12,0,0.0,,1,0.0522,0.1531,0.0442,0.005155287413195849,0.5313459066361906
AC74,up,tracking,6958,19.1732,2.8705,412.55,0,12,0,6,0,0.0,,0,0.0,0.1531,0.0,-0.0005574042589135013,0.6355694062924861
AC75,east,detection,6878,19.1732,0.8554,124.37,4,13,0,12,0,0.0,,3,0.1565,0.1702,0.1731,-0.010008205243569554,-1.074986065043271
AC75,east,tracking,6878,19.1732,2.8382,412.65,0,13,0,4,0,0.0,,0,0.0,0.1702,0.0,-0.016042721123571423,-0.9574863048255464
AC75,north,detection,6878,19.1732,0.8269,120.22,1,13,0,12,0,0.0,,0,0.0,0.1702,0.0433,-0.002646596849537478,-0.21167989939227969
AC75,north,tracking,6878,19.1732,2.8388,412.74,0,13,0,4,0,0.0,,0,0.0,0.1702,0.0,-0.01631433861892358,0.046453845476892144
