sta,kind,index,component,n,span,order,a1,a2,b1,b2,c,v,stderr_a1,stderr_a2,stderr_b1,stderr_b2,stderr_c,stderr_v,rss,bic,converged,midas_v,midas_sigma,midas_span,midas_steps,diff,diff_over_sigma,within_sigma,error
AC53,seg,1,up,633,1.7331,30,0.010313884304783208,0.0018530713116726954,-0.005620776892562382,0.004863730937300308,0.49974204842475844,-0.004632895648967912,0.0005425514053782172,0.0005193498311320676,0.0005499422067528452,0.0005283302182455166,0.004170144248771795,0.0007748277997467137,0.052507821838721894,-5909.76500792268,True,,,,,,,,
AC53,seg,2,east,660,1.8042,31,0.0006150734488553226,0.0003533429040386327,0.0016056741366690871,-3.468378036763643e-05,0.1884825609317302,-0.015102127787228232,7.660299753896676e-05,7.193143378495078e-05,7.676396081963263e-05,7.5294795731425e-05,0.0007642598862994341,0.00010692711840336197,0.001130807324332286,-8723.908332430712,True,,,,,,,,
AC53,seg,2,north,660,1.8042,31,0.0012507483045860837,6.865073510793516e-05,-0.001998766097361953,-0.0009387893858425531,0.40089319175030863,-0.017400575713797536,9.976878199373658e-05,9.368447405908718e-05,9.997842275158786e-05,9.80649622329752e-05,0.000995382431920883,0.00013926332791059303,0.001918167042463824,-8375.139093547394,True,,,,,,,,
AC53,seg,2,up,660,1.8042,31,0.00743938072306205,0.006055276533322305,-0.007070381465125941,-0.000713520034445762,0.43083917046941117,0.006358803067123883,0.0006060456607600797,0.0005690865203472613,0.0006073191239524258,0.000595695804301057,0.006046452523599397,0.000845955356942431,0.07077954661139198,-5993.727090497949,True,,,,,,,,
AC53,seg,3,east,725,1.9986,32,0.0009722092856084742,-0.0002308793203366614,0.002221153780728221,0.00016918147572810949,0.2020590342117165,-0.016845192174250956,6.641760646028286e-05,6.43704149171387e-05,6.541749057198501e-05,6.31814030558198e-05,0.0008868485688192283,8.54569117434673e-05,0.0010353223971765581,-9718.413164127202,True,,,,,,,,
AC53,seg,3,north,725,1.9986,32,0.0020688044270304098,0.0002998693930303332,-0.003742421892856839,-0.0005768421116395692,0.3853163251198687,-0.015695952060706193,9.638915884888308e-05,9.341815339772741e-05,9.493773151866035e-05,9.169258905896419e-05,0.0012870470968558473,0.0001240201247797416,0.002180547486287041,-9178.387407419932,True,,,,,,,,
AC53,seg,3,up,725,1.9986,32,0.006955025012603559,0.003580689464803289,-0.003633118194300283,0.003444400421729822,0.4271827108777733,0.006754219021491539,0.0005461571560266429,0.0005293229403625477,0.0005379331251053172,0.0005195456031282075,0.007292624922613712,0.0007027188477281534,0.07000747675225333,-6663.34351296088,True,,,,,,,,
AC53,seg,4,east,599,1.6399,30,0.0007418929333081342,0.00036032710889916363,0.0019596027626346806,0.00046235579995740074,0.2151417406010021,-0.01734561620263726,7.421207631664051e-05,6.852642139491668e-05,6.900183172017209e-05,7.019360017141167e-05,0.0013739950560979141,0.00010532709735073816,0.0008127818116097357,-8054.3037951270735,True,,,,,,,,
AC53,seg,4,north,599,1.6399,30,0.000962838756892771,-0.000349829696559553,-0.0035227979587458065,-0.0009086965848408277,0.3547643804945396,-0.015966862106250295,0.00010641711788255817,9.82641185315757e-05,9.894583772252557e-05,0.00010065478551187396,0.001970253375353114,0.00015103480041681419,0.0016712745379834017,-7622.4972072807195,True,,,,,,,,
AC53,seg,4,up,599,1.6399,30,0.00781009282301545,0.0008222152601118983,0.0020694507144640257,0.00040278097575070006,0.404019078241322,0.0063452305098392146,0.00043470926923707006,0.0004014046237018728,0.00040418941676166755,0.0004111703936895693,0.008048398810770664,0.0006169705497100397,0.02788833667839763,-5936.5386116199725,True,,,,,,,,
AC53,seg,5,east,814,2.2833,35,0.00023483025634961986,0.00021236107626337828,0.0028516729045907595,-6.855174707898972e-05,0.2356019209734912,-0.018571637836331336,0.00011219956117232751,0.00011931852415747377,0.00012323359950229036,0.00011395329327859227,0.0020087965808383234,0.00012542240905499813,0.004361651133705898,-9839.196314365978,True,,,,,,,,
AC53,seg,5,north,814,2.2833,35,0.0014420367542649813,0.0009683904604104507,-0.004125541118752663,8.947967310345976e-05,0.31089288527338743,-0.013068690542423333,0.00010729019035971246,0.00011409765810610564,0.00011784142657212338,0.00010896718668264898,0.0019209002718028395,0.00011993446322144225,0.003988307549844802,-9912.036060915307,True,,,,,,,,
AC53,seg,5,up,814,2.2833,35,0.011886950710228727,0.005703869984335329,-0.0040820691707060385,0.004340479676163142,0.44910699662150166,0.0033612704263278016,0.00047435974661302617,0.0005044574532573047,0.0005210096940070319,0.0004817742133797648,0.008492833903512614,0.0005302635906707803,0.07796223228895008,-7492.130023307468,True,,,,,,,,
AC53,segmean,-1,east,5031,13.9492,52,0.00046014325158252336,3.0305069102775804e-05,0.0024192040506472966,-0.0001637134041597947,0.18717604651623465,-0.014411782996923249,,,,,,,,,True,-0.01483,0.000376,19.1266,12,0.0004182170030767509,1.1122792635019971,False,
