isd_station,normals_id,path
72545014990,USW00014990,/home/fallen/data/showcase/normals/USW00014990.csv
72546014933,USW00014933,/home/fallen/data/showcase/normals/USW00014933.csv
72546514950,USW00014950,/home/fallen/data/showcase/normals/USW00014950.csv
72547094908,USW00094908,/home/fallen/data/showcase/normals/USW00094908.csv
72548094910,USW00094910,/home/fallen/data/showcase/normals/USW00094910.csv
72548514940,USW00014940,/home/fallen/data/showcase/normals/USW00014940.csv
72550014942,USW00014942,/home/fallen/data/showcase/normals/USW00014942.csv
72551014939,USW00014939,/home/fallen/data/showcase/normals/USW00014939.csv
72552014935,USW00014935,/home/fallen/data/showcase/normals/USW00014935.csv
72552594949,USW00094949,/home/fallen/data/showcase/normals/USW00094949.csv
72554014949,USW00014949,/home/fallen/data/showcase/normals/USW00014949.csv
72556014941,USW00014941,/home/fallen/data/showcase/normals/USW00014941.csv
72557014943,USW00014943,/home/fallen/data/showcase/normals/USW00014943.csv
72561024030,USW00024030,/home/fallen/data/showcase/normals/USW00024030.csv
72562024023,USW00024023,/home/fallen/data/showcase/normals/USW00024023.csv
72564024018,USW00024018,/home/fallen/data/showcase/normals/USW00024018.csv
72564524022,USW00024022,/home/fallen/data/showcase/normals/USW00024022.csv
72565003017,USW00003017,/home/fallen/data/showcase/normals/USW00003017.csv
72566024028,USW00024028,/home/fallen/data/showcase/normals/USW00024028.csv
72567024032,USW00024032,/home/fallen/data/showcase/normals/USW00024032.csv
72569024089,USW00024089,/home/fallen/data/showcase/normals/USW00024089.csv
72570024046,USW00024046,/home/fallen/data/showcase/normals/USW00024046.csv
72572024127,USW00024127,/home/fallen/data/showcase/normals/USW00024127.csv
72574424027,USW00024027,/home/fallen/data/showcase/normals/USW00024027.csv
72575524101,USW00024101,/home/fallen/data/showcase/normals/USW00024101.csv
72576024021,USW00024021,/home/fallen/data/showcase/normals/USW00024021.csv
72578024156,USW00024156,/home/fallen/data/showcase/normals/USW00024156.csv
72580524172,USW00024172,/home/fallen/data/showcase/normals/USW00024172.csv
72582524121,USW00024121,/home/fallen/data/showcase/normals/USW00024121.csv
72583024128,USW00024128,/home/fallen/data/showcase/normals/USW00024128.csv
72584523225,USW00023225,/home/fallen/data/showcase/normals/USW00023225.csv
72589594236,USW00094236,/home/fallen/data/showcase/normals/USW00094236.csv
