station,year,field,days,n,dropped_quality,dropped_missing,dropped_repeat,n_days,dropped_days,coef_bytes,gram_bytes,grid_bytes,raw_bytes,npz_bytes,seconds,error
01062099999,2024,TMP,366,5458,1,0,0,0,0,200,5000,43664,2190688,15019,0.02,
01065099999,2024,TMP,366,8045,3,0,0,0,0,200,5000,64360,3447804,18907,0.028,
01068099999,2024,TMP,366,16813,0,474,0,0,0,200,5000,134504,6855015,35449,0.057,
01074099999,2024,TMP,366,16485,2,78,0,0,0,200,5000,131880,5996094,35319,0.049,
01076099999,2024,TMP,366,8374,0,1,0,0,0,200,5000,66992,3273634,19509,0.163,
01078099999,2024,TMP,366,2991,1,1,0,0,0,200,5000,23928,1071419,9315,0.009,
01082099999,2024,TMP,366,7403,6,0,0,0,0,200,5000,59224,2571952,18157,0.021,
01083099999,2024,TMP,366,16839,21,248,0,0,0,200,5000,134712,6283453,35244,0.062,
01084099999,2024,TMP,366,5891,14,0,0,0,0,200,5000,47128,1648795,14839,0.015,
01086099999,2024,TMP,366,16847,13,138,0,0,0,200,5000,134776,6395682,35772,0.085,
01087699999,2024,TMP,366,16355,0,12,0,0,0,200,5000,130840,6045188,34014,0.048,
01087799999,2024,TMP,366,16598,0,83,0,0,0,200,5000,132784,6234203,34290,0.048,
01087899999,2024,TMP,366,16521,0,81,0,0,0,200,5000,132168,6250401,34142,0.211,
01087999999,2024,TMP,366,16638,0,3,0,0,0,200,5000,133104,6227528,34371,0.072,
01088099999,2024,TMP,366,16989,17,3,0,0,0,200,5000,135912,6171200,36116,0.084,
01088299999,2024,TMP,366,16394,12,2,0,0,0,200,5000,131152,5888806,34012,0.069,
01088699999,2024,TMP,366,16649,0,30,0,0,0,200,5000,133192,6097969,34376,0.054,
01088799999,2024,TMP,366,16571,0,72,0,0,0,200,5000,132568,6122945,34291,0.055,
01089099999,2024,TMP,366,24976,29,10,0,0,0,200,5000,199808,9380792,55200,0.108,
01092099999,2024,TMP,366,7979,4,0,0,0,0,200,5000,63832,2842507,18932,0.043,
01098099999,2024,TMP,366,3198,0,1,0,0,0,200,5000,25584,1188277,9999,0.162,
01099099999,2024,TMP,366,17099,11,1,0,0,0,200,5000,136792,6969892,35949,0.059,
01102099999,2024,TMP,366,2816,0,0,0,0,0,200,5000,22528,980969,8959,0.009,
01102599999,2024,TMP,366,15898,8,16,0,0,0,200,5000,127184,5792514,33519,0.045,
01105099999,2024,TMP,366,1691,0,1,0,0,0,200,5000,13528,490042,7635,0.005,
01107099999,2024,TMP,366,24655,0,0,0,0,0,200,5000,197240,9173370,54625,0.157,
01108099999,2024,TMP,366,8388,0,0,0,0,0,200,5000,67104,3286290,19520,0.039,
01112099999,2024,TMP,366,16718,0,461,0,0,0,200,5000,133744,6440338,35079,0.071,
01114099999,2024,TMP,366,8375,1,0,0,0,0,200,5000,67000,3139115,19507,0.191,
01115099999,2024,TMP,366,2907,0,0,0,0,0,200,5000,23256,1308665,9181,0.01,
01116099999,2024,TMP,366,10675,9,9,0,0,0,200,5000,85400,4271434,24702,0.035,
01117099999,2024,TMP,366,5653,1,0,0,0,0,200,5000,45224,1605148,14458,0.014,
01121099999,2024,TMP,366,6920,0,0,0,0,0,200,5000,55360,2545584,17308,0.034,
01122099999,2024,TMP,366,24991,14,3,8,0,0,200,5000,199928,10028510,56195,0.145,
01124099999,2024,TMP,366,1513,6,0,0,0,0,200,5000,12104,444927,7168,0.007,
01132099999,2024,TMP,366,8368,1,1,0,0,0,200,5000,66944,3302987,19499,0.034,
01133099999,2024,TMP,366,1429,1,0,0,0,0,200,5000,11432,449421,6917,0.187,
01135099999,2024,TMP,366,7383,0,0,0,0,0,200,5000,59064,2887227,18134,0.034,
01139099999,2024,TMP,366,1466,0,12,0,0,0,200,5000,11728,536596,7812,0.005,
01141099999,2024,TMP,366,19092,1,12,0,0,0,200,5000,152736,6856325,44368,0.072,
01143099999,2024,TMP,366,7385,0,1,0,0,0,200,5000,59080,2480387,18131,0.025,
01144099999,2024,TMP,366,8354,0,0,0,0,0,200,5000,66832,2535448,19467,0.021,
01146099999,2024,TMP,366,1556,0,0,0,0,0,200,5000,12448,496049,7270,0.005,
01147099999,2024,TMP,366,7378,0,0,0,0,0,200,5000,59024,2492192,18128,0.028,
01148099999,2024,TMP,366,1390,4,49,0,0,0,200,5000,11120,475908,6872,0.187,
01150099999,2024,TMP,366,7381,0,1,0,0,0,200,5000,59048,2626688,18124,0.04,
01151099999,2024,TMP,366,17142,5,0,0,0,0,200,5000,137136,6459089,36039,0.089,
01152099999,2024,TMP,366,24466,32,482,0,0,0,200,5000,195728,9005243,54240,0.073,
01156099999,2024,TMP,366,8375,0,0,0,0,0,200,5000,67000,3212199,19507,0.046,
01158099999,2024,TMP,366,1480,0,0,0,0,0,200,5000,11840,511973,7079,0.005,
01160099999,2024,TMP,366,3116,0,3,0,0,0,200,5000,24928,1061834,9659,0.008,
01161099999,2024,TMP,366,16724,0,70,0,0,0,200,5000,133792,6497672,35476,0.083,
01162099999,2024,TMP,366,17190,0,3,0,0,0,200,5000,137520,6667243,36007,0.235,
01169099999,2024,TMP,366,8373,4,0,0,0,0,200,5000,66984,2989492,19501,0.024,
01180099999,2024,TMP,366,8373,0,0,0,0,0,200,5000,66984,3222610,19509,0.025,
01183099999,2024,TMP,366,16760,5,1,0,0,0,200,5000,134080,6451376,35659,0.08,
01192099999,2024,TMP,366,7375,0,1,0,0,0,200,5000,59000,2461898,18115,0.021,
01198099999,2024,TMP,366,1415,8,0,0,0,0,200,5000,11320,487604,7047,0.004,
01199099999,2024,TMP,366,7369,2,0,0,0,0,200,5000,58952,2340913,17937,0.024,
01203099999,2024,TMP,366,8374,0,0,0,0,0,200,5000,66992,2984952,19498,0.044,
01205099999,2024,TMP,366,2997,0,1,0,0,0,200,5000,23976,1037843,10046,0.009,
01209099999,2024,TMP,366,17194,5,8,0,0,0,200,5000,137552,7398809,36073,0.054,
01210099999,2024,TMP,366,25031,24,23,0,0,0,200,5000,200248,9159432,55248,0.115,
01212099999,2024,TMP,366,3183,0,15,0,0,0,200,5000,25464,1120877,9853,0.012,
01214099999,2024,TMP,366,1403,0,1,0,0,0,200,5000,11224,430940,6835,0.004,
01217099999,2024,TMP,366,17022,4,4,0,0,0,200,5000,136176,6237216,35904,0.072,
01218099999,2024,TMP,366,4877,5,6,0,0,0,200,5000,39016,1748008,13849,0.014,
01220099999,2024,TMP,366,316,0,0,0,0,0,200,5000,2528,87648,5354,0.002,
01221099999,2024,TMP,366,1362,0,0,0,0,0,200,5000,10896,370915,6794,0.004,
01223099999,2024,TMP,366,17190,5,3,0,0,0,200,5000,137520,6811735,35985,0.052,
01224099999,2024,TMP,366,1561,0,0,0,0,0,200,5000,12488,453844,7255,0.005,
01225099999,2024,TMP,366,7381,0,0,0,0,0,200,5000,59048,2609901,18123,0.021,
01227099999,2024,TMP,366,7378,6,0,0,0,0,200,5000,59024,2239181,18134,0.026,
01228099999,2024,TMP,366,8366,0,1,0,0,0,200,5000,66928,2923409,19489,0.043,
01230099999,2024,TMP,366,7375,4,0,0,0,0,200,5000,59000,2413039,18129,0.02,
01232099999,2024,TMP,366,7199,4,2,0,0,0,200,5000,57592,2756899,17820,0.021,
01233099999,2024,TMP,366,8365,0,9,0,0,0,200,5000,66920,2769906,19488,0.023,
01234099999,2024,TMP,366,7372,2,0,0,0,0,200,5000,58976,2428386,18114,0.021,
01237099999,2024,TMP,366,8376,0,0,0,0,0,200,5000,67008,3159962,19508,0.038,
01238099999,2024,TMP,366,8218,0,23,0,0,0,200,5000,65744,3215635,19310,0.047,
01239099999,2024,TMP,366,1457,0,0,0,0,0,200,5000,11656,475424,6957,0.009,
01240099999,2024,TMP,366,7351,0,5,0,0,0,200,5000,58808,2566879,17720,0.04,
01241099999,2024,TMP,366,19313,8,11,0,0,0,200,5000,154504,7449377,41158,0.058,
01242099999,2024,TMP,366,6120,0,0,0,0,0,200,5000,48960,1480100,15444,0.015,
01245099999,2024,TMP,366,8374,0,0,0,0,0,200,5000,66992,3225844,19513,0.048,
01250099999,2024,TMP,366,2475,7,0,0,0,0,200,5000,19800,654682,9469,0.008,
01253099999,2024,TMP,366,7198,0,0,0,0,0,200,5000,57584,2420305,17785,0.032,
01254099999,2024,TMP,366,7369,9,3,0,0,0,200,5000,58952,2424135,18107,0.05,
01257099999,2024,TMP,366,7371,10,0,0,0,0,200,5000,58968,2880260,18126,0.042,
01259099999,2024,TMP,366,8378,0,0,0,0,0,200,5000,67024,2969135,19516,0.024,
01262099999,2024,TMP,366,8258,0,0,0,0,0,200,5000,66064,2449663,19354,0.02,
01265099999,2024,TMP,366,8366,9,0,0,0,0,200,5000,66928,3286228,19499,0.025,
01270099999,2024,TMP,366,2296,0,0,0,0,0,200,5000,18368,605055,9047,0.01,
01271099999,2024,TMP,366,19834,8,14,0,0,0,200,5000,158672,7986341,42893,0.107,
01272099999,2024,TMP,366,4823,0,0,0,0,0,200,5000,38584,1195977,13825,0.013,
01273099999,2024,TMP,366,8371,0,1,0,0,0,200,5000,66968,3243732,19501,0.045,
01277099999,2024,TMP,366,7380,0,0,0,0,0,200,5000,59040,2825014,18116,0.022,
01281099999,2024,TMP,366,2812,1,0,0,0,0,200,5000,22496,1128348,8758,0.011,
01282099999,2024,TMP,366,17063,1,2,0,0,0,200,5000,136504,6200297,35810,0.073,
01287099999,2024,TMP,366,1435,0,0,0,0,0,200,5000,11480,399887,6916,0.007,
01288099999,2024,TMP,366,2928,16,0,0,0,0,200,5000,23424,1259618,9150,0.02,
01290099999,2024,TMP,366,17086,0,6,0,0,0,200,5000,136688,6374034,35872,0.069,
01291099999,2024,TMP,366,7312,0,1,0,0,0,200,5000,58496,2460250,17999,0.041,
01293099999,2024,TMP,366,8349,2,0,0,0,0,200,5000,66792,3286722,19469,0.039,
01300099999,2024,TMP,366,8305,0,7,0,0,0,200,5000,66440,2804336,19395,0.023,
01300599999,2024,TMP,366,15434,0,584,0,0,0,200,5000,123472,6119097,32285,0.046,
01304099999,2024,TMP,366,8365,0,7,0,0,0,200,5000,66920,3061614,19495,0.025,
01307099999,2024,TMP,366,8303,0,4,0,0,0,200,5000,66424,2883940,19375,0.042,
01308099999,2024,TMP,366,2305,0,0,0,0,0,200,5000,18440,585821,9078,0.007,
01310099999,2024,TMP,366,17152,0,85,0,0,0,200,5000,137216,6582458,35832,0.096,
01311099999,2024,TMP,366,24966,6,11,0,0,0,200,5000,199728,10959219,55172,0.146,
01314099999,2024,TMP,366,7376,0,6,0,0,0,200,5000,59008,2430489,18117,0.019,
01315099999,2024,TMP,366,1599,0,0,0,0,0,200,5000,12792,497803,7349,0.008,
01317099999,2024,TMP,366,3029,0,0,0,0,0,200,5000,24232,1519528,9420,0.023,
01319099999,2024,TMP,366,1567,0,0,0,0,0,200,5000,12536,453852,7270,0.006,
01320099999,2024,TMP,366,17088,0,1,0,0,0,200,5000,136704,7389660,36004,0.055,
01321099999,2024,TMP,366,8374,0,0,0,0,0,200,5000,66992,3078926,19506,0.027,
01323099999,2024,TMP,366,16839,0,49,0,0,0,200,5000,134712,6506724,35568,0.051,
01326099999,2024,TMP,366,1632,1,6,0,0,0,200,5000,13056,465616,7507,0.004,
01327099999,2024,TMP,366,8373,0,1,0,0,0,200,5000,66984,3325705,19514,0.048,
01329099999,2024,TMP,366,8386,0,7,0,0,0,200,5000,67088,3088393,19523,0.027,
01332099999,2024,TMP,366,7384,1,1,0,0,0,200,5000,59072,2436412,18131,0.034,
01336099999,2024,TMP,366,1816,0,0,0,0,0,200,5000,14528,510384,7826,0.005,
01337099999,2024,TMP,366,8384,0,17,0,0,0,200,5000,67072,3274620,19535,0.023,
01338099999,2024,TMP,366,2923,0,6,0,0,0,200,5000,23384,1125451,9109,0.009,
01340099999,2024,TMP,366,8371,0,0,0,0,0,200,5000,66968,3228202,19494,0.023,
01342099999,2024,TMP,366,7367,1,13,0,0,0,200,5000,58936,1851288,18094,0.018,
01344099999,2024,TMP,366,8375,0,0,0,0,0,200,5000,67000,2443834,19501,0.022,
01345099999,2024,TMP,366,4745,0,0,0,0,0,200,5000,37960,1500186,13329,0.012,
01346099999,2024,TMP,366,5333,0,0,0,0,0,200,5000,42664,1494846,14447,0.014,
01347099999,2024,TMP,366,17021,0,3,0,0,0,200,5000,136168,6976986,35887,0.092,
01350099999,2024,TMP,366,8278,2,1,0,0,0,200,5000,66224,3192977,19342,0.036,
01352099999,2024,TMP,366,1772,1,1,0,0,0,200,5000,14176,533528,7765,0.005,
01355099999,2024,TMP,366,8197,4,168,0,0,0,200,5000,65576,2648456,19191,0.021,
01357099999,2024,TMP,366,7379,0,2,0,0,0,200,5000,59032,2689819,18123,0.02,
01358099999,2024,TMP,366,575,1,0,0,0,0,200,5000,4600,179602,5688,0.002,
01359099999,2024,TMP,366,2797,1,0,0,0,0,200,5000,22376,1292905,8673,0.02,
01360099999,2024,TMP,366,1602,0,1,0,0,0,200,5000,12816,649838,6963,0.008,
01361099999,2024,TMP,366,8370,3,1,0,0,0,200,5000,66960,3300769,19501,0.024,
01362099999,2024,TMP,366,630,0,0,0,0,0,200,5000,5040,215368,5919,0.003,
01364099999,2024,TMP,366,8327,5,1,0,0,0,200,5000,66616,3311929,19439,0.025,
01365099999,2024,TMP,366,1589,0,0,0,0,0,200,5000,12712,530538,7325,0.005,
01366099999,2024,TMP,366,7302,0,3,0,0,0,200,5000,58416,2698594,17988,0.028,
01367099999,2024,TMP,366,3107,2,0,0,0,0,200,5000,24856,1214205,9595,0.01,
01368099999,2024,TMP,366,110,0,0,0,0,0,200,5000,880,38169,4886,0.001,
01370099999,2024,TMP,366,7087,8,122,0,0,0,200,5000,56696,2681466,17609,0.04,
01371099999,2024,TMP,366,7424,4,0,0,0,0,200,5000,59392,1931553,18206,0.019,
01373099999,2024,TMP,366,8371,4,1,0,0,0,200,5000,66968,3528701,19504,0.025,
01374099999,2024,TMP,366,702,0,0,0,0,0,200,5000,5616,224534,5960,0.003,
01375099999,2024,TMP,366,8373,0,1,0,0,0,200,5000,66984,3062247,19511,0.024,
01375599999,2024,TMP,366,15788,0,7,0,0,0,200,5000,126304,5974755,33353,0.047,
01376099999,2024,TMP,366,7362,4,8,0,0,0,200,5000,58896,2436422,18115,0.053,
01378099999,2024,TMP,366,8364,2,1,0,0,0,200,5000,66912,3334697,19510,0.024,
01380099999,2024,TMP,366,8380,0,0,0,0,0,200,5000,67040,2758649,19519,0.04,
01381099999,2024,TMP,366,2325,1,0,0,0,0,200,5000,18600,602852,9120,0.009,
01382099999,2024,TMP,366,7428,0,1,0,0,0,200,5000,59424,1827699,18211,0.03,
01383099999,2024,TMP,366,7377,3,0,0,0,0,200,5000,59016,2651610,18127,0.021,
01384099999,2024,TMP,366,24405,2,218,0,0,0,200,5000,195240,8413988,54337,0.068,
01385099999,2024,TMP,366,8377,0,0,0,0,0,200,5000,67016,3179890,19515,0.047,
01386099999,2024,TMP,366,7361,1,0,0,0,0,200,5000,58888,2127212,18093,0.023,
01387099999,2024,TMP,366,2860,0,0,0,0,0,200,5000,22880,721368,10224,0.01,
01389099999,2024,TMP,366,8153,4,1,0,0,0,200,5000,65224,3232508,19139,0.023,
01392099999,2024,TMP,366,8365,2,0,0,0,0,200,5000,66920,3265552,19506,0.025,
01393099999,2024,TMP,366,8378,5,4,0,0,0,200,5000,67024,3106700,19530,0.025,
01397099999,2024,TMP,366,1290,13,1,0,0,0,200,5000,10320,523512,6446,0.011,
01403099999,2024,TMP,366,3238,0,2,0,0,0,200,5000,25904,1453635,9965,0.012,
01403399999,2024,TMP,366,6978,0,1,0,0,0,200,5000,55824,1841600,17586,0.018,
01406099999,2024,TMP,366,8376,0,2,0,0,0,200,5000,67008,3066506,19526,0.025,
01408099999,2024,TMP,366,17077,16,2,0,0,0,200,5000,136616,6321578,35880,0.053,
01411099999,2024,TMP,366,8344,6,3,0,0,0,200,5000,66752,2958756,19456,0.025,
01412099999,2024,TMP,366,5650,0,142,0,0,0,200,5000,45200,2019935,14646,0.02,
01413099999,2024,TMP,366,4357,0,4,0,0,0,200,5000,34856,1176265,12744,0.013,
01414099999,2024,TMP,366,1518,0,5,0,0,0,200,5000,12144,450930,7130,0.005,
01415099999,2024,TMP,366,19559,30,8,0,0,0,200,5000,156472,7506789,41992,0.061,
01416099999,2024,TMP,366,7377,0,0,0,0,0,200,5000,59016,2246450,18110,0.02,
01417099999,2024,TMP,366,1540,0,0,0,0,0,200,5000,12320,444227,7216,0.005,
01418099999,2024,TMP,366,1479,0,0,0,0,0,200,5000,11832,411217,7153,0.005,
01419099999,2024,TMP,366,6769,0,5,0,0,0,200,5000,54152,2220609,16998,0.019,
01422099999,2024,TMP,366,8372,0,5,0,0,0,200,5000,66976,2855938,19515,0.025,
01424099999,2024,TMP,366,8378,0,0,0,0,0,200,5000,67024,3169798,19514,0.025,
01425099999,2024,TMP,366,8372,0,0,0,0,0,200,5000,66976,3458798,19501,0.028,
01426099999,2024,TMP,366,1537,0,4,0,0,0,200,5000,12296,460326,7241,0.006,
01427099999,2024,TMP,366,2809,0,0,0,0,0,200,5000,22472,1119334,8741,0.01,
01428199999,2024,TMP,366,16330,0,1,0,0,0,200,5000,130640,6143148,33798,0.048,
01430099999,2024,TMP,366,6007,0,1139,0,0,0,200,5000,48056,2069431,15636,0.018,
01431099999,2024,TMP,366,8370,3,1,0,0,0,200,5000,66960,3196292,19501,0.029,
01434099999,2024,TMP,366,7303,4,0,0,0,0,200,5000,58424,2715256,17992,0.022,
01435099999,2024,TMP,366,4933,0,27,0,0,0,200,5000,39464,1916909,13732,0.016,
01436099999,2024,TMP,366,8368,0,12,0,0,0,200,5000,66944,2848950,19510,0.024,
01439099999,2024,TMP,366,811,0,0,0,0,0,200,5000,6488,321386,5830,0.004,
01440099999,2024,TMP,366,7178,0,19,0,0,0,200,5000,57424,2526260,17863,0.021,
01441099999,2024,TMP,366,8399,3,1,0,0,0,200,5000,67192,3332958,19561,0.025,
01442099999,2024,TMP,366,8372,0,4,0,0,0,200,5000,66976,3196330,19505,0.025,
01444099999,2024,TMP,366,1692,0,4,0,0,0,200,5000,13536,527302,7536,0.006,
01447099999,2024,TMP,366,2798,10,1,0,0,0,200,5000,22384,1113884,8701,0.01,
01448099999,2024,TMP,366,6579,0,13,0,0,0,200,5000,52632,1978325,16377,0.018,
01449099999,2024,TMP,366,1470,0,0,0,0,0,200,5000,11760,475947,7057,0.005,
01450099999,2024,TMP,366,8375,0,0,0,0,0,200,5000,67000,3271995,19518,0.025,
01452099999,2024,TMP,366,25069,1,5,0,0,0,200,5000,200552,9345519,55296,0.076,
01453099999,2024,TMP,366,1619,2,19,0,0,0,200,5000,12952,518210,7366,0.005,
01455099999,2024,TMP,366,7376,0,3,0,0,0,200,5000,59008,2871529,18132,0.022,
01459099999,2024,TMP,366,964,0,0,0,0,0,200,5000,7712,355214,6025,0.004,
01460099999,2024,TMP,366,7257,0,0,0,0,0,200,5000,58056,2216515,17898,0.019,
01461199999,2024,TMP,366,6791,0,397,0,0,0,200,5000,54328,2281808,17091,0.019,
01462099999,2024,TMP,366,5968,0,1,0,0,0,200,5000,47744,2015848,15547,0.018,
01463099999,2024,TMP,366,1351,0,0,0,0,0,200,5000,10808,346371,7316,0.004,
01464099999,2024,TMP,366,5863,3,2,0,0,0,200,5000,46904,1689526,14826,0.016,
01465099999,2024,TMP,366,8395,0,5,0,0,0,200,5000,67160,3231264,19536,0.025,
01466099999,2024,TMP,366,130,0,351,0,0,0,200,5000,1040,145139,4882,0.003,
01467099999,2024,TMP,366,8361,0,14,0,0,0,200,5000,66888,3009662,19487,0.023,
01468099999,2024,TMP,366,6522,0,1,0,0,0,200,5000,52176,2061971,16577,0.017,
01469099999,2024,TMP,366,8372,0,0,0,0,0,200,5000,66976,3260428,19505,0.025,
01470099999,2024,TMP,366,7378,0,0,0,0,0,200,5000,59024,2810697,18116,0.021,
01470399999,2024,TMP,366,6471,10,8,0,0,0,200,5000,51768,2255806,16579,0.019,
01471099999,2024,TMP,366,8356,4,10,0,0,0,200,5000,66848,3178023,19478,0.024,
01473099999,2024,TMP,366,8244,1,27,0,0,0,200,5000,65952,3367424,19298,0.026,
01476099999,2024,TMP,366,7378,0,0,0,0,0,200,5000,59024,2814183,18132,0.023,
01477099999,2024,TMP,366,8317,7,1,0,0,0,200,5000,66536,2746455,19404,0.024,
01478099999,2024,TMP,366,1748,0,1,0,0,0,200,5000,13984,495139,7813,0.005,
01480099999,2024,TMP,366,8380,1,0,0,0,0,200,5000,67040,2778856,19517,0.024,
01481099999,2024,TMP,366,7377,1,0,0,0,0,200,5000,59016,2820014,18126,0.022,
01482099999,2024,TMP,366,3062,0,0,0,0,0,200,5000,24496,1098407,9493,0.01,
01482599999,2024,TMP,366,16574,0,67,0,0,0,200,5000,132592,5718337,34270,0.046,
01483099999,2024,TMP,366,5574,0,33,0,0,0,200,5000,44592,1985989,14543,0.017,
01484099999,2024,TMP,366,8360,0,0,0,0,0,200,5000,66880,3102115,19489,0.025,
01484399999,2024,TMP,366,15843,0,10,0,0,0,200,5000,126744,5779501,33356,0.046,
01485099999,2024,TMP,366,6041,0,0,0,0,0,200,5000,48328,1762581,15081,0.016,
01486099999,2024,TMP,366,1480,0,2,0,0,0,200,5000,11840,428374,7005,0.005,
01488099999,2024,TMP,366,7378,0,0,0,0,0,200,5000,59024,2478882,18129,0.021,
01488199999,2024,TMP,366,16609,0,24,0,0,0,200,5000,132872,6349811,34303,0.052,
01489099999,2024,TMP,366,535,0,6,0,0,0,200,5000,4280,155135,5630,0.003,
01490099999,2024,TMP,366,8378,0,0,0,0,0,200,5000,67024,2822396,19520,0.025,
01492099999,2024,TMP,366,7114,18,20,0,0,0,200,5000,56912,2906982,17728,0.023,
01493099999,2024,TMP,366,8382,0,0,0,0,0,200,5000,67056,2752395,19518,0.023,
01494099999,2024,TMP,366,24767,19,197,0,0,0,200,5000,198136,9896450,54866,0.082,
01495099999,2024,TMP,366,8379,0,0,0,0,0,200,5000,67032,3135308,19529,0.025,
02000199999,2024,TMP,366,16698,2,2,0,0,0,200,5000,133584,6035892,34422,0.049,
02013099999,2024,TMP,366,4038,0,0,0,0,0,200,5000,32304,1277569,11446,0.013,
02019099999,2024,TMP,366,7210,3,44,0,0,0,200,5000,57680,2342593,17796,0.021,
02022099999,2024,TMP,366,2272,0,3,0,0,0,200,5000,18176,898206,8661,0.008,
02024099999,2024,TMP,366,2220,0,60,0,0,0,200,5000,17760,577191,8572,0.007,
02029099999,2024,TMP,366,222,0,2512,0,0,0,200,5000,1776,562458,5156,0.006,
02031099999,2024,TMP,366,2254,0,2,0,0,0,200,5000,18032,624765,8635,0.007,
02036099999,2024,TMP,366,2266,1,78,0,0,0,200,5000,18128,813678,8661,0.009,
02038099999,2024,TMP,366,2268,0,0,0,0,0,200,5000,18144,622971,8650,0.007,
02044099999,2024,TMP,366,18921,17,14,0,0,0,200,5000,151368,6740370,40631,0.057,
02045099999,,TMP,,,,,,,,,,,534247,,0.005,ValueError: a chunk needs at least one sample
02049099999,2024,TMP,366,18981,7,8,0,0,0,200,5000,151848,6648952,40717,0.056,
02055099999,2024,TMP,366,2255,1,45,0,0,0,200,5000,18040,821718,8639,0.008,
02064099999,2024,TMP,366,1939,0,4,0,0,0,200,5000,15512,546094,8094,0.006,
02072099999,2024,TMP,366,2252,0,16,0,0,0,200,5000,18016,888787,8628,0.008,
02081099999,2024,TMP,366,3329,0,20,0,0,0,200,5000,26632,1029221,10570,0.01,
02091099999,,TMP,,,,,,,,,,,521122,,0.004,ValueError: a chunk needs at least one sample
02095099999,2024,TMP,366,2709,1,21,0,0,0,200,5000,21672,1046810,9475,0.009,
02101099999,2024,TMP,366,19229,5,236,0,0,0,200,5000,153832,7348100,41410,0.065,
02102099999,2024,TMP,366,2270,0,0,0,0,0,200,5000,18160,520873,8647,0.007,
02103099999,2024,TMP,366,2270,0,4,0,0,0,200,5000,18160,549921,8647,0.007,
02110099999,2024,TMP,366,2154,0,0,0,0,0,200,5000,17232,593442,8453,0.007,
02119099999,2024,TMP,366,2714,0,45,0,0,0,200,5000,21712,1106591,9481,0.01,
